match,PSW,win0,confidence0,date,
37081,1.54,1,0.996636435,4/5/2022,0.54
27938,1.21,1,0.996618172,5/29/2017,0.21
27433,8.43,0,0.996609162,3/25/2017,-1
30439,1.12,1,0.996592216,2/25/2019,0.12
29063,1.41,1,0.996580053,10/10/2017,0.41
31602,1.35,1,0.996579668,7/18/2019,0.35
32397,1.46,1,0.996574313,10/19/2019,0.46
36350,1.5,1,0.996568846,1/11/2022,0.5
28320,1.21,1,0.996548513,7/12/2017,0.21
36146,1.15,1,0.996540729,10/26/2021,0.15
31584,1.4,1,0.996495092,7/17/2019,0.4
31901,1.37,1,0.996474826,8/14/2019,0.37
28259,1.12,1,0.996473646,7/4/2017,0.12
31532,1.1,1,0.996470838,7/8/2019,0.1
33853,1.56,1,0.996350193,1/31/2021,0.56
30433,3.62,0,0.996321712,2/23/2019,-1
37551,2.64,0,0.996267427,5/25/2022,-1
32542,1.26,1,0.996199969,1/8/2020,0.26
37107,1.56,1,0.996198553,4/7/2022,0.56
32414,2.43,0,0.996179026,10/22/2019,-1
30537,1.65,1,0.996177973,3/8/2019,0.65
28614,1.13,1,0.996122997,8/8/2017,0.13
30087,1.43,1,0.996121456,1/14/2019,0.43
39152,1.08,1,0.996120387,1/27/2023,0.08
32012,5.27,0,0.996107074,8/27/2019,-1
28745,1.37,1,0.996081128,8/25/2017,0.37
38557,1.38,1,0.996040269,9/29/2022,0.38
38568,1.06,1,0.996032032,9/30/2022,0.06
30525,1.63,1,0.995995955,3/3/2019,0.63
27388,1.49,1,0.995983938,3/22/2017,0.49
37919,2.79,0,0.995969545,7/12/2022,-1
28446,1.2,1,0.995862467,7/26/2017,0.2
36458,1.51,1,0.995861501,1/19/2022,0.51
37540,1.04,1,0.995845117,5/25/2022,0.04
34647,1.22,1,0.995802801,4/22/2021,0.22
34682,1.26,1,0.995783025,4/27/2021,0.26
30337,1.7,1,0.995756548,2/15/2019,0.7
38836,1.31,1,0.995755226,10/28/2022,0.31
30959,2.18,0,0.99570479,5/5/2019,-1
27301,1.22,1,0.995674808,3/10/2017,0.22
30371,2.04,0,0.995656354,2/19/2019,-1
36504,4.3,0,0.995648239,1/23/2022,-1
37054,1.04,1,0.995628466,3/28/2022,0.04
28033,1.21,1,0.995622111,6/12/2017,0.21
34451,1.11,1,0.995556068,3/28/2021,0.11
36174,4.34,0,0.995517926,10/29/2021,-1
35212,1.55,1,0.995504779,6/28/2021,0.55
29750,3.66,0,0.99544374,2/19/2018,-1
32949,1.6,1,0.995428181,2/19/2020,0.6
35148,1.25,1,0.99539578,6/19/2021,0.25
26757,1.68,1,0.995363531,1/7/2017,0.68
33607,1.56,1,0.995347338,10/21/2020,0.56
32577,1.57,1,0.995341513,1/15/2020,0.57
31641,1.25,1,0.995340592,7/23/2019,0.25
33488,2.9,0,0.995335572,10/4/2020,-1
27967,1.14,1,0.995309557,5/31/2017,0.14
31348,1.57,1,0.995291167,6/20/2019,0.57
33235,1.2,1,0.99526532,9/5/2020,0.2
27725,1.13,1,0.99525998,5/5/2017,0.13
29528,1.2,1,0.995218696,1/18/2018,0.2
38496,1.37,1,0.995100341,9/23/2022,0.37
38074,1.14,1,0.995079365,7/29/2022,0.14
31903,2.78,0,0.995062177,8/14/2019,-1
38413,1.04,1,0.99505328,9/1/2022,0.04
27629,1.41,1,0.995034139,4/26/2017,0.41
36154,1.42,1,0.995031643,10/27/2021,0.42
38407,1.03,1,0.995028451,9/1/2022,0.03
28141,1.09,1,0.99499341,6/24/2017,0.09
37934,1.17,1,0.994988927,7/13/2022,0.17
31533,1.12,1,0.994985456,7/8/2019,0.12
36565,3.89,0,0.994978037,2/3/2022,-1
38023,1.44,1,0.994975365,7/25/2022,0.44
32070,2.5,0,0.994918898,8/30/2019,-1
31786,1.44,1,0.994900295,8/1/2019,0.44
37783,4,0,0.994871947,6/27/2022,-1
38879,1.26,1,0.994856279,11/2/2022,0.26
34374,1.59,1,0.994819321,3/18/2021,0.59
38123,3.15,0,0.994815688,8/3/2022,-1
37313,1.52,1,0.994794893,5/1/2022,0.52
34908,1.73,1,0.994709652,5/25/2021,0.73
29575,1.6,1,0.994682741,2/5/2018,0.6
38682,1.23,1,0.994681592,10/13/2022,0.23
29359,2.29,0,0.994654793,1/3/2018,-1
28939,3.02,0,0.994645801,9/26/2017,-1
31410,2.59,0,0.994636984,6/27/2019,-1
30129,1.11,1,0.994593017,1/16/2019,0.11
28902,3.15,0,0.994592537,9/20/2017,-1
36913,1.24,1,0.994584185,3/12/2022,0.24
32992,1.88,1,0.994578926,2/24/2020,0.88
32790,1.36,1,0.994574816,2/6/2020,0.36
29483,1.12,1,0.994563274,1/16/2018,0.12
31235,1.1,1,0.994549415,6/2/2019,0.1
39235,1.62,1,0.994506535,2/13/2023,0.62
35370,3.16,0,0.994501981,7/14/2021,-1
31209,6.41,0,0.994486484,5/30/2019,-1
30341,4.39,0,0.994458454,2/16/2019,-1
30222,1.15,1,0.994425811,2/6/2019,0.15
34092,4.43,0,0.99440465,2/22/2021,-1
29473,3.89,0,0.994391235,1/15/2018,-1
37224,1.47,1,0.994307126,4/20/2022,0.47
28554,1.84,1,0.994294933,8/3/2017,0.84
38313,1.35,1,0.994273773,8/24/2022,0.35
37222,1.27,1,0.994171531,4/20/2022,0.27
28313,1.13,1,0.994069983,7/10/2017,0.13
31742,1.53,1,0.994059826,7/30/2019,0.53
38893,1.41,1,0.994047755,11/4/2022,0.41
34314,1.36,1,0.994035485,3/14/2021,0.36
31213,3.35,0,0.994023332,5/30/2019,-1
38766,1.26,1,0.993998873,10/21/2022,0.26
35563,1.74,1,0.993998839,8/3/2021,0.74
38861,1.07,1,0.993988612,11/1/2022,0.07
35449,4.54,0,0.99397481,7/21/2021,-1
32934,1.16,1,0.993953065,2/18/2020,0.16
33509,5.2,0,0.99394033,10/12/2020,-1
36102,1.14,1,0.993911472,10/20/2021,0.14
28489,2.11,0,0.993906826,7/30/2017,-1
35125,3.22,0,0.993894007,6/16/2021,-1
35453,1.33,1,0.993882821,7/21/2021,0.33
36533,2.19,0,0.993876123,2/1/2022,-1
28629,5.31,0,0.9938386,8/9/2017,-1
27509,2.52,0,0.993835579,4/13/2017,-1
30204,1.7,1,0.993812041,2/5/2019,0.7
35479,4.46,0,0.993799397,7/23/2021,-1
26761,1.3,1,0.993760521,1/8/2017,0.3
36138,1.51,1,0.993758764,10/26/2021,0.51
34757,1.27,1,0.993750597,5/6/2021,0.27
36911,1.45,1,0.993693607,3/12/2022,0.45
33651,1.07,1,0.993680724,10/27/2020,0.07
28425,1.31,1,0.993658186,7/25/2017,0.31
36260,1.19,1,0.993650643,11/10/2021,0.19
28071,1.12,1,0.993621845,6/16/2017,0.12
39169,1.18,1,0.993616055,2/7/2023,0.18
39359,1.19,1,0.993612291,2/21/2023,0.19
35208,4.06,0,0.993582023,6/28/2021,-1
33711,3.21,0,0.993545592,11/3/2020,-1
34135,1.38,1,0.993545434,2/25/2021,0.38
38984,2.88,0,0.993498446,1/9/2023,-1
32162,1.52,1,0.993491134,9/24/2019,0.52
35062,2.72,0,0.993481654,6/9/2021,-1
30444,1.33,1,0.993443348,2/25/2019,0.33
31285,5.12,0,0.993436733,6/13/2019,-1
38574,1.34,1,0.993430422,9/30/2022,0.34
29061,1.37,1,0.993421037,10/10/2017,0.37
27453,1.68,1,0.993387139,3/27/2017,0.68
29481,1.24,1,0.993358846,1/16/2018,0.24
31401,2.42,0,0.993347216,6/26/2019,-1
31047,2.91,0,0.993335001,5/16/2019,-1
33730,1.35,1,0.993317083,11/4/2020,0.35
29100,1.26,1,0.993316551,10/14/2017,0.26
34530,1.45,1,0.993298773,4/10/2021,0.45
28844,3.13,0,0.993297845,8/31/2017,-1
30447,1.11,1,0.993283045,2/25/2019,0.11
