match,PSW,win0,confidence0,date,,
54451,2.16,1,1.47119173,1/8/2022,1.16,116
54456,1.51,0,1.470277722,1/10/2022,-1,-100
43469,1.59,0,1.469380637,3/10/2017,-1,-100
54062,2.26,1,1.469354718,9/28/2021,1.26,126
54031,2.31,1,1.468933717,9/22/2021,1.31,131
51125,2.49,1,1.468640663,2/22/2020,1.49,149
54870,2.36,1,1.468183982,2/17/2022,1.36,136
47686,1.67,0,1.467227123,9/20/2018,-1,-100
56523,1.63,0,1.466464639,9/2/2022,-1,-100
46289,2.05,1,1.465639945,4/11/2018,1.05,105
48187,2.53,1,1.464805056,1/8/2019,1.53,153
54999,2.36,1,1.463989491,3/10/2022,1.36,136
54181,1.67,0,1.463547451,10/12/2021,-1,-100
54301,2.2,1,1.46280804,10/28/2021,1.2,120
50861,1.61,0,1.460561253,1/25/2020,-1,-100
51251,1.61,0,1.460058164,8/24/2020,-1,-100
45403,1.78,0,1.459482884,10/30/2017,-1,-100
50324,2.33,1,1.458956835,9/25/2019,1.33,133
53846,1.89,1,1.458491997,8/24/2021,0.89,89
54174,1.68,0,1.457956994,10/11/2021,-1,-100
47239,1.66,0,1.456543418,7/26/2018,-1,-100
47554,2.29,1,1.456425958,8/28/2018,1.29,129
50339,2.46,1,1.456282834,9/26/2019,1.46,146
55488,2.46,1,1.456059154,5/9/2022,1.46,146
48765,2.34,1,1.455872531,3/13/2019,1.34,134
48796,1.71,0,1.455766746,3/21/2019,-1,-100
56938,1.8,0,1.455723243,10/28/2022,-1,-100
45169,1.61,0,1.455683004,10/3/2017,-1,-100
45947,2.31,1,1.454961039,2/22/2018,1.31,131
47517,2.59,1,1.454454963,8/23/2018,1.59,159
50547,1.63,0,1.454232902,10/19/2019,-1,-100
48986,1.68,0,1.454077618,4/21/2019,-1,-100
54114,2.33,1,1.45399889,10/7/2021,1.33,133
52459,1.57,0,1.453849517,3/15/2021,-1,-100
52417,1.56,0,1.453577157,3/10/2021,-1,-100
45944,1.58,0,1.453369591,2/22/2018,-1,-100
44368,1.59,0,1.452423984,7/3/2017,-1,-100
46800,1.69,0,1.451973099,6/3/2018,-1,-100
48428,1.84,1,1.451876661,2/11/2019,0.84,84
52926,2.47,1,1.45061702,5/11/2021,1.47,147
48556,1.74,0,1.449547465,2/20/2019,-1,-100
48865,2.28,1,1.449469166,3/27/2019,1.28,128
52761,1.61,0,1.449332057,4/21/2021,-1,-100
48769,2.25,1,1.449183069,3/13/2019,1.25,125
56736,1.59,0,1.448771285,10/7/2022,-1,-100
55747,1.61,0,1.448662702,6/9/2022,-1,-100
48024,1.67,0,1.448581735,10/29/2018,-1,-100
54696,1.81,0,1.448090637,2/4/2022,-1,-100
56356,2.12,1,1.448087611,8/17/2022,1.12,112
55997,1.79,0,1.448053882,7/3/2022,-1,-100
53149,1.77,0,1.447080988,6/2/2021,-1,-100
56958,1.62,0,1.446872975,10/31/2022,-1,-100
45171,1.6,0,1.446435966,10/4/2017,-1,-100
48633,1.63,0,1.445976566,2/27/2019,-1,-100
48402,1.8,0,1.445490617,2/8/2019,-1,-100
55244,1.61,0,1.445317086,4/10/2022,-1,-100
56733,1.84,0,1.444671082,10/6/2022,-1,-100
57046,2.43,1,1.444500529,1/4/2023,1.43,143
43106,1.63,0,1.443649063,1/25/2017,-1,-100
54770,1.9,0,1.443545529,2/10/2022,-1,-100
54866,2.08,1,1.443049703,2/17/2022,1.08,108
47769,1.83,0,1.442721702,10/1/2018,-1,-100
45856,1.58,0,1.442650642,2/15/2018,-1,-100
49880,1.74,0,1.442565238,7/30/2019,-1,-100
43117,1.67,0,1.441891978,2/6/2017,-1,-100
47727,1.68,0,1.441748269,9/25/2018,-1,-100
55463,2.4,1,1.441715932,5/4/2022,1.4,140
56385,2.39,1,1.440459701,8/21/2022,1.39,139
56365,1.61,0,1.44018371,8/17/2022,-1,-100
46953,1.81,0,1.439431309,6/27/2018,-1,-100
50474,1.74,0,1.439370263,10/14/2019,-1,-100
44579,2.23,1,1.439143181,7/25/2017,1.23,123
54442,1.68,0,1.439030526,1/7/2022,-1,-100
50078,2.01,1,1.438861367,8/18/2019,1.01,101
49340,1.78,0,1.437522742,5/28/2019,-1,-100
52555,1.58,0,1.437271296,3/26/2021,-1,-100
46234,2.2,1,1.43708865,3/26/2018,1.2,120
49750,2.6,1,1.437082061,7/17/2019,1.6,160
50439,1.58,0,1.436760025,10/8/2019,-1,-100
54886,2.11,1,1.43585104,2/18/2022,1.11,111
44270,2.1,1,1.43552109,6/20/2017,1.1,110
48652,2.26,1,1.435486259,2/28/2019,1.26,126
49114,2.18,1,1.433841047,5/5/2019,1.18,118
53663,1.66,0,1.433476857,7/29/2021,-1,-100
52014,1.76,0,1.432917448,2/1/2021,-1,-100
43668,1.65,0,1.432766068,4/13/2017,-1,-100
46415,1.69,0,1.432605051,4/25/2018,-1,-100
43576,2.32,1,1.431535412,3/24/2017,1.32,132
46809,1.54,0,1.431378517,6/7/2018,-1,-100
48990,1.6,0,1.431341404,4/22/2019,-1,-100
56089,1.56,0,1.430482446,7/19/2022,-1,-100
55766,2.32,1,1.429992107,6/11/2022,1.32,132
49743,2.29,1,1.429664137,7/17/2019,1.29,129
49948,1.64,0,1.429621509,8/2/2019,-1,-100
49992,1.6,0,1.429574012,8/7/2019,-1,-100
53142,1.83,0,1.429478094,6/2/2021,-1,-100
51379,1.69,0,1.429307954,9/5/2020,-1,-100
54861,2.37,1,1.427942391,2/16/2022,1.37,137
44708,1.89,0,1.427602577,8/2/2017,-1,-100
47647,2.47,1,1.427067669,9/5/2018,1.47,147
55477,2.36,1,1.426577312,5/7/2022,1.36,136
54638,1.53,0,1.425966494,1/31/2022,-1,-100
47957,1.66,0,1.425884918,10/22/2018,-1,-100
53134,1.81,0,1.425717234,6/2/2021,-1,-100
55380,1.69,0,1.425590921,4/26/2022,-1,-100
46011,2.24,1,1.425292702,2/27/2018,1.24,124
47888,1.53,0,1.424940472,10/16/2018,-1,-100
54339,1.67,0,1.424760569,11/2/2021,-1,-100
52373,1.64,0,1.424581674,3/8/2021,-1,-100
51350,2.44,1,1.42424228,9/3/2020,1.44,144
47521,2.22,1,1.42386532,8/24/2018,1.22,122
52908,1.68,0,1.423744341,5/9/2021,-1,-100
45732,1.66,0,1.423405299,2/5/2018,-1,-100
45467,1.73,0,1.422743563,1/1/2018,-1,-100
44765,2.52,1,1.422681036,8/8/2017,1.52,152
56762,2.3,1,1.42266624,10/11/2022,1.3,130
53001,2.12,1,1.422622894,5/20/2021,1.12,112
49893,2.27,1,1.422498929,7/30/2019,1.27,127
48193,1.75,0,1.421950319,1/9/2019,-1,-100
48782,2.21,1,1.421682257,3/20/2019,1.21,121
47404,2.42,1,1.421449303,8/9/2018,1.42,142
47996,1.69,0,1.421365893,10/25/2018,-1,-100
52839,1.78,0,1.421341649,4/29/2021,-1,-100
51769,1.76,0,1.420967868,10/23/2020,-1,-100
54408,1.8,0,1.420670762,1/4/2022,-1,-100
51370,2.44,1,1.418970007,9/4/2020,1.44,144
