match,PSW,win0,confidence0,date,winner,,,correct prediction?,roi,net,,,,,,,,,,,,,,,,,,,,,,,,,
32888,2.91,0,1.081076296,2/15/2013,Alund M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56523,1.35,1,1.081047905,9/2/2022,Moutet C.,0.35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41457,1.15,1,1.081042446,5/23/2016,Simon G.,0.15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39953,1.56,1,1.081039575,10/9/2015,Fognini F.,0.56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37327,1.35,1,1.08102718,10/2/2014,Istomin D.,0.35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,1.24,1,1.080972076,8/28/2012,Wawrinka S.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55685,2.63,0,1.080960219,5/27/2022,Khachanov K.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37301,1.33,1,1.080932935,9/30/2014,Isner J.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43354,1.37,1,1.08092902,2/25/2017,Del Potro J.M.,0.37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37763,1.33,1,1.080928405,1/19/2015,Matosevic M.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49483,1.41,1,1.080915383,6/19/2019,Del Potro J.M.,0.41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36385,1.44,1,1.080914183,6/11/2014,Matosevic M.,0.44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53230,2.82,0,1.080888298,6/14/2021,Korda S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56368,1.35,1,1.080875489,8/17/2022,Norrie C.,0.35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43695,1.26,1,1.080875323,4/17/2017,Ramos-Vinolas A.,0.26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50531,1.28,1,1.080871004,10/18/2019,Murray A.,0.28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33644,2.69,0,1.080762933,5/22/2013,Hajek J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49503,1.27,1,1.080761417,6/20/2019,Tsitsipas S.,0.27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29900,2.62,0,1.080749987,1/6/2012,Tsonga J.W.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50841,1.13,1,1.080746869,1/23/2020,Isner J.,0.13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55965,1.53,1,1.080707805,6/30/2022,De Minaur A.,0.53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38695,1.42,1,1.080683858,5/6/2015,Dimitrov G.,0.42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55584,1.63,1,1.080677034,5/20/2022,Norrie C.,0.63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52075,1.46,1,1.080647643,2/4/2021,Kecmanovic M.,0.46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43763,2.94,0,1.080643199,4/25/2017,Haase R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41861,1.33,1,1.080628511,7/6/2016,Federer R.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39958,1.42,1,1.080612532,10/9/2015,Nishikori K.,0.42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46223,1.25,1,1.080602929,3/24/2018,Berdych T.,0.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53503,2.42,0,1.080598847,7/14/2021,Brooksby J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44374,1.32,1,1.080569521,7/3/2017,Rosol L.,0.32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32262,1.78,1,1.080565342,10/12/2012,Berdych T.,0.78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37100,1.28,1,1.080561218,8/26/2014,Tomic B.,0.28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41234,1.54,1,1.080540839,4/26/2016,Cervantes I.,0.54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34736,1.31,1,1.080502944,9/25/2013,Lopez F.,0.31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34895,4.76,0,1.080483322,10/19/2013,Haase R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41908,3.12,0,1.080462039,7/13/2016,Mathieu P.H.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45840,1.24,1,1.080458055,2/14/2018,Dimitrov G.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32649,1.24,1,1.080452945,1/15/2013,Seppi A.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36602,1.43,1,1.080444648,7/4/2014,Federer R.,0.43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34008,1.18,1,1.080387455,6/26/2013,Almagro N.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34223,1.36,1,1.080386238,7/22/2013,Youzhny M.,0.36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55618,1.34,1,1.0803711,5/23/2022,Basilashvili N.,0.34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37709,2.05,1,1.080367457,1/13/2015,Ramos-Vinolas A.,1.05,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31157,1.29,1,1.08036214,6/11/2012,Raonic M.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47100,1.41,1,1.080358349,7/11/2018,Nadal R.,0.41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42975,2.47,0,1.080349574,1/12/2017,Johnson S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53959,1.46,1,1.080332441,9/2/2021,Monfils G.,0.46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30043,1.31,1,1.080327705,1/19/2012,Nishikori K.,0.31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41407,1.35,1,1.080300983,5/16/2016,Sousa J.,0.35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51885,1.49,1,1.080290203,11/5/2020,Schwartzman D.,0.49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49088,2.04,0,1.080289022,5/1/2019,Davidovich Fokina A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43341,2.96,0,1.080258123,2/24/2017,Ruud C.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42727,3.05,0,1.080249065,10/24/2016,Delbonis F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52678,1.47,1,1.080249048,4/13/2021,Popyrin A.,0.47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37857,1.18,1,1.080223889,1/26/2015,Raonic M.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38706,1.27,1,1.080194169,5/7/2015,Berdych T.,0.27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46227,1.18,1,1.080191606,3/25/2018,Cilic M.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32178,1.5,1,1.080178755,10/4/2012,Lopez F.,0.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40815,1.29,1,1.080173419,2/25/2016,Dimitrov G.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54385,2.4,0,1.080159235,11/13/2021,Paul T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36027,1.36,1,1.080158627,5/1/2014,Fognini F.,0.36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55094,2.86,0,1.08012728,3/23/2022,Galan D.E.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57607,1.66,1,1.080107289,3/8/2023,Giron M.,0.66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34066,1.23,1,1.080092288,7/8/2013,Alund M.,0.23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55293,1.84,1,1.080078391,4/16/2022,Davidovich Fokina A.,0.84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37319,3.05,0,1.080074474,10/2/2014,Chardy J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44241,1.64,1,1.080073864,6/17/2017,Pouille L.,0.64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56575,1.27,1,1.080071322,9/21/2022,Mcdonald M.,0.27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33611,1.17,1,1.080070779,5/17/2013,Federer R.,0.17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53271,1.29,1,1.08006831,6/18/2021,Auger-Aliassime F.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57375,1.99,0,1.080066408,2/15/2023,Mcdonald M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35670,1.21,1,1.080062753,3/9/2014,Lopez F.,0.21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44619,2.62,0,1.080052431,7/27/2017,Mayer L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55463,2.26,0,1.080049853,5/4/2022,Hurkacz H.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34516,1.58,1,1.080030149,8/21/2013,Querrey S.,0.58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32113,6.12,0,1.080021964,10/2/2012,Ito T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42353,1.19,1,1.080016837,8/31/2016,Pouille L.,0.19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51004,1.7,1,1.080014848,2/12/2020,Ramos-Vinolas A.,0.7,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40329,1.27,1,1.079983567,1/12/2016,Kohlschreiber P.,0.27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37917,1.32,1,1.079941468,2/5/2015,Kohlschreiber P.,0.32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44967,1.59,0,1.079920835,8/30/2017,Youzhny M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42978,2.27,0,1.07985274,1/13/2017,Muller G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39247,1.46,1,1.079822842,7/13/2015,Ito T.,0.46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30300,1.24,1,1.079788306,2/22/2012,Wawrinka S.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43066,1.19,1,1.07978355,1/19/2017,Zverev A.,0.19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49615,1.24,1,1.079755649,7/2/2019,Isner J.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31817,1.62,1,1.079738147,8/20/2012,Lu Y.H.,0.62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42217,1.21,1,1.079717877,8/17/2016,Nishikori K.,0.21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39320,2.07,0,1.079711853,7/23/2015,Robredo T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44672,3.14,0,1.079663965,8/1/2017,Giraldo S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32815,1.26,1,1.079656677,2/10/2013,Gasquet R.,0.26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46116,1.25,1,1.079649404,3/11/2018,Chung H.,0.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41001,7,0,1.079645834,3/28/2016,Pouille L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52979,3.55,0,1.07964416,5/18/2021,Andujar P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35827,1.75,1,1.079597348,4/8/2014,Delbonis F.,0.75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49705,2.05,0,1.079541968,7/15/2019,Sinner J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44515,1.44,1,1.079505211,7/18/2017,Bedene A.,0.44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44610,2.47,0,1.079494097,7/26/2017,Paul T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47871,1.47,1,1.079479993,10/12/2018,Federer R.,0.47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50856,1.78,1,1.079456012,1/24/2020,Fucsovics M.,0.78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32349,1.66,1,1.079390915,10/21/2012,Berdych T.,0.66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47511,2.61,0,1.079389089,8/22/2018,Andreozzi G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54205,2.09,1,1.079382374,10/18/2021,Millman J.,1.09,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50403,1.32,1,1.079370253,10/4/2019,Zverev A.,0.32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29883,1.61,1,1.079355519,1/4/2012,Sela D.,0.61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34227,1.43,1,1.079347447,7/23/2013,Hanescu V.,0.43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45617,1.27,1,1.079339972,1/15/2018,Schwartzman D.,0.27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48347,2.16,1,1.079318794,2/4/2019,Sonego L.,1.16,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55478,2.26,0,1.079314425,5/8/2022,Krajinovic F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40331,1.87,1,1.079292969,1/12/2016,Fognini F.,0.87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36750,1.34,1,1.079271196,7/18/2014,Stepanek R.,0.34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38577,4.08,0,1.079266578,4/25/2015,Garcia-Lopez G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50760,5.62,0,1.079265997,1/20/2020,Fucsovics M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53302,1.32,1,1.079252303,6/22/2021,Popyrin A.,0.32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34070,2.84,0,1.079245598,7/9/2013,Karlovic I.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56605,1.32,1,1.079222462,9/24/2022,Nakashima B.,0.32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43203,1.26,1,1.079215947,2/14/2017,Harrison R.,0.26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34964,1.78,1,1.079214515,10/27/2013,Del Potro J.M.,0.78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50358,3.83,0,1.079206899,9/30/2019,Soeda G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55599,1.15,1,1.079145199,5/22/2022,Auger-Aliassime F.,0.15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36742,2.27,0,1.079099561,7/17/2014,Mayer L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57232,1.13,1,1.079099043,1/20/2023,Sinner J.,0.13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36913,2.11,0,1.079068031,8/2/2014,Goffin D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50005,1.91,1,1.079063549,8/8/2019,Thiem D.,0.91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48010,1.27,1,1.079056776,10/26/2018,Zverev A.,0.27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40469,1.21,1,1.079053926,1/23/2016,Raonic M.,0.21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41683,1.94,0,1.07904904,6/17/2016,Tomic B.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45181,4.14,0,1.079046892,10/5/2017,Sugita Y.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46767,1.16,1,1.079031197,5/31/2018,Schwartzman D.,0.16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33805,4.17,0,1.079009281,6/10/2013,Hernych J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32898,1.29,1,1.078974759,2/17/2013,Del Potro J.M.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43641,3.46,0,1.078958679,4/10/2017,Djere L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36883,5.12,0,1.078954552,7/30/2014,Jaziri M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51147,1.41,1,1.078935676,2/25/2020,Novak D.,0.41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42608,3.18,0,1.078916731,10/11/2016,Lopez F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44062,1.26,1,1.078878622,5/27/2017,Wawrinka S.,0.26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38116,1.42,1,1.07883014,2/21/2015,Monfils G.,0.42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46491,1.25,1,1.07882307,5/3/2018,Bautista Agut R.,0.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56945,1.27,1,1.078818847,10/30/2022,Medvedev D.,0.27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47773,1.61,1,1.078808534,10/2/2018,Tiafoe F.,0.61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32385,1.61,1,1.078781219,10/24/2012,Cilic M.,0.61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30571,1.33,1,1.078774424,3/23/2012,Kohlschreiber P.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47866,1.33,1,1.078741468,10/11/2018,Zverev A.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35422,1.19,1,1.078721806,2/13/2014,Almagro N.,0.19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35745,1.69,1,1.078719087,3/20/2014,Bedene A.,0.69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31505,1.78,1,1.078712795,7/12/2012,Dolgopolov O.,0.78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54893,1.57,1,1.078690454,2/19/2022,Fognini F.,0.57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38002,1.22,1,1.07868299,2/12/2015,Raonic M.,0.22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51918,1.45,1,1.078680646,11/14/2020,Sinner J.,0.45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35567,1.42,1,1.078668238,2/25/2014,Chardy J.,0.42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57445,2.44,0,1.078662617,2/21/2023,Jarry N.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42772,3.41,0,1.078622851,10/28/2016,Zverev M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41715,2.17,0,1.07854492,6/21/2016,Dolgopolov O.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38055,1.58,1,1.078536555,2/17/2015,Andujar P.,0.58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43213,1.68,1,1.078519718,2/14/2017,Andreozzi G.,0.68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51493,1.85,1,1.078518684,9/22/2020,Hanfmann Y.,0.85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46961,1.22,1,1.078492979,6/27/2018,Monfils G.,0.22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32297,2.49,0,1.078492602,10/17/2012,Muller G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30217,1.31,1,1.078485425,2/16/2012,Berdych T.,0.31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55474,1.4,1,1.078463578,5/6/2022,Tsitsipas S.,0.4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47818,3.42,0,1.078451644,10/7/2018,Medvedev D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53149,1.83,1,1.078431556,6/2/2021,Fognini F.,0.83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39093,1.55,1,1.078431516,6/23/2015,Lu Y.H.,0.55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38319,1.53,1,1.078375584,3/25/2015,Young D.,0.53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44940,1.24,1,1.078359725,8/30/2017,Goffin D.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48950,1.29,1,1.078355003,4/15/2019,Cecchinato M.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35197,1.24,1,1.078350613,1/14/2014,Lopez F.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49667,4.46,0,1.07834766,7/4/2019,Kukushkin M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43400,1.43,1,1.078344503,3/1/2017,Delbonis F.,0.43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34234,2.33,0,1.078341182,7/23/2013,Giraldo S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51500,1.15,1,1.078313353,9/23/2020,Rublev A.,0.15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54464,2.67,0,1.07827997,1/11/2022,Lajovic D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33546,1.36,1,1.078261502,5/9/2013,Berdych T.,0.36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46648,1.76,1,1.078248854,5/21/2018,Gojowczyk P.,0.76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40028,1.29,1,1.078218831,10/19/2015,Stepanek R.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57129,3.34,0,1.078202472,1/16/2023,Lehecka J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32724,1.76,0,1.078197896,1/20/2013,Almagro N.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46815,1.4,1,1.078190529,6/11/2018,Medvedev D.,0.4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35891,2.7,0,1.078180932,4/15/2014,Gabashvili T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52721,2.9,0,1.078172557,4/16/2021,Evans D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45533,1.2,1,1.07817093,1/4/2018,Dimitrov G.,0.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30287,2.12,0,1.078164427,2/21/2012,Ramos A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54643,1.51,1,1.078163406,2/1/2022,Vukic A.,0.51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55707,4.45,0,1.078158457,5/30/2022,Rune H.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56735,1.84,1,1.078146889,10/6/2022,Khachanov K.,0.84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37517,2.37,0,1.07813647,10/23/2014,Chardy J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33085,2.32,0,1.078100042,3/7/2013,Goffin D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42419,1.65,1,1.078083342,9/19/2016,Benneteau J.,0.65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31022,1.3,1,1.078066714,5/23/2012,Isner J.,0.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40065,1.4,1,1.078059077,10/21/2015,Karlovic I.,0.4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30296,1.2,1,1.078017793,2/22/2012,Harrison R.,0.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42162,1.3,1,1.078012419,8/10/2016,Almagro N.,0.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53645,1.24,1,1.077985827,7/27/2021,Fritz T.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49961,1.25,1,1.077966967,8/3/2019,Thiem D.,0.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52609,1.33,1,1.0779179,3/31/2021,Sinner J.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36784,2.7,0,1.077907546,7/22/2014,Smyczek T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34628,1.43,1,1.07790496,8/31/2013,Raonic M.,0.43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55019,1.99,0,1.077904115,3/12/2022,Bonzi B.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33773,1.51,1,1.077894297,6/1/2013,Kohlschreiber P.,0.51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49802,1.33,1,1.077892849,7/23/2019,Kwon S.W.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36846,1.67,1,1.077889776,7/28/2014,Young D.,0.67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44201,1.93,0,1.077881782,6/13/2017,Haas T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30598,1.25,1,1.077850727,3/25/2012,Tsonga J.W.,0.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42599,2.25,0,1.077805196,10/11/2016,Zverev A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36544,4.22,0,1.07778915,6/25/2014,Wang J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40383,2.99,0,1.077738273,1/18/2016,Basic M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50965,1.61,1,1.077713215,2/10/2020,Cuevas P.,0.61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40219,1.18,1,1.07769321,11/19/2015,Federer R.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620,1.3,1,1.077683291,3/27/2012,Tsonga J.W.,0.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48484,1.32,1,1.077678786,2/15/2019,Thiem D.,0.32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48816,1.23,1,1.07766508,3/22/2019,Coric B.,0.23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48674,1.36,1,1.077653651,3/1/2019,Zverev A.,0.36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56792,1.42,1,1.077644148,10/14/2022,Rublev A.,0.42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37202,2.62,0,1.077643778,9/16/2014,Przysiezny M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31554,1.24,1,1.077641988,7/17/2012,Almagro N.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46109,1.85,1,1.077637425,3/11/2018,Lopez F.,0.85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30216,1.47,1,1.077633702,2/15/2012,Nieminen J.,0.47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37041,1.33,1,1.077613918,8/18/2014,Klahn B.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
