match,PSW,win0,confidence0,date,winner,,,correct prediction?,roi,net,,,,,,,,,,,,,,,,,,,,,,,,,
55004,2.02,0,1.077552906,3/10/2022,Bonzi B.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52408,1.43,1,1.07755014,3/10/2021,Djere L.,0.43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43862,1.33,1,1.077529785,5/3/2017,Zverev A.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41343,1.34,1,1.07752893,5/8/2016,Goffin D.,0.34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53647,1.25,1,1.077508128,7/27/2021,Isner J.,0.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44804,3.54,0,1.077480293,8/13/2017,Zverev A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33531,1.66,1,1.077461188,5/7/2013,Simon G.,0.66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38015,1.38,1,1.077457129,2/13/2015,Wawrinka S.,0.38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49277,1.24,1,1.077414071,5/26/2019,Dellien H.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31816,2.26,0,1.077398229,8/20/2012,Kubot L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53985,2.63,0,1.077396363,9/5/2021,Harris L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31609,1.32,1,1.077368783,7/21/2012,Tipsarevic J.,0.32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38063,1.33,1,1.077356831,2/17/2015,Kokkinakis T.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36139,1.37,1,1.077352244,5/14/2014,Murray A.,0.37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45084,3.22,0,1.077344991,9/23/2017,Fognini F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41366,1.29,1,1.077319965,5/10/2016,Berdych T.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43103,1.14,1,1.077306476,1/23/2017,Dimitrov G.,0.14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55365,1.24,1,1.077250329,4/23/2022,Djokovic N.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31288,1.47,1,1.07723771,6/22/2012,Seppi A.,0.47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47422,1.23,1,1.07719139,8/12/2018,Nadal R.,0.23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33682,1.74,1,1.077181966,5/26/2013,Llodra M.,0.74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54726,1.39,1,1.077177118,2/8/2022,Khachanov K.,0.39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42838,1.13,1,1.077120493,11/17/2016,Djokovic N.,0.13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43170,1.13,1,1.077108937,2/10/2017,Gasquet R.,0.13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52585,1.58,1,1.077092409,3/28/2021,Korda S.,0.58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41536,1.16,1,1.077088897,5/26/2016,Goffin D.,0.16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45681,3.56,0,1.077082558,1/18/2018,Sandgren T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32725,1.22,1,1.077027822,1/20/2013,Berdych T.,0.22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56814,1.22,1,1.077011928,10/18/2022,Kecmanovic M.,0.22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51178,1.31,1,1.076992016,2/26/2020,Khachanov K.,0.31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47377,1.63,1,1.076987219,8/6/2018,Verdasco F.,0.63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50129,1.27,1,1.076962464,8/26/2019,Coric B.,0.27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44219,1.46,1,1.076962254,6/14/2017,Muller G.,0.46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41535,1.45,1,1.076929765,5/26/2016,Granollers M.,0.45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42455,1.49,1,1.07691778,9/22/2016,Mahut N.,0.49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46770,1.21,1,1.076906082,5/31/2018,Pouille L.,0.21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36788,1.32,1,1.076891858,7/22/2014,Sock J.,0.32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48329,1.18,1,1.076873916,1/20/2019,Nadal R.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48415,1.85,1,1.07685631,2/9/2019,Cuevas P.,0.85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41262,1.53,1,1.076811677,4/28/2016,Almagro N.,0.53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50876,1.13,1,1.076802239,1/28/2020,Djokovic N.,0.13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31578,1.25,1,1.076792777,7/18/2012,Giraldo S.,0.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33007,1.43,1,1.076773884,2/26/2013,Berankis R.,0.43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36699,2.92,0,1.076756333,7/14/2014,Kuznetsov Al.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47117,3.84,0,1.07674488,7/17/2018,Sela D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42394,1.13,1,1.076744037,9/3/2016,Nishikori K.,0.13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35919,2.35,0,1.076723056,4/20/2014,Wawrinka S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54430,2.29,1,1.076720986,1/6/2022,Cressy M.,1.29,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48744,1.71,1,1.076708425,3/11/2019,Kecmanovic M.,0.71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33625,1.36,1,1.076694774,5/20/2013,Berlocq C.,0.36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35633,2.22,0,1.076694283,3/6/2014,Smyczek T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45354,1.33,1,1.076691698,10/24/2017,Thiem D.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42779,1.2,1,1.076659216,10/29/2016,Nishikori K.,0.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43330,1.14,1,1.076652639,2/23/2017,Raonic M.,0.14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40097,1.23,1,1.076643873,10/24/2015,Berdych T.,0.23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53584,2.6,0,1.076620938,7/21/2021,Escobedo E.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38310,1.77,1,1.076618021,3/25/2015,Nieminen J.,0.77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46265,2.94,0,1.076597976,4/10/2018,Vatutin A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41737,2.73,0,1.076593233,6/24/2016,Johnson S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31809,2.5,0,1.076584487,8/20/2012,Young D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53693,1.8,1,1.076567214,8/3/2021,Nakashima B.,0.8,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47195,3.14,0,1.076551822,7/23/2018,Zopp J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34745,1.33,1,1.076539413,9/26/2013,Raonic M.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57264,1.18,1,1.076530186,2/7/2023,Giron M.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42387,3.48,0,1.076498883,9/2/2016,Evans D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35619,1.87,1,1.076494864,3/1/2014,Delbonis F.,0.87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32639,1.21,1,1.076490322,1/14/2013,Lopez F.,0.21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57209,1.27,1,1.076476991,1/19/2023,Dimitrov G.,0.27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41865,1.15,1,1.076471138,7/8/2016,Murray A.,0.15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31888,1.22,1,1.076468623,8/28/2012,Simon G.,0.22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56560,1.23,1,1.076454451,9/20/2022,Wolf J.J.,0.23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33653,4.46,0,1.076442152,5/22/2013,Pella G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35995,2.41,0,1.076433534,4/28/2014,Falla A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54891,1.61,1,1.07641659,2/19/2022,Alcaraz C.,0.61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33643,4.77,0,1.076413081,5/22/2013,Sijsling I.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38571,1.28,1,1.076411492,4/24/2015,Monfils G.,0.28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41277,1.61,1,1.076409625,4/29/2016,Almagro N.,0.61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34843,1.19,1,1.076391436,10/15/2013,Garcia-Lopez G.,0.19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32871,1.6,1,1.076365893,2/14/2013,Nalbandian D.,0.6,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30557,2.62,0,1.076350117,3/22/2012,Bubka S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31819,1.63,1,1.07634005,8/20/2012,Harrison R.,0.63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38136,1.33,1,1.076333991,2/24/2015,Monaco J.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30960,1.63,1,1.076326029,5/14/2012,Nalbandian D.,0.63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29969,1.6,1,1.076315708,1/16/2012,Dimitrov G.,0.6,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56309,1.78,1,1.076263494,8/10/2022,Schwartzman D.,0.78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40449,3.87,0,1.076251664,1/21/2016,Millman J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54808,1.48,1,1.076239084,2/14/2022,Kwon S.W.,0.48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36761,5.57,0,1.076227579,7/20/2014,Mayer L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38854,1.21,1,1.076227315,5/25/2015,Robredo T.,0.21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47282,2.73,0,1.07622181,7/31/2018,Ymer E.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36535,2.44,0,1.07618554,6/24/2014,Kubot L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40151,1.56,1,1.076180997,10/30/2015,Johnson S.,0.56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50656,1.15,1,1.076170831,11/1/2019,Nadal R.,0.15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45377,1.22,1,1.076152509,10/26/2017,Del Potro J.M.,0.22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33048,1.56,1,1.076150177,2/28/2013,Dodig I.,0.56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43115,1.61,1,1.076141832,2/6/2017,Brown D.,0.61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30459,1.39,1,1.076123891,3/9/2012,Garcia-Lopez G.,0.39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38642,1.22,1,1.076107601,5/1/2015,Dimitrov G.,0.22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51604,1.15,1,1.076104558,10/1/2020,Dimitrov G.,0.15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54648,2.11,0,1.076087871,2/1/2022,Tsonga J.W.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53737,1.6,1,1.076077318,8/10/2021,Isner J.,0.6,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48273,1.2,1,1.076071726,1/15/2019,Medvedev D.,0.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35528,1.17,1,1.07605464,2/22/2014,Tsonga J.W.,0.17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47153,2.7,0,1.076019504,7/18/2018,Granollers M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30442,2.05,0,1.075999172,3/8/2012,Ramos A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35581,1.28,1,1.075997205,2/26/2014,Gulbis E.,0.28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40379,5.23,0,1.07598802,1/18/2016,Olivo R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31927,1.18,1,1.075943283,8/30/2012,Nishikori K.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43563,1.28,1,1.075889969,3/23/2017,Tiafoe F.,0.28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34393,2.44,0,1.075790562,8/6/2013,Bogomolov A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48978,2.19,0,1.075765723,4/18/2019,Medvedev D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47051,3.8,0,1.075760606,7/4/2018,Novak D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57168,1.18,1,1.075756548,1/17/2023,Rune H.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42511,2.59,0,1.075734727,9/30/2016,Troicki V.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38210,3.28,0,1.075733543,3/12/2015,Duckworth J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56421,1.52,1,1.075721869,8/25/2022,Van De Zandschulp B.,0.52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57103,5.03,0,1.075653577,1/11/2023,Djere L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57505,1.5,1,1.075634377,2/26/2023,Hurkacz H.,0.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49301,1.22,1,1.075601101,5/27/2019,Tsonga J.W.,0.22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38728,1.29,1,1.075594828,5/11/2015,Isner J.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31313,1.76,1,1.075579829,6/25/2012,Troicki V.,0.76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29933,1.89,1,1.075579643,1/10/2012,Rosol L.,0.89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51801,3.07,0,1.075569414,10/27/2020,Seppi A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41685,1.27,1,1.075551098,6/17/2016,Bautista Agut R.,0.27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52525,1.88,1,1.07551677,3/24/2021,Mcdonald M.,0.88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48071,1.18,1,1.075513787,11/14/2018,Djokovic N.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56649,1.39,1,1.075481169,9/28/2022,Daniel T.,0.39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45688,1.39,1,1.075470895,1/18/2018,Mannarino A.,0.39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46182,1.5,1,1.075456738,3/22/2018,Bhambri Y.,0.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51051,1.74,1,1.075447197,2/17/2020,Paire B.,0.74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54443,1.67,1,1.075432725,1/7/2022,Ruusuvuori E.,0.67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53523,1.47,1,1.075422002,7/15/2021,Anderson K.,0.47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44895,1.36,1,1.075419585,8/23/2017,Bautista Agut R.,0.36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32683,1.18,1,1.075413029,1/16/2013,Querrey S.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33774,1.93,1,1.075409622,6/1/2013,Nishikori K.,0.93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43581,1.2,1,1.075406568,3/24/2017,Raonic M.,0.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31678,1.3,1,1.075392096,7/31/2012,Dolgopolov O.,0.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54032,1.5,1,1.075368481,9/22/2021,Carreno Busta P.,0.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39632,1.46,1,1.075327133,8/24/2015,Bolelli S.,0.46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55093,1.44,1,1.075318512,3/23/2022,Goffin D.,0.44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49346,2.55,0,1.075317171,5/29/2019,Dimitrov G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43616,1.41,1,1.075287666,3/27/2017,Berdych T.,0.41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50820,3.37,0,1.075269478,1/22/2020,Paul T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54168,1.66,1,1.075215886,10/10/2021,Paul T.,0.66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52083,1.8,0,1.075198305,2/5/2021,Coric B.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34747,1.19,1,1.07518301,9/26/2013,Benneteau J.,0.19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42921,1.33,1,1.075159838,1/6/2017,Wawrinka S.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35600,2.12,1,1.075147047,2/27/2014,Monaco J.,1.12,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51275,1.37,1,1.075145917,8/29/2020,Djokovic N.,0.37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37719,2.89,0,1.075137228,1/14/2015,Muller G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42892,1.12,1,1.075106392,1/4/2017,Nishikori K.,0.12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41580,1.35,1,1.075090608,6/6/2016,Bedene A.,0.35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48717,1.25,1,1.075085955,3/9/2019,Monfils G.,0.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,1.53,1,1.075070716,10/19/2015,Verdasco F.,0.53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40011,1.24,1,1.075060014,10/15/2015,Murray A.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45990,1.45,1,1.075039129,2/26/2018,Donaldson J.,0.45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38474,1.75,1,1.075032815,4/14/2015,Chardy J.,0.75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37914,1.24,1,1.075016755,2/5/2015,Seppi A.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32017,1.56,1,1.075012089,9/20/2012,Klizan M.,0.56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44539,1.23,1,1.075002159,7/20/2017,Fognini F.,0.23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31406,1.29,1,1.074916307,6/30/2012,Del Potro J.M.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473,1.47,1,1.074910884,12/31/2012,Mayer F.,0.47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32522,3.52,0,1.074906329,1/2/2013,Lorenzi P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38575,1.78,1,1.074892048,4/25/2015,Vesely J.,0.78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49135,2.05,0,1.074888055,5/7/2019,Schwartzman D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52449,1.43,1,1.074805475,3/14/2021,Karatsev A.,0.43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52267,1.64,1,1.074802208,2/24/2021,Barrere G.,0.64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45837,3.27,0,1.074800441,2/14/2018,Herbert P.H.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56089,3.5,0,1.074767576,7/19/2022,Hanfmann Y.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56171,1.66,1,1.074757282,7/27/2022,Duckworth J.,0.66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38993,1.32,1,1.074736898,6/12/2015,Muller G.,0.32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55398,1.44,1,1.074736727,4/27/2022,Ramos-Vinolas A.,0.44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54944,5.45,0,1.074732516,2/23/2022,Vesely J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54983,3.08,0,1.074713897,2/25/2022,Vesely J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55416,2.81,0,1.074675219,4/29/2022,Tiafoe F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56757,2.55,0,1.074653964,10/10/2022,Carballes Baena R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56804,2.43,0,1.074643537,10/17/2022,Cressy M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52120,2.88,0,1.074612603,2/8/2021,Moutet C.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57413,1.17,1,1.074607429,2/18/2023,Sinner J.,0.17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49716,1.54,1,1.074599801,7/16/2019,Travaglia S.,0.54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40629,1.43,1,1.074534612,2/11/2016,Troicki V.,0.43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39389,1.58,1,1.074514132,7/28/2015,Donaldson J.,0.58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53830,3.35,0,1.074510871,8/22/2021,Cecchinato M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29887,1.19,1,1.074495571,1/4/2012,Monfils G.,0.19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46585,1.42,1,1.074488797,5/14/2018,Bedene A.,0.42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45220,1.41,1,1.074467422,10/10/2017,Del Potro J.M.,0.41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54740,2.06,1,1.074457081,2/8/2022,Monteiro T.,1.06,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53250,1.68,1,1.074448557,6/15/2021,Humbert U.,0.68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30843,2.94,0,1.074444735,5/1/2012,Brown D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32766,1.59,1,1.074396137,2/6/2013,Dodig I.,0.59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44297,1.63,1,1.074395789,6/23/2017,Muller G.,0.63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46219,1.56,1,1.074374223,3/24/2018,Shapovalov D.,0.56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47519,2.35,0,1.074360287,8/23/2018,Carreno Busta P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45623,1.71,1,1.074304207,1/15/2018,Istomin D.,0.71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34583,1.26,1,1.074295789,8/28/2013,Anderson K.,0.26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42422,2.71,0,1.074293174,9/20/2016,Lorenzi P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30473,1.59,1,1.074291765,3/10/2012,Monaco J.,0.59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50759,1.19,1,1.074288102,1/20/2020,Dimitrov G.,0.19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32823,3.1,0,1.074262983,2/11/2013,Andujar P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32313,1.26,1,1.074251425,10/18/2012,Haas T.,0.26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51475,1.57,1,1.074239449,9/18/2020,Schwartzman D.,0.57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31441,1.46,1,1.074229381,7/10/2012,Levine J.,0.46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49940,1.23,1,1.074229265,8/1/2019,Schwartzman D.,0.23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54338,3.72,0,1.074213857,11/2/2021,Duckworth J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55363,1.18,1,1.074170075,4/22/2022,Ruud C.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37052,1.33,1,1.074167552,8/19/2014,Roger-Vasselin E.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33009,3.3,0,1.074151026,2/26/2013,Munoz-De La Nava D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55499,1.68,1,1.074149351,5/10/2022,Shapovalov D.,0.68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50752,2.73,0,1.074138917,1/17/2020,Paire B.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55869,2.49,0,1.07413562,6/22/2022,Altmaier D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40687,1.82,0,1.074133617,2/16/2016,Ito T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51904,4.16,0,1.074132887,11/10/2020,Albot R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51562,1.12,1,1.074127674,9/29/2020,Tsitsipas S.,0.12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54143,1.34,1,1.07412688,10/9/2021,Hurkacz H.,0.34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38510,3.77,0,1.074052717,4/20/2015,Jaziri M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39371,1.16,1,1.074044148,7/28/2015,Sousa J.,0.16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52782,3.02,0,1.07404335,4/22/2021,Norrie C.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51006,5.15,0,1.074038049,2/12/2020,Pospisil V.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
