match,PSW,win0,confidence0,date,winner,,,correct pred?
23587,2.2,0,1.111245939,6/25/2017,Suarez Navarro C.,-1,-100,
24241,1.5,1,1.111230277,9/13/2017,Babos T.,0.5,50,
25840,3.82,0,1.111211522,5/28/2018,Duque-Marino M.,-1,-100,
29421,1.47,1,1.111189134,9/28/2019,Sabalenka A.,0.47,47,
28864,2.23,0,1.111122968,8/1/2019,Diyas Z.,-1,-100,
31128,1.73,1,1.11108195,3/4/2021,Kvitova P.,0.73,73,
33688,1.85,1,1.111056836,3/14/2022,Kudermetova V.,0.85,85,
26191,1.81,1,1.11098386,7/5/2018,Gavrilova D.,0.81,81,
30620,1.44,1,1.11095409,10/1/2020,Kenin S.,0.44,44,
23988,2.07,0,1.110881772,8/11/2017,Stephens S.,-1,-100,
31336,1.45,1,1.110750397,3/26/2021,Andreescu B.,0.45,45,
22443,2.92,0,1.110739442,1/21/2017,Makarova E.,-1,-100,
25589,1.93,1,1.110716518,5/1/2018,Allertova D.,0.93,93,
23657,2.08,1,1.11069086,7/3/2017,Witthoeft C.,1.08,108,
31047,1.45,1,1.110616112,2/17/2021,Bouzkova M.,0.45,45,
26760,1.75,1,1.110526353,9/18/2018,Jakupovic D.,0.75,75,
27093,1.47,1,1.110435249,10/17/2018,Kontaveit A.,0.47,47,
33815,3.22,0,1.110434628,4/4/2022,Frech M.,-1,-100,
35383,1.77,1,1.110432398,10/11/2022,Ruse E.G.,0.77,77,
23985,1.88,1,1.110415579,8/11/2017,Svitolina E.,0.88,88,
28995,2.6,0,1.11041508,8/18/2019,Pera B.,-1,-100,
22583,1.59,1,1.110385915,2/21/2017,Konjuh A.,0.59,59,
30028,2.43,0,1.110322065,2/25/2020,Kuznetsova S.,-1,-100,
30594,2.2,0,1.110310757,9/30/2020,Siniakova K.,-1,-100,
23115,1.8,1,1.110281968,5/2/2017,Strycova B.,0.8,80,
27371,1.94,0,1.110280351,1/16/2019,Bencic B.,-1,-100,
29226,2.44,0,1.110245024,9/13/2019,Doi M.,-1,-100,
35912,2.07,0,1.110146257,2/20/2023,Pliskova Ka.,-1,-100,
23162,1.66,1,1.110114096,5/7/2017,Larsson J.,0.66,66,
24117,1.61,1,1.110110422,8/30/2017,Kasatkina D.,0.61,61,
26937,1.45,1,1.110053427,10/1/2018,Siniakova K.,0.45,45,
29569,1.8,1,1.11004529,10/16/2019,Gasparyan M.,0.8,80,
33213,1.58,1,1.110007613,1/8/2022,Barty A.,0.58,58,
34290,1.38,1,1.109982697,6/9/2022,Haddad Maia B.,0.38,38,
35473,3.8,0,1.109960178,10/21/2022,Kalinskaya A.,-1,-100,
23516,2.42,0,1.109945033,6/17/2017,Vikhlyantseva N.,-1,-100,
31290,1.91,1,1.109884627,3/23/2021,Diyas Z.,0.91,91,
25052,3.04,0,1.109838499,2/14/2018,Cirstea S.,-1,-100,
32415,2.45,0,1.109828596,8/10/2021,Giorgi C.,-1,-100,
23540,1.76,1,1.109795218,6/20/2017,Giorgi C.,0.76,76,
23495,1.93,1,1.109748219,6/14/2017,Ahn K.,0.93,93,
30088,3.06,0,1.109715803,3/3/2020,Zidansek T.,-1,-100,
24275,1.87,0,1.109674826,9/18/2017,Nara K.,-1,-100,
34974,2.11,0,1.109672107,8/24/2022,Maria T.,-1,-100,
32287,1.63,1,1.109639037,7/16/2021,Zanevska M.,0.63,63,
29459,1.55,1,1.109632837,10/2/2019,Bertens K.,0.55,55,
28176,1.6,1,1.109619586,5/14/2019,Sakkari M.,0.6,60,
31245,1.32,1,1.109549217,3/16/2021,Juvan K.,0.32,32,
35875,1.61,1,1.109488709,2/15/2023,Bencic B.,0.61,61,
27353,2.09,0,1.109414671,1/15/2019,Vikhlyantseva N.,-1,-100,
26534,1.51,1,1.109336104,8/22/2018,Goerges J.,0.51,51,
24052,1.78,1,1.109291628,8/21/2017,Mertens E.,0.78,78,
27136,2.1,0,1.109278446,10/28/2018,Svitolina E.,-1,-100,
27648,1.68,1,1.109267253,3/7/2019,Putintseva Y.,0.68,68,
26905,1.85,0,1.109149619,9/28/2018,Gasparyan M.,-1,-100,
35309,1.85,0,1.109148677,10/3/2022,Tomljanovic A.,-1,-100,
32392,1.76,1,1.109138452,8/7/2021,Konjuh A.,0.76,76,
31106,1.62,1,1.10910391,3/2/2021,Pavlyuchenkova A.,0.62,62,
31708,2.36,0,1.109098355,5/18/2021,Rakhimova K.,-1,-100,
28359,1.74,1,1.109067508,5/30/2019,Osaka N.,0.74,74,
26802,1.89,1,1.108916608,9/20/2018,Petkovic A.,0.89,89,
29727,2.13,0,1.108876505,1/13/2020,Collins D.,-1,-100,
26252,1.77,0,1.108871472,7/17/2018,Schmiedlova A.,-1,-100,
26107,1.5,1,1.108866755,7/2/2018,Jabeur O.,0.5,50,
31774,3.26,0,1.108814543,5/30/2021,Hibino N.,-1,-100,
34265,1.2,1,1.108784877,6/7/2022,Giorgi C.,0.2,20,
33858,1.86,0,1.108742894,4/6/2022,Pigossi L.,-1,-100,
25109,2.07,0,1.108700322,2/21/2018,Martic P.,-1,-100,
31807,2.79,0,1.108676508,5/31/2021,Zidansek T.,-1,-100,
28465,3.46,0,1.108606384,6/17/2019,Gasparyan M.,-1,-100,
23093,2.26,0,1.10858641,5/1/2017,Schiavone F.,-1,-100,
35655,1.77,0,1.108349128,1/17/2023,Martic P.,-1,-100,
35180,1.36,1,1.108282132,9/16/2022,Rybakina E.,0.36,36,
34594,1.78,1,1.10819395,7/11/2022,Potapova A.,0.78,78,
29204,1.66,1,1.108132432,9/11/2019,Kudermetova V.,0.66,66,
34109,1.38,1,1.108040494,5/18/2022,Pliskova Ka.,0.38,38,
33135,1.78,1,1.107955738,1/4/2022,Zvonareva V.,0.78,78,
25483,1.52,1,1.107899278,4/13/2018,Bogdan A.,0.52,52,
23325,1.93,1,1.107886905,5/26/2017,Gavrilova D.,0.93,93,
32210,1.41,1,1.107774805,7/9/2021,Petkovic A.,0.41,41,
24487,1.53,1,1.107734289,10/4/2017,Garcia C.,0.53,53,
24344,1.43,1,1.107619376,9/22/2017,Haddad Maia B.,0.43,43,
33956,1.74,1,1.107549879,4/28/2022,Muchova K.,0.74,74,
34634,2.23,0,1.107487838,7/15/2022,Bondar A.,-1,-100,
22246,2.15,0,1.107431706,1/4/2017,Pliskova Kr.,-1,-100,
26081,1.97,0,1.107402326,6/26/2018,Ostapenko J.,-1,-100,
33247,1.72,1,1.107254517,1/12/2022,Kasatkina D.,0.72,72,
32689,3.52,0,1.107239056,9/7/2021,Fernandez L.A.,-1,-100,
25893,1.42,1,1.107210223,5/31/2018,Rybarikova M.,0.42,42,
26617,1.62,1,1.107094083,8/29/2018,Mladenovic K.,0.62,62,
32316,1.88,1,1.10708459,7/19/2021,Falkowska W.,0.88,88,
23410,2.81,0,1.107081694,5/31/2017,Tsurenko L.,-1,-100,
34920,2.44,0,1.107055684,8/17/2022,Zhang S.,-1,-100,
35917,2.11,1,1.107054103,2/21/2023,Volynets K.,1.11,111,
34316,2.11,1,1.107040452,6/12/2022,Alexandrova E.,1.11,111,
28944,1.75,0,1.106916203,8/12/2019,Sakkari M.,-1,-100,
27146,2.38,0,1.106848096,11/2/2018,Wang Q.,-1,-100,
29091,2.68,0,1.106690359,8/29/2019,Zhang S.,-1,-100,
24535,1.8,1,1.106651491,10/11/2017,Sorribes Tormo S.,0.8,80,
32956,1.58,1,1.106639526,10/13/2021,Kerber A.,0.58,58,
29134,1.44,1,1.106631746,8/31/2019,Townsend T.,0.44,44,
27869,2.59,0,1.106486001,4/3/2019,Townsend T.,-1,-100,
33321,2.59,0,1.106429088,1/18/2022,Kanepi K.,-1,-100,
26080,3.05,0,1.106394639,6/26/2018,Hsieh S.W.,-1,-100,
34706,2.31,0,1.106385333,7/23/2022,Bronzetti L.,-1,-100,
26554,2.4,0,1.106377829,8/27/2018,Arruabarrena L.,-1,-100,
23369,1.79,1,1.106368528,5/29/2017,Jabeur O.,0.79,79,
31237,1.74,1,1.106305109,3/16/2021,Cristian J.,0.74,74,
35964,1.39,1,1.106281311,2/24/2023,Siniakova K.,0.39,39,
33223,1.51,1,1.106266095,1/10/2022,Konjuh A.,0.51,51,
32688,1.69,1,1.106209285,9/7/2021,Sakkari M.,0.69,69,
26440,1.6,1,1.10619466,8/8/2018,Garcia C.,0.6,60,
33356,1.4,1,1.106169021,1/19/2022,Pegula J.,0.4,40,
33471,1.29,1,1.106160676,2/20/2022,Juvan K.,0.29,29,
22936,2.98,0,1.106063561,4/5/2017,Siegemund L.,-1,-100,
25803,3.09,0,1.106027749,5/27/2018,Wang Q.,-1,-100,
28975,2.39,0,1.105970965,8/14/2019,Sakkari M.,-1,-100,
26348,1.59,1,1.105933732,7/29/2018,Danilovic O.,0.59,59,
29147,1.56,1,1.105932671,9/5/2019,Andreescu B.,0.56,56,
23952,2.3,0,1.105847189,8/8/2017,Radwanska A.,-1,-100,
35589,3.33,0,1.105843874,1/11/2023,Blinkova A.,-1,-100,
33495,1.46,1,1.105841008,2/21/2022,Kasatkina D.,0.46,46,
29156,1.87,1,1.105788876,9/9/2019,Jakupovic D.,0.87,87,
30520,1.72,1,1.105788854,9/24/2020,Svitolina E.,0.72,72,
24724,1.39,1,1.105760821,1/2/2018,Sabalenka A.,0.39,39,
28586,1.91,1,1.105707912,7/1/2019,Hsieh S.W.,0.91,91,
35998,3.16,0,1.105648756,2/28/2023,Gracheva V.,-1,-100,
23282,1.99,0,1.105631583,5/22/2017,Brengle M.,-1,-100,
24853,2.52,0,1.105620449,1/15/2018,Linette M.,-1,-100,
26394,1.63,1,1.105588218,8/3/2018,Kuznetsova S.,0.63,63,
25940,2.21,0,1.105568117,6/12/2018,Stollar F.,-1,-100,
28709,1.87,0,1.105549137,7/15/2019,Ferro F.,-1,-100,
31480,1.54,1,1.105358228,4/13/2021,Sharma A.,0.54,54,
26138,1.26,1,1.105286826,7/3/2018,Mertens E.,0.26,26,
28965,2.89,0,1.105267416,8/14/2019,Kuznetsova S.,-1,-100,
32972,2.29,0,1.105205197,10/18/2021,Tomljanovic A.,-1,-100,
25518,2.55,0,1.105135401,4/24/2018,Hercog P.,-1,-100,
32050,3.26,0,1.105125038,6/24/2021,Sorribes Tormo S.,-1,-100,
35328,1.26,1,1.105048882,10/4/2022,Potapova A.,0.26,26,
32346,1.99,0,1.104976281,7/22/2021,Kucova K.,-1,-100,
26886,1.94,1,1.104948898,9/26/2018,Gasparyan M.,0.94,94,
35218,1.83,1,1.104925515,9/21/2022,Blinkova A.,0.83,83,
35097,1.55,1,1.104924607,9/2/2022,Zhang S.,0.55,55,
29282,1.56,1,1.10488815,9/17/2019,Petkovic A.,0.56,56,
23859,2.33,0,1.104877549,7/27/2017,Wang Yaf.,-1,-100,
31618,1.99,0,1.104858155,5/8/2021,Sabalenka A.,-1,-100,
29032,1.58,1,1.10485517,8/26/2019,Zhang S.,0.58,58,
35709,1.44,1,1.104816276,1/19/2023,Alexandrova E.,0.44,44,
24192,1.44,1,1.104808858,9/3/2017,Williams V.,0.44,44,
24696,1.96,0,1.104776446,12/31/2017,Hsieh S.W.,-1,-100,
25243,2.4,0,1.104678864,3/13/2018,Martic P.,-1,-100,
26344,3.03,0,1.104595443,7/28/2018,Potapova A.,-1,-100,
28443,2.59,0,1.104538205,6/14/2019,Brady J.,-1,-100,
29296,1.64,1,1.104530056,9/18/2019,Zhang S.,0.64,64,
32270,1.83,0,1.104460202,7/15/2021,Kalinina A.,-1,-100,
23128,1.3,1,1.10443704,5/3/2017,Schiavone F.,0.3,30,
29648,1.89,0,1.104426503,1/6/2020,Pliskova Kr.,-1,-100,
24025,2.05,1,1.104395697,8/16/2017,Stephens S.,1.05,105,
32053,1.65,1,1.104372486,6/25/2021,Kontaveit A.,0.65,65,
23984,2.2,0,1.104364166,8/10/2017,Garcia C.,-1,-100,
23640,1.48,1,1.104304873,7/3/2017,Vesnina E.,0.48,48,
29130,2.77,0,1.104282694,8/31/2019,Goerges J.,-1,-100,
24886,1.38,1,1.104252114,1/16/2018,Vondrousova M.,0.38,38,
29726,1.65,1,1.104216591,1/13/2020,Bencic B.,0.65,65,
27642,1.54,1,1.104216514,3/7/2019,Alexandrova E.,0.54,54,
33416,2.64,0,1.104200444,2/8/2022,Juvan K.,-1,-100,
32364,2.03,0,1.104152453,7/24/2021,Kucova K.,-1,-100,
27473,1.31,1,1.104108709,1/31/2019,Golubic V.,0.31,31,
30270,1.71,1,1.104036714,8/25/2020,Konta J.,0.71,71,
34532,1.69,1,1.103951299,6/29/2022,Pegula J.,0.69,69,
25826,1.32,1,1.103930306,5/28/2018,Parmentier P.,0.32,32,
29024,2.51,0,1.103814266,8/26/2019,Sasnovich A.,-1,-100,
25422,2.26,0,1.103764606,4/6/2018,Babos T.,-1,-100,
29400,1.36,1,1.103761437,9/25/2019,Martic P.,0.36,36,
28196,2.37,0,1.103750556,5/16/2019,Konta J.,-1,-100,
27066,1.75,1,1.103614651,10/15/2018,Putintseva Y.,0.75,75,
24910,1.63,1,1.103606194,1/17/2018,Rybarikova M.,0.63,63,
30260,2.64,0,1.103533985,8/24/2020,Pegula J.,-1,-100,
25260,1.64,1,1.103498417,3/20/2018,Babos T.,0.64,64,
30716,3.18,0,1.103421853,1/8/2021,Zidansek T.,-1,-100,
32156,1.91,0,1.103345309,7/1/2021,Muchova K.,-1,-100,
32962,2.23,0,1.103257184,10/16/2021,Badosa P.,-1,-100,
35350,3.57,0,1.10325173,10/6/2022,Zidansek T.,-1,-100,
35255,1.76,1,1.103194979,9/26/2022,Davis L.,0.76,76,
24018,1.58,1,1.103130216,8/16/2017,Suarez Navarro C.,0.58,58,
27626,3.05,0,1.103093581,3/1/2019,Wang Yaf.,-1,-100,
29210,1.66,1,1.103082789,9/12/2019,Peng S.,0.66,66,
28823,1.47,1,1.103043061,7/27/2019,Teichmann J.,0.47,47,
34257,1.67,1,1.10300628,6/6/2022,Martincova T.,0.67,67,
33229,1.7,1,1.102963848,1/11/2022,Inglis M.,0.7,70,
28474,2.06,0,1.102949299,6/18/2019,Stosur S.,-1,-100,
29744,1.63,1,1.102944662,1/14/2020,Vondrousova M.,0.63,63,
35277,1.24,1,1.102931088,9/28/2022,Zhang S.,0.24,24,
28360,2.09,1,1.102849242,5/30/2019,Bolsova A.,1.09,109,
24819,2.23,0,1.102838706,1/10/2018,Sabalenka A.,-1,-100,
27971,1.47,1,1.10274328,4/22/2019,Gasparyan M.,0.47,47,
33881,1.38,1,1.102668776,4/8/2022,Jabeur O.,0.38,38,
25003,2.09,0,1.102662337,2/1/2018,Siniakova K.,-1,-100,
34410,2.72,0,1.1026406,6/21/2022,Flipkens K.,-1,-100,
23977,1.77,1,1.102638059,8/10/2017,Wozniacki C.,0.77,77,
34913,1.66,1,1.102588998,8/17/2022,Kvitova P.,0.66,66,
26967,2.4,0,1.1025197,10/5/2018,Wang Q.,-1,-100,
33519,1.47,1,1.102470285,2/23/2022,Wang Q.,0.47,47,
35870,2.05,0,1.102432597,2/14/2023,Ostapenko J.,-1,-100,
30194,1.58,1,1.102425211,8/11/2020,Gauff C.,0.58,58,
22856,2.35,0,1.102373309,3/25/2017,Rogers S.,-1,-100,
22556,2.5,0,1.102332406,2/19/2017,Pliskova Kr.,-1,-100,
22460,1.25,1,1.102300606,1/28/2017,Williams S.,0.25,25,
24224,1.84,1,1.10225371,9/12/2017,Hradecka L.,0.84,84,
24379,2.08,0,1.102202925,9/25/2017,Mertens E.,-1,-100,
34967,1.34,1,1.102156731,8/22/2022,Alexandrova E.,0.34,34,
23868,2.77,0,1.10205692,7/28/2017,Siniakova K.,-1,-100,
30496,1.64,1,1.102009545,9/20/2020,Pliskova Ka.,0.64,64,
30549,2.21,0,1.102007557,9/28/2020,Swiatek I.,-1,-100,
30902,1.66,1,1.102005857,2/8/2021,Babos T.,0.66,66,
32294,3.37,0,1.101995163,7/16/2021,Diyas Z.,-1,-100,
35630,1.89,0,1.101945591,1/16/2023,Baindl K.,-1,-100,
34807,2.31,0,1.101886356,8/4/2022,Samsonova L.,-1,-100,
34642,2.01,0,1.10178834,7/16/2022,Pera B.,-1,-100,
25427,2.57,0,1.101742085,4/6/2018,Goerges J.,-1,-100,
33518,1.37,1,1.101704413,2/22/2022,Pegula J.,0.37,37,
26122,2.61,0,1.101657196,7/2/2018,Vekic D.,-1,-100,
27315,1.3,1,1.101596435,1/14/2019,Sasnovich A.,0.3,30,
23567,1.62,1,1.101521335,6/22/2017,Muguruza G.,0.62,62,
27946,2.15,1,1.101506966,4/11/2019,Osorio Serrano M.C.,1.15,115,
35276,2.19,0,1.101504704,9/27/2022,Sherif M.,-1,-100,
31475,2.94,0,1.101490673,4/13/2021,Mchale C.,-1,-100,
24262,3,0,1.10148638,9/16/2017,Kato M.,-1,-100,
28553,2.83,0,1.101458507,6/25/2019,Stosur S.,-1,-100,
26474,2.27,0,1.101364365,8/14/2018,Martic P.,-1,-100,
34539,1.29,1,1.101273383,6/30/2022,Anisimova A.,0.29,29,
24652,2.49,0,1.101239169,10/21/2017,Goerges J.,-1,-100,
33721,1.81,1,1.101069736,3/23/2022,Galfi D.,0.81,81,
33951,1.7,1,1.101001014,4/28/2022,Alexandrova E.,0.7,70,
25375,1.74,1,1.100951094,4/3/2018,Fett J.,0.74,74,
28445,2.94,0,1.100896801,6/14/2019,Maria T.,-1,-100,
29789,1.5,1,1.100871205,1/20/2020,Martic P.,0.5,50,
35461,1.41,1,1.100843768,10/20/2022,Bouzkova M.,0.41,41,
31435,1.91,0,1.100794845,4/7/2021,Arruabarrena L.,-1,-100,
35085,1.4,1,1.100794482,9/1/2022,Pegula J.,0.4,40,
33268,1.63,1,1.100789476,1/13/2022,Keys M.,0.63,63,
29106,1.4,1,1.100743377,8/29/2019,Osaka N.,0.4,40,
28679,1.26,1,1.100725558,7/5/2019,Yastremska D.,0.26,26,
23895,1.86,1,1.100725253,8/1/2017,Dodin O.,0.86,86,
34218,1.34,1,1.100509099,5/26/2022,Kudermetova V.,0.34,34,
27130,1.75,1,1.100369729,10/25/2018,Pliskova Ka.,0.75,75,
24710,1.6,1,1.100353459,1/1/2018,Wang Yaf.,0.6,60,
33994,2.66,0,1.100326055,5/1/2022,Kalinina A.,-1,-100,
27963,1.68,1,1.100262933,4/12/2019,Hercog P.,0.68,68,
24481,2.24,0,1.10022399,10/3/2017,Cirstea S.,-1,-100,
26491,1.4,1,1.100209522,8/15/2018,Barty A.,0.4,40,
28315,2.86,0,1.100161353,5/28/2019,Krunic A.,-1,-100,
28244,1.25,1,1.100154668,5/22/2019,Pliskova Kr.,0.25,25,
25351,1.65,1,1.100153799,3/30/2018,Ostapenko J.,0.65,65,
29420,1.63,1,1.100130338,9/28/2019,Bencic B.,0.63,63,
25773,1.3,1,1.100042806,5/22/2018,Buzarnescu M.,0.3,30,
23242,1.8,1,1.099984745,5/17/2017,Muguruza G.,0.8,80,
26178,2,1,1.099978685,7/5/2018,Ostapenko J.,1,100,
30697,1.95,0,1.099957554,1/7/2021,Gasanova A.,-1,-100,
27531,2.56,0,1.099892931,2/18/2019,Zhang S.,-1,-100,
28756,2.64,0,1.099831748,7/19/2019,Tig P.M.,-1,-100,
25282,1.43,1,1.099827395,3/21/2018,Niculescu M.,0.43,43,
33639,1.57,1,1.099790151,3/11/2022,Cirstea S.,0.57,57,
35123,1.56,1,1.099735351,9/8/2022,Swiatek I.,0.56,56,
29907,2.01,0,1.099725442,2/10/2020,Potapova A.,-1,-100,
30077,1.5,1,1.099699821,3/2/2020,Wang Yaf.,0.5,50,
35725,1.29,1,1.099692514,1/21/2023,Pliskova Ka.,0.29,29,
29856,1.41,1,1.09965788,1/23/2020,Pavlyuchenkova A.,0.41,41,
26723,2.32,0,1.099653487,9/14/2018,Zhang S.,-1,-100,
26385,1.79,1,1.099622661,8/2/2018,Buzarnescu M.,0.79,79,
32467,1.71,1,1.099611364,8/17/2021,Putintseva Y.,0.71,71,
26910,1.47,1,1.099570427,9/29/2018,Ostapenko J.,0.47,47,
26235,2.22,0,1.099565251,7/17/2018,Perrin C.,-1,-100,
23005,1.68,1,1.099423485,4/12/2017,Pliskova Kr.,0.68,68,
36081,2.49,0,1.099421401,3/10/2023,Tsurenko L.,-1,-100,
25500,2.64,0,1.099304254,4/15/2018,Schmiedlova A.,-1,-100,
35065,1.54,1,1.099270234,8/31/2022,Riske A.,0.54,54,
23932,3.24,0,1.09925552,8/5/2017,Bellis C.,-1,-100,
33303,2.97,0,1.099243608,1/17/2022,Pera B.,-1,-100,
35750,1.6,1,1.099233123,1/30/2023,Zidansek T.,0.6,60,
33134,1.74,1,1.099210892,1/4/2022,Kanepi K.,0.74,74,
34309,1.32,1,1.09904526,6/10/2022,Alexandrova E.,0.32,32,
30483,1.85,1,1.09901662,9/18/2020,Muguruza G.,0.85,85,
25699,1.65,1,1.098956536,5/15/2018,Sevastova A.,0.65,65,
33082,2.2,0,1.098950346,10/31/2021,Vekic D.,-1,-100,
27340,2.11,1,1.098946323,1/15/2019,Pliskova Kr.,1.11,111,
30696,1.46,1,1.098927301,1/7/2021,Svitolina E.,0.46,46,
26873,2.12,1,1.098912088,9/25/2018,Pavlyuchenkova A.,1.12,112,
31632,1.64,1,1.098885397,5/11/2021,Kerber A.,0.64,64,
35028,3.09,0,1.098876876,8/30/2022,Kalinina A.,-1,-100,
27851,2.31,0,1.098718509,4/2/2019,Martic P.,-1,-100,
22286,1.84,1,1.098588938,1/9/2017,Vandeweghe C.,0.84,84,
34308,1.5,1,1.098467908,6/10/2022,Rogers S.,0.5,50,
28582,4.36,0,1.098441343,7/1/2019,Gauff C.,-1,-100,
24485,2.28,0,1.098436694,10/4/2017,Kasatkina D.,-1,-100,
31412,1.5,1,1.098326159,4/6/2021,Rus A.,0.5,50,
27979,2.19,0,1.098263343,4/23/2019,Kudermetova V.,-1,-100,
33021,1.65,1,1.098150146,10/24/2021,Li A.,0.65,65,
32823,1.47,1,1.098123389,9/28/2021,Mertens E.,0.47,47,
27964,1.72,1,1.098110239,4/13/2019,Hercog P.,0.72,72,
30755,2.57,0,1.098105022,1/31/2021,Kovinic D.,-1,-100,
26485,1.98,0,1.098065674,8/14/2018,Cornet A.,-1,-100,
27388,1.64,1,1.097889569,1/17/2019,Williams V.,0.64,64,
33722,1.33,1,1.097867179,3/23/2022,Golubic V.,0.33,33,
29986,1.7,0,1.097806396,2/21/2020,Rybakina E.,-1,-100,
31805,1.82,1,1.09777896,5/31/2021,Cirstea S.,0.82,82,
23555,1.58,1,1.097772945,6/21/2017,Safarova L.,0.58,58,
25159,1.56,1,1.097763659,3/2/2018,Gavrilova D.,0.56,56,
25346,2.54,0,1.097755201,3/27/2018,Collins D.,-1,-100,
25054,1.41,1,1.097755,2/14/2018,Svitolina E.,0.41,41,
22984,1.51,1,1.097753218,4/11/2017,Linette M.,0.51,51,
23945,1.88,1,1.097744083,8/7/2017,Osaka N.,0.88,88,
23308,1.25,1,1.097684343,5/24/2017,Gavrilova D.,0.25,25,
31307,1.68,1,1.097659969,3/24/2021,Sevastova A.,0.68,68,
33145,1.54,1,1.097574956,1/4/2022,Sorribes Tormo S.,0.54,54,
26958,1.47,1,1.097538283,10/4/2018,Sabalenka A.,0.47,47,
22292,1.7,1,1.097473749,1/9/2017,Pavlyuchenkova A.,0.7,70,
29505,1.91,1,1.097465586,10/9/2019,Wang Yaf.,0.91,91,
35537,2.88,0,1.097388718,1/5/2023,Begu I.,-1,-100,
24354,2.61,0,1.097351424,9/24/2017,Tsurenko L.,-1,-100,
29033,1.85,1,1.097293912,8/26/2019,Siegemund L.,0.85,85,
33409,1.46,1,1.097240824,2/7/2022,Kvitova P.,0.46,46,
25896,1.3,1,1.097184413,5/31/2018,Sharapova M.,0.3,30,
35991,3.33,0,1.097034558,2/28/2023,Rakhimova K.,-1,-100,
35458,2.57,0,1.097033091,10/19/2022,Kalinskaya A.,-1,-100,
26754,1.73,1,1.097030782,9/18/2018,Tomljanovic A.,0.73,73,
35637,1.95,0,1.097004157,1/16/2023,Kostyuk M.,-1,-100,
35545,2.66,0,1.096989772,1/6/2023,Noskova L.,-1,-100,
27433,2.07,1,1.096989422,1/28/2019,Linette M.,1.07,107,
32435,1.6,1,1.096979223,8/12/2021,Pliskova Ka.,0.6,60,
26953,1.44,1,1.096931366,10/3/2018,Pliskova Ka.,0.44,44,
30469,1.98,1,1.09688667,9/16/2020,Blinkova A.,0.98,98,
23165,2.33,0,1.096883924,5/7/2017,Dodin O.,-1,-100,
34240,2.8,0,1.096877292,5/29/2022,Stephens S.,-1,-100,
28658,4.13,0,1.096831399,7/4/2019,Linette M.,-1,-100,
25321,1.75,1,1.096816277,3/24/2018,Stephens S.,0.75,75,
32966,2.27,0,1.096725422,10/18/2021,Cristian J.,-1,-100,
36005,2.04,1,1.096724343,3/1/2023,Bonaventure Y.,1.04,104,
28258,2.06,0,1.096706731,5/23/2019,Zidansek T.,-1,-100,
27041,2.38,0,1.096664818,10/11/2018,Mladenovic K.,-1,-100,
29334,1.47,1,1.096661983,9/22/2019,Osaka N.,0.47,47,
31960,3.92,0,1.096615794,6/15/2021,Tomljanovic A.,-1,-100,
33271,2.42,1,1.096590952,1/14/2022,Krejcikova B.,1.42,142,
24121,1.95,0,1.096561739,8/30/2017,Safarova L.,-1,-100,
36076,1.55,1,1.09642024,3/10/2023,Pliskova Ka.,0.55,55,
26956,1.61,1,1.09639805,10/3/2018,Sevastova A.,0.61,61,
24596,2.91,0,1.096388299,10/16/2017,Sasnovich A.,-1,-100,
29529,2.35,0,1.096298819,10/11/2019,Jabeur O.,-1,-100,
34337,2.22,0,1.096285784,6/14/2022,Haddad Maia B.,-1,-100,
30106,1.35,1,1.096236638,3/4/2020,Peterson R.,0.35,35,
24938,1.79,1,1.09623248,1/19/2018,Rybarikova M.,0.79,79,
32322,1.92,1,1.096218066,7/20/2021,Zhang S.,0.92,92,
28344,1.63,1,1.096132595,5/29/2019,Kudermetova V.,0.63,63,
30811,1.34,1,1.096079211,2/2/2021,Kenin S.,0.34,34,
25008,2.37,0,1.096052103,2/2/2018,Mladenovic K.,-1,-100,
23541,1.45,1,1.096047913,6/20/2017,Konta J.,0.45,45,
28186,1.77,1,1.095977971,5/16/2019,Konta J.,0.77,77,
26317,2.3,1,1.095961149,7/24/2018,Bara I.,1.3,130,
31390,2.76,0,1.095959646,4/5/2021,Bolsova A.,-1,-100,
34441,1.35,1,1.095901737,6/22/2022,Anisimova A.,0.35,35,
25711,1.41,1,1.09569944,5/16/2018,Wozniacki C.,0.41,41,
35254,1.3,1,1.095650732,9/26/2022,Muchova K.,0.3,30,
32988,3.66,0,1.095611735,10/19/2021,Petkovic A.,-1,-100,
34325,1.35,1,1.095578435,6/13/2022,Kasatkina D.,0.35,35,
28870,3.07,0,1.095510623,8/2/2019,Mcnally C.,-1,-100,
35833,1.87,1,1.095473371,2/8/2023,Tauson C.,0.87,87,
27310,1.93,0,1.095471109,1/14/2019,Bencic B.,-1,-100,
35610,1.83,1,1.095445063,1/13/2023,Davis L.,0.83,83,
26718,1.91,0,1.095428244,9/13/2018,Schmiedlova A.,-1,-100,
30751,1.88,0,1.095420897,1/31/2021,Petkovic A.,-1,-100,
25437,2.55,0,1.095407562,4/8/2018,Bertens K.,-1,-100,
22334,1.48,1,1.095292299,1/16/2017,Sevastova A.,0.48,48,
22484,1.93,0,1.095263862,1/31/2017,Mladenovic K.,-1,-100,
22233,2.13,0,1.095261986,1/3/2017,Broady N.,-1,-100,
27932,1.88,0,1.094984734,4/9/2019,Errani S.,-1,-100,
32886,1.7,1,1.094889624,10/7/2021,Cornet A.,0.7,70,
22848,3.32,0,1.094858062,3/25/2017,Lucic-Baroni M.,-1,-100,
