match,PSW,win0,confidence0,date,winner,,,correct pred?
33716,1.65,1,1.011857554,3/22/2022,Kanepi K.,0.65,65,
31030,1.73,1,1.011849601,2/15/2021,Peterson R.,0.73,73,
30128,1.76,1,1.011838352,3/6/2020,Bouzkova M.,0.76,76,
33054,1.3,1,1.011825295,10/27/2021,Samsonova L.,0.3,30,
32128,1.3,1,1.011816185,6/30/2021,Pavlyuchenkova A.,0.3,30,
33844,2.21,0,1.011787,4/6/2022,Alexandrova E.,-1,-100,
30946,1.31,1,1.011780313,2/10/2021,Swiatek I.,0.31,31,
25908,1.56,1,1.011754185,6/2/2018,Stephens S.,0.56,56,
24054,2.37,0,1.011736728,8/21/2017,Flipkens K.,-1,-100,
27449,1.55,1,1.011705903,1/29/2019,Zheng S.,0.55,55,
25985,3.36,0,1.01169279,6/16/2018,Krunic A.,-1,-100,
24183,1.83,0,1.011671616,9/2/2017,Brady J.,-1,-100,
26665,1.63,1,1.011656089,9/3/2018,Tsurenko L.,0.63,63,
30802,2.74,0,1.011655519,2/2/2021,Mattek-Sands B.,-1,-100,
29689,4.9,0,1.011645851,1/9/2020,Brady J.,-1,-100,
31597,2.54,0,1.011632283,5/2/2021,Pegula J.,-1,-100,
33055,1.17,1,1.011615168,10/27/2021,Kontaveit A.,0.17,17,
28779,1.62,1,1.011606477,7/23/2019,Teichmann J.,0.62,62,
23206,1.35,1,1.01156512,5/10/2017,Kuznetsova S.,0.35,35,
23075,1.65,1,1.011549551,4/27/2017,Suarez Navarro C.,0.65,65,
27046,1.6,1,1.011509069,10/12/2018,Petkovic A.,0.6,60,
23669,1.36,1,1.01150271,7/4/2017,Kuznetsova S.,0.36,36,
23087,3.28,0,1.01149435,4/29/2017,Siegemund L.,-1,-100,
27520,1.32,1,1.011371768,2/17/2019,Cornet A.,0.32,32,
31514,1.2,1,1.011368568,4/20/2021,Mertens E.,0.2,20,
33572,1.41,1,1.011355742,3/1/2022,Van Uytvanck A.,0.41,41,
32795,3.34,0,1.011314227,9/27/2021,Hontama M.,-1,-100,
26101,1.38,1,1.011288562,7/2/2018,Mladenovic K.,0.38,38,
28531,2.7,0,1.011281707,6/23/2019,Kenin S.,-1,-100,
32756,1.27,1,1.011278478,9/20/2021,Sorribes Tormo S.,0.27,27,
23625,2.76,0,1.011270621,6/29/2017,Davis L.,-1,-100,
28805,2.1,0,1.011264415,7/25/2019,Pera B.,-1,-100,
25970,1.23,1,1.011249193,6/14/2018,Konta J.,0.23,23,
30690,1.67,1,1.011247457,1/6/2021,Jabeur O.,0.67,67,
22711,1.35,1,1.011242806,3/9/2017,Goerges J.,0.35,35,
23947,1.56,1,1.011241506,8/7/2017,Kasatkina D.,0.56,56,
31251,1.31,1,1.011206979,3/16/2021,Fernandez L.A.,0.31,31,
23227,2.31,0,1.011169778,5/15/2017,Strycova B.,-1,-100,
34703,1.59,1,1.011166246,7/22/2022,Sorribes Tormo S.,0.59,59,
31542,2.59,0,1.01116385,4/23/2021,Svitolina E.,-1,-100,
31398,1.33,1,1.011158748,4/5/2021,Doi M.,0.33,33,
33514,1.6,1,1.011129556,2/22/2022,Jabeur O.,0.6,60,
27392,1.29,1,1.011106116,1/17/2019,Mertens E.,0.29,29,
34562,2.4,0,1.011052253,7/2/2022,Badosa P.,-1,-100,
23155,1.63,1,1.011023148,5/6/2017,Bertens K.,0.63,63,
28120,2.28,0,1.01101673,5/5/2019,Kuzmova V.,-1,-100,
24441,1.32,1,1.010979288,9/30/2017,Pavlyuchenkova A.,0.32,32,
26964,1.28,1,1.010959516,10/5/2018,Osaka N.,0.28,28,
26016,1.34,1,1.010903208,6/19/2018,Strycova B.,0.34,34,
23544,1.41,1,1.010864069,6/20/2017,Vandeweghe C.,0.41,41,
34365,2.32,0,1.010846976,6/17/2022,Zhang S.,-1,-100,
23828,1.48,1,1.010838882,7/24/2017,Errani S.,0.48,48,
22237,2.82,0,1.010815003,1/4/2017,Davis L.,-1,-100,
26142,1.12,1,1.010814161,7/3/2018,Kasatkina D.,0.12,12,
35233,1.49,1,1.010806176,9/23/2022,Samsonova L.,0.49,49,
34977,1.27,1,1.010766576,8/24/2022,Kasatkina D.,0.27,27,
35259,2.4,0,1.010732042,9/27/2022,Li A.,-1,-100,
28955,1.57,1,1.010720131,8/13/2019,Brady J.,0.57,57,
34214,1.53,1,1.010673248,5/26/2022,Keys M.,0.53,53,
28260,1.31,1,1.010671748,5/23/2019,Yastremska D.,0.31,31,
27294,1.59,1,1.010651333,1/10/2019,Kenin S.,0.59,59,
22736,1.54,1,1.010645301,3/11/2017,Williams V.,0.54,54,
29969,2.41,0,1.010557923,2/18/2020,Brady J.,-1,-100,
23860,3.4,0,1.010547922,7/27/2017,Lu J.J,-1,-100,
23821,1.19,1,1.010527959,7/24/2017,Peng S.,0.19,19,
30093,1.41,1,1.010492865,3/3/2020,Rus A.,0.41,41,
24582,1.64,1,1.010481694,10/13/2017,Pavlyuchenkova A.,0.64,64,
33097,1.26,1,1.010473441,11/9/2021,Halep S.,0.26,26,
26783,1.21,1,1.010410855,9/19/2018,Bertens K.,0.21,21,
33318,1.31,1,1.010399867,1/18/2022,Sabalenka A.,0.31,31,
31568,3.61,0,1.010385859,4/29/2021,Teichmann J.,-1,-100,
28625,2.18,1,1.010364805,7/2/2019,Siegemund L.,1.18,118,
28227,1.28,1,1.01033287,5/21/2019,Petkovic A.,0.28,28,
28067,1.22,1,1.010329412,5/1/2019,Mertens E.,0.22,22,
27336,1.1,1,1.010326122,1/15/2019,Suarez Navarro C.,0.1,10,
33299,3.58,0,1.010325146,1/17/2022,Tan H.,-1,-100,
24220,1.35,1,1.010313364,9/12/2017,Dodin O.,0.35,35,
26528,1.48,1,1.010306239,8/20/2018,Sasnovich A.,0.48,48,
34516,1.18,1,1.010296313,6/28/2022,Zhang S.,0.18,18,
35021,1.17,1,1.010279597,8/29/2022,Andreescu B.,0.17,17,
24259,1.14,1,1.010209751,9/15/2017,Safarova L.,0.14,14,
34759,1.4,1,1.010162401,7/29/2022,Noskova L.,0.4,40,
23847,4.06,0,1.010137405,7/25/2017,Tomova V.,-1,-100,
30904,1.61,1,1.010135388,2/9/2021,Gavrilova D.,0.61,61,
34748,1.7,1,1.010122648,7/28/2022,Garcia C.,0.7,70,
34448,1.21,1,1.010113096,6/23/2022,Giorgi C.,0.21,21,
35133,1.13,1,1.010086114,9/12/2022,Fruhvirtova L.,0.13,13,
31182,1.31,1,1.010072111,3/9/2021,Pliskova Ka.,0.31,31,
28800,1.22,1,1.010072085,7/24/2019,Teichmann J.,0.22,22,
27665,1.88,1,1.010060984,3/8/2019,Konta J.,0.88,88,
34928,1.35,1,1.010046445,8/18/2022,Rybakina E.,0.35,35,
34533,1.37,1,1.010042084,6/29/2022,Pliskova Ka.,0.37,37,
31639,2.59,0,1.010039992,5/11/2021,Podoroska N.,-1,-100,
30709,2.24,0,1.010005167,1/7/2021,Bondarenko K.,-1,-100,
28969,1.17,1,1.010000846,8/14/2019,Pliskova Ka.,0.17,17,
30341,1.38,1,1.00999394,9/2/2020,Stephens S.,0.38,38,
24999,1.28,1,1.009956687,2/1/2018,Babos T.,0.28,28,
27640,3.03,0,1.009954661,3/6/2019,Linette M.,-1,-100,
34224,1.95,0,1.009953857,5/27/2022,Teichmann J.,-1,-100,
26131,3.22,0,1.009941013,7/3/2018,Vickery S.,-1,-100,
28619,1.54,1,1.009895785,7/2/2019,Zidansek T.,0.54,54,
28290,1.81,1,1.009892675,5/27/2019,Bolsova A.,0.81,81,
33769,3.44,0,1.009876301,3/25/2022,Begu I.,-1,-100,
22222,1.76,1,1.009859449,1/3/2017,Muguruza G.,0.76,76,
23739,1.43,1,1.009846669,7/8/2017,Rybarikova M.,0.43,43,
26194,1.19,1,1.009840399,7/5/2018,Mertens E.,0.19,19,
27277,2.26,0,1.009835578,1/9/2019,Putintseva Y.,-1,-100,
26062,1.72,1,1.009831968,6/25/2018,Mladenovic K.,0.72,72,
35805,1.56,1,1.009806007,2/6/2023,Kontaveit A.,0.56,56,
33655,1.43,1,1.009795367,3/11/2022,Juvan K.,0.43,43,
22872,1.14,1,1.009784126,3/27/2017,Kerber A.,0.14,14,
26608,1.36,1,1.009731014,8/29/2018,Wang Q.,0.36,36,
34203,1.25,1,1.009695988,5/25/2022,Kerber A.,0.25,25,
35611,1.73,1,1.009669903,1/13/2023,Bencic B.,0.73,73,
31496,2.35,0,1.009641329,4/17/2021,Sharma A.,-1,-100,
23901,1.26,1,1.009583055,8/1/2017,Vandeweghe C.,0.26,26,
28297,1.15,1,1.009552818,5/27/2019,Diyas Z.,0.15,15,
27338,1.53,1,1.009546776,1/15/2019,Williams V.,0.53,53,
32616,1.18,1,1.009536159,8/31/2021,Paolini J.,0.18,18,
23759,3.54,0,1.009522914,7/17/2017,Sakkari M.,-1,-100,
35083,2.49,0,1.009514318,9/1/2022,Niemeier J.,-1,-100,
27464,1.45,1,1.009501637,1/30/2019,Yastremska D.,0.45,45,
33188,1.19,1,1.009477513,1/6/2022,Osaka N.,0.19,19,
27145,1.59,1,1.00947172,11/1/2018,Sevastova A.,0.59,59,
33290,1.23,1,1.009456641,1/17/2022,Badosa P.,0.23,23,
30923,1.4,1,1.009455776,2/9/2021,Bencic B.,0.4,40,
34896,1.35,1,1.009431925,8/16/2022,Rogers S.,0.35,35,
24446,1.74,1,1.009366802,9/30/2017,Gavrilova D.,0.74,74,
24313,2.95,0,1.009359899,9/20/2017,Wickmayer Y.,-1,-100,
26643,1.45,1,1.009338945,8/31/2018,Mertens E.,0.45,45,
32002,1.32,1,1.009334066,6/20/2021,Siniakova K.,0.32,32,
35921,1.43,1,1.009331925,2/21/2023,Wang Xin.,0.43,43,
25471,2.53,0,1.009327573,4/12/2018,Seguel D.,-1,-100,
27021,2.2,0,1.009266466,10/10/2018,Yastremska D.,-1,-100,
23550,1.19,1,1.009265343,6/20/2017,Kvitova P.,0.19,19,
27278,1.38,1,1.009231726,1/9/2019,Kvitova P.,0.38,38,
26347,2.21,0,1.009229001,7/28/2018,Danilovic O.,-1,-100,
30621,1.38,1,1.009217825,10/2/2020,Svitolina E.,0.38,38,
32556,2.9,0,1.009203447,8/26/2021,Linette M.,-1,-100,
33580,1.36,1,1.009172668,3/2/2022,Svitolina E.,0.36,36,
28711,1.23,1,1.009167816,7/15/2019,Kuzmova V.,0.23,23,
28010,1.88,0,1.009156453,4/25/2019,Mladenovic K.,-1,-100,
28199,2.2,0,1.009152591,5/16/2019,Mladenovic K.,-1,-100,
35428,1.21,1,1.009116612,10/17/2022,Andreescu B.,0.21,21,
24248,1.37,1,1.009071364,9/14/2017,Putintseva Y.,0.37,37,
24779,3.09,0,1.009002247,1/7/2018,Putintseva Y.,-1,-100,
30268,1.61,1,1.008994268,8/25/2020,Azarenka V.,0.61,61,
34437,2.31,0,1.00899126,6/22/2022,Lisicki S.,-1,-100,
33325,1.17,1,1.008976882,1/18/2022,Vondrousova M.,0.17,17,
24988,1.25,1,1.008965777,1/31/2018,Putintseva Y.,0.25,25,
29877,1.25,1,1.008872475,1/24/2020,Barty A.,0.25,25,
28125,2.55,0,1.008867066,5/6/2019,Kuzmova V.,-1,-100,
27116,2.45,0,1.00885503,10/19/2018,Bencic B.,-1,-100,
33261,1.43,1,1.008795044,1/12/2022,Keys M.,0.43,43,
26845,1.47,1,1.008772594,9/24/2018,Sabalenka A.,0.47,47,
28411,7.29,0,1.008764553,6/11/2019,Aiava D.,-1,-100,
28149,2.21,1,1.008762121,5/9/2019,Bertens K.,1.21,121,
28696,3.07,0,1.008743209,7/9/2019,Strycova B.,-1,-100,
31963,1.3,1,1.008726628,6/15/2021,Kostyuk M.,0.3,30,
33731,3.65,0,1.008697521,3/23/2022,Zhang S.,-1,-100,
33810,1.09,1,1.008691079,4/4/2022,Paolini J.,0.09,9,
32344,1.56,1,1.008656141,7/21/2021,Dodin O.,0.56,56,
22909,1.38,1,1.008643082,4/4/2017,Mattek-Sands B.,0.38,38,
31316,2.48,0,1.008629576,3/24/2021,Zheng S.,-1,-100,
24478,1.41,1,1.008582432,10/3/2017,Halep S.,0.41,41,
24970,1.41,1,1.008579252,1/29/2018,Siniakova K.,0.41,41,
34590,1.13,1,1.008575958,7/11/2022,Sasnovich A.,0.13,13,
29302,1.54,1,1.008536292,9/19/2019,Muchova K.,0.54,54,
31901,1.55,1,1.008519902,6/7/2021,Sakkari M.,0.55,55,
25077,1.47,1,1.008512447,2/19/2018,Van Uytvanck A.,0.47,47,
29109,1.11,1,1.008502663,8/29/2019,Kenin S.,0.11,11,
33198,3,0,1.008475974,1/7/2022,Sasnovich A.,-1,-100,
22213,3.27,0,1.008469921,1/2/2017,Stojanovic N.,-1,-100,
31977,3.2,0,1.008461154,6/17/2021,Samsonova L.,-1,-100,
22890,1.65,1,1.008445586,4/3/2017,Riske A.,0.65,65,
29643,3.49,0,1.00842336,1/6/2020,Zidansek T.,-1,-100,
31284,2.11,0,1.008409308,3/21/2021,Fernandez L.A.,-1,-100,
29641,2.19,0,1.008401789,1/6/2020,Rogers S.,-1,-100,
30960,1.23,1,1.008328448,2/11/2021,Kontaveit A.,0.23,23,
36074,1.51,1,1.008315381,3/10/2023,Peterson R.,0.51,51,
26651,4.55,0,1.008311571,9/1/2018,Vondrousova M.,-1,-100,
22795,3.94,0,1.008286263,3/21/2017,Minella M.,-1,-100,
33744,1.75,1,1.008259071,3/24/2022,Bronzetti L.,0.75,75,
34861,1.71,1,1.008246535,8/10/2022,Gauff C.,0.71,71,
33531,1.19,1,1.008222274,2/23/2022,Muguruza G.,0.19,19,
34945,1.35,1,1.008212148,8/22/2022,Parry D.,0.35,35,
32649,1.09,1,1.008194474,9/2/2021,Pegula J.,0.09,9,
28963,1.36,1,1.008188097,8/14/2019,Kenin S.,0.36,36,
29742,1.36,1,1.008182284,1/14/2020,Goerges J.,0.36,36,
34048,1.21,1,1.008173086,5/11/2022,Rybakina E.,0.21,21,
32580,1.35,1,1.008153706,8/30/2021,Osorio M.,0.35,35,
30173,1.3,1,1.008139638,8/11/2020,Mertens E.,0.3,30,
24909,1.66,1,1.008131811,1/17/2018,Kostyuk M.,0.66,66,
29115,1.23,1,1.008131265,8/29/2019,Sakkari M.,0.23,23,
22493,1.43,1,1.008119913,2/1/2017,Halep S.,0.43,43,
23244,1.43,1,1.008098884,5/17/2017,Williams V.,0.43,43,
32501,2.56,0,1.008069495,8/20/2021,Badosa P.,-1,-100,
35957,1.73,1,1.008039409,2/23/2023,Gauff C.,0.73,73,
26939,1.52,1,1.008007452,10/1/2018,Suarez Navarro C.,0.52,52,
33215,1.31,1,1.007993399,1/9/2022,Halep S.,0.31,31,
32080,1.53,1,1.00795913,6/29/2021,Petkovic A.,0.53,53,
31756,1.56,1,1.007932914,5/26/2021,Alexandrova E.,0.56,56,
35596,1.35,1,1.007929849,1/11/2023,Bencic B.,0.35,35,
28283,1.43,1,1.007894832,5/26/2019,Siegemund L.,0.43,43,
29796,1.43,1,1.007837469,1/21/2020,Giorgi C.,0.43,43,
24116,1.28,1,1.007826516,8/30/2017,Radwanska A.,0.28,28,
28331,1.27,1,1.007823723,5/28/2019,Garcia C.,0.27,27,
34479,4.2,0,1.007813205,6/27/2022,Parry D.,-1,-100,
26292,1.52,1,1.00780739,7/23/2018,Hozumi E.,0.52,52,
23459,2.6,0,1.007802795,6/12/2017,Linette M.,-1,-100,
30429,2.36,0,1.007772533,9/10/2020,Martincova T.,-1,-100,
32758,1.88,1,1.007752952,9/20/2021,Potapova A.,0.88,88,
23740,1.15,1,1.007747412,7/8/2017,Kuznetsova S.,0.15,15,
26822,1.4,1,1.007732308,9/22/2018,Osaka N.,0.4,40,
29881,2.34,0,1.007709074,1/25/2020,Swiatek I.,-1,-100,
25934,1.23,1,1.007698934,6/11/2018,Osaka N.,0.23,23,
33847,1.17,1,1.007663028,4/6/2022,Pliskova Ka.,0.17,17,
29384,1.42,1,1.007652418,9/24/2019,Pliskova Kr.,0.42,42,
29020,3.21,0,1.007648325,8/22/2019,Linette M.,-1,-100,
31990,1.38,1,1.007634733,6/19/2021,Bencic B.,0.38,38,
24818,1.61,1,1.007631074,1/10/2018,Riske A.,0.61,61,
33123,2.16,1,1.007584552,11/16/2021,Muguruza G.,1.16,116,
29105,1.34,1,1.007503612,8/29/2019,Wang Q.,0.34,34,
32816,2.6,0,1.007502161,9/28/2021,Dart H.,-1,-100,
33072,1.52,1,1.007472525,10/29/2021,Vekic D.,0.52,52,
34159,1.75,1,1.007438388,5/23/2022,Kvitova P.,0.75,75,
28941,2.52,0,1.007432419,8/12/2019,Peterson R.,-1,-100,
33498,1.36,1,1.007416627,2/22/2022,Kasatkina D.,0.36,36,
33491,1.88,1,1.007415078,2/21/2022,Golubic V.,0.88,88,
35015,1.14,1,1.007389583,8/29/2022,Haddad Maia B.,0.14,14,
24429,1.22,1,1.007383079,9/28/2017,Babos T.,0.22,22,
28221,1.2,1,1.007379924,5/20/2019,Siegemund L.,0.2,20,
35626,1.08,1,1.007379136,1/16/2023,Swiatek I.,0.08,8,
24882,1.37,1,1.007378948,1/16/2018,Sevastova A.,0.37,37,
23508,1.53,1,1.00737356,6/16/2017,Konjuh A.,0.53,53,
31838,2.7,0,1.007357193,6/2/2021,Siniakova K.,-1,-100,
27288,2.68,0,1.00734172,1/9/2019,Schmiedlova A.,-1,-100,
35150,5.29,0,1.007334013,9/13/2022,Gasanova A.,-1,-100,
33980,1.44,1,1.00731845,4/30/2022,Gauff C.,0.44,44,
33253,1.27,1,1.007306782,1/12/2022,Krejcikova B.,0.27,27,
22313,2.73,0,1.007291711,1/10/2017,Bouchard E.,-1,-100,
28285,2.33,0,1.007243177,5/27/2019,Peterson R.,-1,-100,
35078,1.46,1,1.007238457,9/1/2022,Sabalenka A.,0.46,46,
34014,1.74,1,1.007210579,5/9/2022,Fernandez L.A.,0.74,74,
29468,1.44,1,1.007196093,10/4/2019,Wozniacki C.,0.44,44,
26628,1.53,1,1.007187652,8/30/2018,Garcia C.,0.53,53,
27615,4.44,0,1.007157309,2/27/2019,Haddad Maia B.,-1,-100,
27053,6.04,0,1.007148267,10/12/2018,Bacsinszky T.,-1,-100,
22289,1.31,1,1.007121936,1/9/2017,Cibulkova D.,0.31,31,
25477,1.71,1,1.007107098,4/13/2018,Giorgi C.,0.71,71,
26782,1.38,1,1.007104181,9/19/2018,Sakkari M.,0.38,38,
24985,3.74,0,1.007090443,1/30/2018,Zvonareva V.,-1,-100,
35092,1.13,1,1.007028969,9/1/2022,Tomljanovic A.,0.13,13,
32588,2.77,0,1.007014338,8/30/2021,Kanepi K.,-1,-100,
24631,1.61,1,1.007003478,10/18/2017,Witthoeft C.,0.61,61,
35283,1.42,1,1.00700246,9/28/2022,Bogdan A.,0.42,42,
24325,1.58,1,1.006970186,9/20/2017,Sorribes Tormo S.,0.58,58,
34794,5.74,0,1.006969469,8/3/2022,Kalinskaya A.,-1,-100,
22920,1.33,1,1.00695904,4/4/2017,Errani S.,0.33,33,
31989,3.87,0,1.006939634,6/19/2021,Samsonova L.,-1,-100,
25596,3.6,0,1.006907288,5/2/2018,Badosa Gibert P.,-1,-100,
29199,3.63,0,1.006897274,9/11/2019,Hibino N.,-1,-100,
25992,3.14,0,1.006890045,6/18/2018,Arruabarrena L.,-1,-100,
30086,1.87,1,1.006877151,3/2/2020,Garcia C.,0.87,87,
34044,1.4,1,1.006865025,5/11/2022,Azarenka V.,0.4,40,
33308,1.28,1,1.006863534,1/17/2022,Sorribes Tormo S.,0.28,28,
22263,2.83,0,1.006843418,1/5/2017,Cornet A.,-1,-100,
27442,1.89,1,1.006840602,1/29/2019,Azarenka V.,0.89,89,
33305,1.17,1,1.006774245,1/17/2022,Kostyuk M.,0.17,17,
24643,1.25,1,1.006746271,10/19/2017,Kasatkina D.,0.25,25,
35326,2.15,0,1.006703839,10/4/2022,Dart H.,-1,-100,
29621,1.55,1,1.006656999,11/2/2019,Svitolina E.,0.55,55,
24199,2.46,0,1.006654617,9/6/2017,Williams V.,-1,-100,
32054,2.14,0,1.006645128,6/25/2021,Kerber A.,-1,-100,
28940,1.64,1,1.006644299,8/12/2019,Sabalenka A.,0.64,64,
33772,3.07,0,1.00661764,3/26/2022,Bronzetti L.,-1,-100,
35501,3.4,0,1.006597238,1/2/2023,Williams V.,-1,-100,
24285,2.4,0,1.006580737,9/19/2017,Allertova D.,-1,-100,
24232,1.49,1,1.006505954,9/13/2017,Mchale C.,0.49,49,
26931,2.36,0,1.006496016,10/1/2018,Sevastova A.,-1,-100,
29323,1.52,1,1.006474775,9/21/2019,Mertens E.,0.52,52,
35654,1.05,1,1.006466943,1/17/2023,Bencic B.,0.05,5,
28764,2.44,0,1.0064595,7/21/2019,Ferro F.,-1,-100,
25306,4.97,0,1.006426187,3/23/2018,Kenin S.,-1,-100,
31295,1.91,1,1.006404284,3/23/2021,Linette M.,0.91,91,
24936,1.55,1,1.006396527,1/19/2018,Mertens E.,0.55,55,
30961,2.53,0,1.00637729,2/11/2021,Vekic D.,-1,-100,
32048,1.52,1,1.006376922,6/24/2021,Rybakina E.,0.52,52,
26056,4.35,0,1.006358255,6/24/2018,Maria T.,-1,-100,
30873,4.01,0,1.006358016,2/7/2021,Li A.,-1,-100,
35645,1.71,1,1.006353997,1/16/2023,Muchova K.,0.71,71,
32611,1.32,1,1.006326218,8/31/2021,Badosa P.,0.32,32,
26992,2.8,0,1.00629963,10/9/2018,Babos T.,-1,-100,
35228,1.12,1,1.006272917,9/22/2022,Samsonova L.,0.12,12,
24538,1.22,1,1.006255737,10/11/2017,Sabalenka A.,0.22,22,
23421,1.66,1,1.006200542,6/1/2017,Vesnina E.,0.66,66,
28235,1.19,1,1.006179047,5/22/2019,Garcia C.,0.19,19,
30390,1.3,1,1.006135617,9/5/2020,Kvitova P.,0.3,30,
30200,1.41,1,1.006113792,8/12/2020,Bouzkova M.,0.41,41,
26444,3.04,0,1.006113524,8/9/2018,Bertens K.,-1,-100,
31671,1.61,1,1.006078025,5/15/2021,Pliskova Ka.,0.61,61,
27906,2.52,0,1.006065021,4/7/2019,Muguruza G.,-1,-100,
31985,2.6,0,1.006045352,6/18/2021,Samsonova L.,-1,-100,
22323,1.79,1,1.006028877,1/11/2017,Tsurenko L.,0.79,79,
28112,2.31,0,1.006026173,5/5/2019,Sorribes Tormo S.,-1,-100,
27414,1.63,1,1.006025502,1/19/2019,Keys M.,0.63,63,
32315,1.34,1,1.006000511,7/19/2021,Kucova K.,0.34,34,
29472,1.43,1,1.005998995,10/5/2019,Osaka N.,0.43,43,
34857,1.17,1,1.005982277,8/10/2022,Swiatek I.,0.17,17,
35873,3.35,0,1.005979965,2/14/2023,Kenin S.,-1,-100,
32627,1.09,1,1.005921698,9/1/2021,Krejcikova B.,0.09,9,
25140,1.32,1,1.005913192,2/27/2018,Stephens S.,0.32,32,
28094,2.58,0,1.005894086,5/4/2019,Ostapenko J.,-1,-100,
31440,1.7,1,1.005862337,4/8/2021,Stephens S.,0.7,70,
22544,1.56,1,1.005857858,2/17/2017,Wozniacki C.,0.56,56,
34039,1.18,1,1.005856884,5/11/2022,Jabeur O.,0.18,18,
28684,2.88,0,1.005845481,7/6/2019,Riske A.,-1,-100,
33404,1.58,1,1.005832212,2/7/2022,Sasnovich A.,0.58,58,
25621,2.54,0,1.005814838,5/5/2018,Mladenovic K.,-1,-100,
26670,1.4,1,1.005800426,9/6/2018,Keys M.,0.4,40,
35834,1.51,1,1.005770588,2/8/2023,Brengle M.,0.51,51,
29131,1.91,0,1.005737554,8/31/2019,Bencic B.,-1,-100,
23398,1.23,1,1.005716343,5/31/2017,Bacsinszky T.,0.23,23,
30654,2.31,0,1.005710335,10/19/2020,Sorribes Tormo S.,-1,-100,
35012,1.24,1,1.005650957,8/29/2022,Giorgi C.,0.24,24,
35196,1.12,1,1.005642233,9/19/2022,Zheng Q.,0.12,12,
30218,1.56,1,1.005634508,8/14/2020,Brady J.,0.56,56,
22622,1.49,1,1.005632254,2/24/2017,Babos T.,0.49,49,
33839,1.78,1,1.005614928,4/5/2022,Oz I.,0.78,78,
30313,1.47,1,1.005577966,9/1/2020,Giorgi C.,0.47,47,
23265,2.26,0,1.005567759,5/19/2017,Svitolina E.,-1,-100,
23727,1.14,1,1.005564999,7/7/2017,Konta J.,0.14,14,
35691,7.09,0,1.005517331,1/18/2023,Gracheva V.,-1,-100,
28747,4.5,0,1.005512487,7/18/2019,Korpatsch T.,-1,-100,
34544,1.18,1,1.005492325,6/30/2022,Tomljanovic A.,0.18,18,
31285,1.38,1,1.005492288,3/21/2021,Kasatkina D.,0.38,38,
31467,2.64,0,1.005492222,4/12/2021,Hibino N.,-1,-100,
27325,1.23,1,1.005470093,1/14/2019,Garcia C.,0.23,23,
31045,1.42,1,1.005455067,2/17/2021,Collins D.,0.42,42,
30762,1.61,1,1.005446285,1/31/2021,Pironkova T.,0.61,61,
33358,5.16,0,1.005362269,1/20/2022,Kovinic D.,-1,-100,
33042,1.2,1,1.005352388,10/26/2021,Zhang S.,0.2,20,
22763,1.15,1,1.005346161,3/13/2017,Pliskova Ka.,0.15,15,
24996,4.77,0,1.0053353,1/31/2018,Rybakina E.,-1,-100,
27718,2.61,0,1.00531185,3/13/2019,Bencic B.,-1,-100,
34682,1.3,1,1.005298115,7/20/2022,Sorribes Tormo S.,0.3,30,
32104,1.31,1,1.005277793,6/30/2021,Ostapenko J.,0.31,31,
36032,1.61,1,1.005266918,3/4/2023,Vekic D.,0.61,61,
30532,2.5,0,1.005247414,9/27/2020,Begu I.,-1,-100,
27777,1.2,1,1.005175454,3/22/2019,Bertens K.,0.2,20,
27272,2.48,0,1.005164392,1/8/2019,Kenin S.,-1,-100,
34839,1.06,1,1.005160159,8/9/2022,Anisimova A.,0.06,6,
35976,2.92,0,1.005154535,2/27/2023,Bjorklund M.,-1,-100,
24726,1.42,1,1.005139946,1/2/2018,Konta J.,0.42,42,
23051,1.88,1,1.005137038,4/26/2017,Mladenovic K.,0.88,88,
32866,2.75,0,1.005121975,10/2/2021,Van Uytvanck A.,-1,-100,
24149,1.61,1,1.005117364,8/31/2017,Niculescu M.,0.61,61,
35934,1.09,1,1.005066418,2/21/2023,Pegula J.,0.09,9,
24543,6.94,0,1.005053114,10/11/2017,Wang X.,-1,-100,
33333,1.38,1,1.005050911,1/18/2022,Mertens E.,0.38,38,
22207,2.23,0,1.005049492,1/2/2017,Barty A.,-1,-100,
34201,1.12,1,1.004981966,5/25/2022,Anisimova A.,0.12,12,
26139,1.71,1,1.004967577,7/3/2018,Putintseva Y.,0.71,71,
23264,1.61,1,1.004932293,5/19/2017,Bertens K.,0.61,61,
32154,1.26,1,1.004929744,7/1/2021,Krejcikova B.,0.26,26,
32630,1.1,1,1.004899542,9/1/2021,Azarenka V.,0.1,10,
27891,1.23,1,1.004897795,4/5/2019,Azarenka V.,0.23,23,
24759,2.46,0,1.004856867,1/4/2018,Begu I.,-1,-100,
29850,4.48,0,1.00481565,1/22/2020,Suarez Navarro C.,-1,-100,
23452,2.05,0,1.00480438,6/6/2017,Bacsinszky T.,-1,-100,
31914,1.23,1,1.004789448,6/9/2021,Watson H.,0.23,23,
22510,4.18,0,1.004789102,2/3/2017,Putintseva Y.,-1,-100,
25839,1.58,1,1.004758934,5/28/2018,Peterson R.,0.58,58,
35387,1.69,1,1.004758649,10/11/2022,Dart H.,0.69,69,
26661,2.4,0,1.004753467,9/2/2018,Pliskova Ka.,-1,-100,
23249,1.81,1,1.004723718,5/17/2017,Pavlyuchenkova A.,0.81,81,
32012,3.1,0,1.004697061,6/21/2021,Blinkova A.,-1,-100,
28181,2.28,0,1.004691203,5/16/2019,Sakkari M.,-1,-100,
