match,PSW,win0,confidence0,date,,
45169,1.61,0,1.396085121,10/3/2017,-1,-100
50984,1.93,1,1.39557868,2/11/2020,0.93,93
47105,2.05,0,1.395548608,7/14/2018,-1,-100
52876,2.23,1,1.394620509,5/4/2021,1.23,123
47201,1.64,0,1.393909241,7/24/2018,-1,-100
49788,2.2,1,1.39338352,7/22/2019,1.2,120
43891,1.84,1,1.39327036,5/6/2017,0.84,84
43621,1.68,0,1.393022397,3/27/2017,-1,-100
45356,2.16,1,1.39290683,10/24/2017,1.16,116
53148,1.72,0,1.392581597,6/2/2021,-1,-100
45370,1.79,0,1.392494105,10/25/2017,-1,-100
45487,2.28,1,1.391875432,1/2/2018,1.28,128
49704,2.05,1,1.391610599,7/15/2019,1.05,105
51022,2.11,1,1.391394159,2/14/2020,1.11,111
56670,1.94,1,1.390485072,9/30/2022,0.94,94
45524,2.11,1,1.390271609,1/4/2018,1.11,111
42965,1.81,0,1.389956364,1/11/2017,-1,-100
57097,1.74,0,1.389821099,1/10/2023,-1,-100
51502,1.73,0,1.389229043,9/23/2020,-1,-100
54878,1.81,0,1.38798073,2/17/2022,-1,-100
44835,1.83,1,1.387886783,8/16/2017,0.83,83
54749,2.2,1,1.387668622,2/9/2022,1.2,120
53265,1.81,0,1.387333478,6/17/2021,-1,-100
50013,2.24,1,1.386513897,8/9/2019,1.24,124
51729,1.85,0,1.386494829,10/19/2020,-1,-100
43593,1.71,0,1.386164362,3/25/2017,-1,-100
48744,2.29,1,1.385960227,3/11/2019,1.29,129
49760,2.14,1,1.385941652,7/19/2019,1.14,114
49456,1.81,0,1.385899851,6/16/2019,-1,-100
47554,2.29,1,1.385164715,8/28/2018,1.29,129
57064,1.85,0,1.385112869,1/5/2023,-1,-100
54027,1.5,0,1.384870397,9/22/2021,-1,-100
49954,1.62,0,1.38486032,8/2/2019,-1,-100
46376,1.74,0,1.384829679,4/23/2018,-1,-100
49611,1.7,0,1.384371446,7/2/2019,-1,-100
45387,2.11,1,1.384233831,10/27/2017,1.11,111
55424,1.56,0,1.383744237,5/1/2022,-1,-100
45441,2.26,1,1.383359673,11/3/2017,1.26,126
47192,1.69,0,1.383153612,7/23/2018,-1,-100
55843,1.88,0,1.382959296,6/20/2022,-1,-100
45360,2.37,1,1.381999741,10/24/2017,1.37,137
50956,1.75,0,1.381572087,2/8/2020,-1,-100
42948,1.84,0,1.381480688,1/10/2017,-1,-100
55496,2.2,1,1.381479996,5/10/2022,1.2,120
43083,2.28,1,1.381278706,1/20/2017,1.28,128
52566,2.19,1,1.38116455,3/26/2021,1.19,119
48899,2.34,1,1.380851673,4/9/2019,1.34,134
46505,1.8,0,1.380570342,5/4/2018,-1,-100
51857,1.96,1,1.380451605,11/3/2020,0.96,96
45583,1.73,0,1.380401187,1/10/2018,-1,-100
49590,2.02,1,1.380396994,7/1/2019,1.02,102
53862,1.8,0,1.380276885,8/25/2021,-1,-100
54031,2.31,1,1.379452253,9/22/2021,1.31,131
56830,1.95,0,1.379168618,10/19/2022,-1,-100
49448,1.61,0,1.378900672,6/14/2019,-1,-100
54213,1.67,0,1.378355773,10/19/2021,-1,-100
46173,1.87,0,1.37822751,3/21/2018,-1,-100
46706,2.2,1,1.377312849,5/28/2018,1.2,120
55037,2.43,1,1.377145481,3/13/2022,1.43,143
46495,1.75,0,1.376336507,5/3/2018,-1,-100
47744,1.93,1,1.375951011,9/27/2018,0.93,93
49188,2.16,1,1.375821562,5/14/2019,1.16,116
46432,1.72,0,1.374072173,4/27/2018,-1,-100
50103,2.32,1,1.373925379,8/20/2019,1.32,132
52919,2.14,1,1.37381898,5/10/2021,1.14,114
45196,1.84,0,1.373776457,10/6/2017,-1,-100
44539,1.66,0,1.373551141,7/20/2017,-1,-100
43394,1.81,0,1.373429531,2/28/2017,-1,-100
55855,2.2,1,1.373312804,6/22/2022,1.2,120
55694,1.66,0,1.372169866,5/28/2022,-1,-100
48912,2.07,1,1.372122865,4/11/2019,1.07,107
43611,2.17,1,1.372100441,3/26/2017,1.17,117
