match,PSW,win0,confidence0,date,winner,panel agree?,vote_percent,mean conf,correct result?,,ROI
52302,1.19,1,0.956504708,2/27/2021,Bautista Agut R.,,,,,,
57944,1.36,1,0.956500334,3/30/2023,Varillas J.P.,Y,1,,1,,
37249,2.05,0,0.95649005,9/24/2014,Przysiezny M.,,,,,,
45065,1.08,1,0.956485765,9/21/2017,Bautista Agut R.,,,,,,
33012,5.3,0,0.956485354,2/26/2013,Hanescu V.,,,,,,
32678,1.01,1,0.956473003,1/16/2013,Djokovic N.,,,,,,
55599,4.03,0,0.956467462,5/22/2022,Griekspoor T.,,,,,,
39684,2.41,0,0.956463759,8/31/2015,Stakhovsky S.,,,,,,
56087,3.15,0,0.956444848,7/19/2022,Ruusuvuori E.,,,,,,
33781,1.16,1,0.956427604,6/2/2013,Ferrer D.,,,,,,
56794,1.53,1,0.956422333,10/12/2022,Thiem D.,,,,,,
56877,3.24,0,0.956417411,10/20/2022,Mcdonald M.,,,,,,
31363,1.01,1,0.956412553,6/27/2012,Djokovic N.,,,,,,
43344,2.46,0,0.956401909,2/24/2017,Gasquet R.,,,,,,
42008,2.62,0,0.956391261,7/20/2016,Harrison R.,,,,,,
52444,1.07,1,0.956384918,3/13/2021,Medvedev D.,,,,,,
30185,1.72,1,0.956377205,2/14/2012,Anderson K.,,,,,,
42432,1.56,1,0.956373915,9/21/2016,Sousa J.,,,,,,
51613,1.01,1,0.956367368,10/2/2020,Nadal R.,,,,,,
31060,1.01,1,0.956357744,5/28/2012,Djokovic N.,,,,,,
46850,1.22,1,0.956355887,6/14/2018,Gasquet R.,,,,,,
43978,1.48,1,0.956352404,5/16/2017,Carreno Busta P.,,,,,,
41438,1.16,1,0.95633611,5/19/2016,Thiem D.,,,,,,
40430,1.38,1,0.956331636,1/20/2016,Seppi A.,,,,,,
42528,1.22,1,0.956325741,10/3/2016,Cilic M.,,,,,,
49554,1.36,1,0.956310745,6/26/2019,Fritz T.,,,,,,
29834,1.11,1,0.95629532,1/2/2012,Bogomolov A.,,,,,,
41674,1.12,1,0.956264133,6/16/2016,Raonic M.,,,,,,
31125,1.15,1,0.956259922,5/31/2012,Monaco J.,,,,,,
44757,2.13,0,0.956254195,8/7/2017,Paire B.,,,,,,
32973,5.12,0,0.956238596,2/22/2013,Matosevic M.,,,,,,
42120,1.04,1,0.956233599,7/28/2016,Raonic M.,,,,,,
43545,1.23,1,0.956233493,3/22/2017,Fritz T.,,,,,,
30114,1.06,1,0.956211794,1/31/2012,Bogomolov A.,,,,,,
43644,12.23,0,0.956211587,4/11/2017,El Amrani R.,,,,,,
39962,5.05,0,0.956191681,10/10/2015,Paire B.,,,,,,
37697,1.95,0,0.956188772,1/13/2015,Chardy J.,,,,,,
45518,2.87,0,0.956188457,1/3/2018,Basic M.,,,,,,
36619,1.49,1,0.956181024,7/8/2014,Hewitt L.,,,,,,
41522,1.01,1,0.956162788,5/25/2016,Murray A.,,,,,,
53577,1.17,1,0.956148563,7/21/2021,Garin C.,,,,,,
38888,1.01,1,0.956131673,5/27/2015,Tsonga J.W.,,,,,,
41319,1.06,1,0.956128594,5/4/2016,Djokovic N.,,,,,,
34599,3.21,0,0.956116176,8/29/2013,Donskoy E.,,,,,,
55856,4.11,0,0.956114131,6/21/2022,Baez S.,,,,,,
49235,1.68,1,0.956111476,5/20/2019,Daniel T.,,,,,,
38910,1.01,1,0.956109605,5/28/2015,Djokovic N.,,,,,,
48746,2.29,0,0.956093554,3/11/2019,Nishioka Y.,,,,,,
36096,1.46,1,0.956077118,5/9/2014,Ferrer D.,,,,,,
39163,8.05,0,0.956048444,6/30/2015,Ramos-Vinolas A.,,,,,,
55225,1.56,1,0.956031658,4/7/2022,Tiafoe F.,,,,,,
44214,11.88,0,0.956025663,6/14/2017,Haas T.,,,,,,
39234,1.04,1,0.956014459,7/7/2015,Djokovic N.,,,,,,
36232,1.4,1,0.956008619,5/26/2014,Mayer L.,,,,,,
33429,1.23,1,0.956007519,4/25/2013,Monaco J.,,,,,,
40980,1.61,1,0.956002739,3/26/2016,Kukushkin M.,,,,,,
54059,2.73,0,0.955979294,9/27/2021,Paire B.,,,,,,
53436,1.38,1,0.955960563,7/2/2021,Bautista Agut R.,,,,,,
57930,1.5,1,0.95594383,3/28/2023,Sinner J.,,,,,,0.5
31896,1.03,1,0.955939674,8/29/2012,Del Potro J.M.,,,,,,
41238,1.14,1,0.955938736,4/27/2016,Fognini F.,,,,,,
49504,1.57,1,0.955937958,6/20/2019,Bautista Agut R.,,,,,,
52307,2.95,0,0.955936558,2/28/2021,Goffin D.,,,,,,
31940,1.65,1,0.955929655,8/31/2012,Hewitt L.,,,,,,
31893,1.03,1,0.955929606,8/28/2012,Tsonga J.W.,,,,,,
31601,1.12,1,0.955914459,7/20/2012,Tipsarevic J.,,,,,,
51140,1.29,1,0.955913876,2/24/2020,Kohlschreiber P.,,,,,,
54363,2.75,0,0.955906851,11/8/2021,Vavassori A.,,,,,,
54433,1.18,1,0.955901574,1/6/2022,Dimitrov G.,,,,,,
39335,1.63,1,0.955893815,7/24/2015,Monfils G.,,,,,,
56832,1.02,1,0.955882987,10/18/2022,Paul T.,,,,,,
42749,1.11,1,0.955878249,10/26/2016,Del Potro J.M.,,,,,,
32508,2.93,0,0.955871564,1/1/2013,Robredo T.,,,,,,
39749,1.33,1,0.95586937,9/3/2015,Tomic B.,,,,,,
53612,1.31,1,0.955869181,7/23/2021,Norrie C.,,,,,,
33947,34,0,0.95585506,6/24/2013,Darcis S.,,,,,,
32489,2.94,0,0.955843846,1/1/2013,Amritraj P.,,,,,,
49369,1.01,1,0.955840895,5/30/2019,Thiem D.,,,,,,
31014,1.27,1,0.955826944,5/22/2012,Dimitrov G.,,,,,,
32720,16,0,0.955823835,1/19/2013,Chardy J.,,,,,,
56048,1.17,1,0.955818895,7/13/2022,Murray A.,,,,,,
44858,1.69,1,0.95581217,8/20/2017,Baghdatis M.,,,,,,
42596,1.29,1,0.955807614,10/10/2016,Fritz T.,,,,,,
55507,5.52,0,0.955799375,5/10/2022,Krajinovic F.,,,,,,
43918,1.08,1,0.955792614,5/9/2017,Goffin D.,,,,,,
53389,1.11,1,0.955792533,6/30/2021,Korda S.,,,,,,
49657,4.3,0,0.955791788,7/4/2019,Sandgren T.,,,,,,
31070,16,0,0.955779354,5/28/2012,Ungur A.,,,,,,
41573,1.51,1,0.95577682,6/1/2016,Goffin D.,,,,,,
55546,1.29,1,0.955760139,5/16/2022,Delbonis F.,,,,,,
42168,3.05,0,0.955758044,8/10/2016,Granollers M.,,,,,,
38596,1.03,1,0.955756399,4/28/2015,Gimeno-Traver D.,,,,,,
45372,1.11,1,0.95575329,10/25/2017,Del Potro J.M.,,,,,,
40196,1.24,1,0.95573654,11/5/2015,Wawrinka S.,,,,,,
48768,1.27,1,0.955710391,3/13/2019,Federer R.,,,,,,
31123,1.02,1,0.955708614,5/31/2012,Ferrer D.,,,,,,
53442,1.18,1,0.955705294,7/3/2021,Medvedev D.,,,,,,
51081,1.16,1,0.95569109,2/18/2020,Raonic M.,,,,,,
56022,2.12,1,0.955675571,7/11/2022,Ymer E.,,,,,,
34801,1.01,1,0.955662564,10/9/2013,Djokovic N.,,,,,,
53166,1.13,1,0.95566188,6/4/2021,Tsitsipas S.,,,,,,
57494,1.56,1,0.955649815,2/23/2023,Baez S.,,,,,,
39193,1.05,1,0.955629551,7/1/2015,Goffin D.,,,,,,
57761,1.05,1,0.955620468,3/21/2023,Watanuki Y.,,,,,,
39286,1.28,1,0.955619986,7/21/2015,Lorenzi P.,,,,,,
44630,1.27,1,0.95561858,7/28/2017,Kohlschreiber P.,,,,,,
53309,1.72,1,0.955616901,6/22/2021,Davidovich Fokina A.,,,,,,
36710,1.22,1,0.955590721,7/15/2014,Klizan M.,,,,,,
39877,1.19,1,0.955589008,9/30/2015,Kyrgios N.,,,,,,
39563,1.35,1,0.955582908,8/15/2015,Murray A.,,,,,,
40035,1.56,1,0.955581565,10/20/2015,Delbonis F.,,,,,,
31029,3.01,0,0.955573048,5/24/2012,Davydenko N.,,,,,,
44128,1.14,1,0.955571344,5/31/2017,Bautista Agut R.,,,,,,
42516,4.57,0,0.955563848,9/30/2016,Ramos-Vinolas A.,,,,,,
52011,1.28,1,0.955562962,2/1/2021,Kwon S.W.,,,,,,
49608,1.03,1,0.955560311,7/2/2019,Nadal R.,,,,,,
33129,1.03,1,0.955545199,3/10/2013,Murray A.,,,,,,
31065,1.68,1,0.955542818,5/28/2012,Kavcic B.,,,,,,
47697,2.5,0,0.955531437,9/21/2018,Simon G.,,,,,,
46693,1.25,1,0.955510767,5/27/2018,Verdasco F.,,,,,,
30879,1.06,1,0.955484347,5/4/2012,Del Potro J.M.,,,,,,
32713,1.61,1,0.955479549,1/18/2013,Wawrinka S.,,,,,,
38491,1.09,1,0.955462557,4/15/2015,Berdych T.,,,,,,
42542,1.33,1,0.955443067,10/4/2016,Kuznetsov An.,,,,,,
52111,1.01,1,0.955429148,2/8/2021,Djokovic N.,,,,,,
34682,1.26,1,0.955420876,9/18/2013,Kamke T.,,,,,,
51274,1.16,1,0.955416866,8/28/2020,Djokovic N.,,,,,,
30578,1.04,1,0.955413681,3/23/2012,Murray A.,,,,,,
41170,1.59,1,0.955402634,4/20/2016,Stepanek R.,,,,,,
46159,1.08,1,0.955391589,3/17/2018,Federer R.,,,,,,
31166,1.53,1,0.955388486,6/12/2012,Baker J.,,,,,,
54286,1.28,1,0.955388205,10/27/2021,Monfils G.,,,,,,
53480,2.01,0,0.955387752,7/13/2021,Krajinovic F.,,,,,,
41225,1.7,1,0.955386872,4/26/2016,Mathieu P.H.,,,,,,
51448,3.31,0,0.955385757,9/15/2020,Koepfer D.,,,,,,
31268,1.17,1,0.955383245,6/20/2012,Malisse X.,,,,,,
55690,1.19,1,0.955382076,5/27/2022,Alcaraz C.,,,,,,
31124,1.05,1,0.955380955,5/31/2012,Murray A.,,,,,,
30521,1.01,1,0.955379689,3/14/2012,Djokovic N.,,,,,,
57116,1.44,1,0.955359128,1/10/2023,Kubler J.,,,,,,
30353,1.22,1,0.955358907,2/27/2012,Lacko L.,,,,,,
44391,1.21,1,0.955357084,7/4/2017,Baghdatis M.,,,,,,
36533,1.18,1,0.955345066,6/24/2014,Lu Y.H.,,,,,,
48705,2.93,0,0.955344692,3/8/2019,Struff J.L.,,,,,,
30215,2.46,0,0.955329355,2/15/2012,Mayer L.,,,,,,
53856,1.43,1,0.955327085,8/25/2021,Ymer M.,,,,,,
38921,1.43,1,0.955326397,5/29/2015,Monfils G.,,,,,,
52952,1.38,1,0.955324442,5/13/2021,Tsitsipas S.,,,,,,
57919,1.59,1,0.955319323,3/28/2023,Martinez P.,,,,,,
38230,1.41,1,0.955309627,3/13/2015,Young D.,,,,,,
57812,1.01,1,0.955297498,3/25/2023,Alcaraz C.,,,,,,
44327,1.11,1,0.955257488,6/27/2017,Mannarino A.,,,,,,
32246,1.09,1,0.955254591,10/10/2012,Tsonga J.W.,,,,,,
33474,2.76,0,0.955253982,4/30/2013,Stepanek R.,,,,,,
43332,1.37,1,0.95525365,2/23/2017,Johnson S.,,,,,,
41005,5.53,0,0.955250998,3/28/2016,Dimitrov G.,,,,,,
57688,1.04,1,0.955247516,3/13/2023,Medvedev D.,,,,,,
45989,1.11,1,0.955244643,2/26/2018,Berlocq C.,,,,,,
31206,1.09,1,0.955237754,6/13/2012,Tipsarevic J.,,,,,,
44378,4.14,0,0.955215618,7/3/2017,Monteiro T.,,,,,,
39239,1.07,1,0.955212852,7/10/2015,Djokovic N.,,,,,,
52564,3.44,0,0.95520022,3/26/2021,Sousa J.,,,,,,
52437,5.73,0,0.95519622,3/12/2021,Herbert P.H.,,,,,,
38932,1.01,1,0.955193145,5/30/2015,Djokovic N.,,,,,,
30011,1.02,1,0.955182461,1/17/2012,Monfils G.,,,,,,
51115,1.14,1,0.955176112,2/21/2020,Raonic M.,,,,,,
41864,1.32,1,0.955171698,7/6/2016,Raonic M.,,,,,,
53333,1.2,1,0.955169433,6/25/2021,De Minaur A.,,,,,,
36909,1.3,1,0.955164327,8/1/2014,Raonic M.,,,,,,
43367,1.03,1,0.955163485,2/27/2017,Coric B.,,,,,,
35384,1.56,1,0.955162516,2/11/2014,Karlovic I.,,,,,,
46875,2.3,0,0.955161706,6/18/2018,Sugita Y.,,,,,,
55377,1.58,1,0.955146831,4/25/2022,Ruusuvuori E.,,,,,,
44557,1.55,1,0.955133592,7/22/2017,Rublev A.,,,,,,
30525,1.14,1,0.955130567,3/15/2012,Del Potro J.M.,,,,,,
43901,1.3,1,0.955110397,5/7/2017,Goffin D.,,,,,,
46787,1.2,1,0.955093013,6/1/2018,Djokovic N.,,,,,,
54630,1.37,1,0.955081546,1/25/2022,Nadal R.,,,,,,
31280,1.14,1,0.955081507,6/20/2012,Kohlschreiber P.,,,,,,
31394,1.02,1,0.955080757,6/29/2012,Federer R.,,,,,,
31170,1.29,1,0.955063176,6/12/2012,Stakhovsky S.,,,,,,
46371,1.19,1,0.955055587,4/23/2018,Bedene A.,,,,,,
44373,1.1,1,0.955053237,7/3/2017,Pouille L.,,,,,,
34388,1.24,1,0.955046307,8/6/2013,Youzhny M.,,,,,,
49996,1.4,1,0.955038731,8/7/2019,Cilic M.,,,,,,
49653,1.41,1,0.955025005,7/4/2019,Schwartzman D.,,,,,,
47867,1.06,1,0.955009046,10/11/2018,Djokovic N.,,,,,,
33096,1.41,1,0.955007996,3/8/2013,Istomin D.,,,,,,
50802,1.17,1,0.955007789,1/21/2020,Bautista Agut R.,,,,,,
47101,9.52,0,0.955007003,7/11/2018,Anderson K.,,,,,,
49441,1.42,1,0.955002792,6/13/2019,Goffin D.,,,,,,
30939,1.13,1,0.954983305,5/10/2012,Federer R.,,,,,,
52902,1.27,1,0.954972272,5/7/2021,Thiem D.,,,,,,
44459,1.17,1,0.954966942,7/7/2017,Cilic M.,,,,,,
42308,1.02,1,0.954952467,8/29/2016,Cilic M.,,,,,,
52954,1.08,1,0.95495193,5/13/2021,Nadal R.,,,,,,
30467,1.63,1,0.95494116,3/9/2012,Mahut N.,,,,,,
45524,1.22,1,0.954930735,1/4/2018,Anderson K.,,,,,,
42645,1.66,1,0.954928046,10/17/2016,Haase R.,,,,,,
49364,1.005,1,0.954921138,5/30/2019,Djokovic N.,,,,,,
55782,1.38,1,0.954916789,6/13/2022,Ivashka I.,,,,,,
57473,1.01,1,0.954914149,2/22/2023,Alcaraz C.,,,,,,
41584,1.32,1,0.954912555,6/6/2016,Mahut N.,,,,,,
41268,1.17,1,0.954908811,4/29/2016,Thiem D.,,,,,,
45312,1.32,1,0.954904608,10/19/2017,Goffin D.,,,,,,
30505,1.01,1,0.95489485,3/12/2012,Federer R.,,,,,,
49578,1.04,1,0.954886192,7/1/2019,Raonic M.,,,,,,
32697,1.01,1,0.954877581,1/17/2013,Murray A.,,,,,,
43611,2.17,0,0.954867383,3/26/2017,Delbonis F.,,,,,,
51446,3.17,0,0.954852009,9/15/2020,Nishioka Y.,,,,,,
51975,1.09,1,0.954849314,1/10/2021,Berrettini M.,,,,,,
55892,1.56,1,0.954847456,6/27/2022,Bublik A.,,,,,,
52372,3.88,0,0.954836439,3/8/2021,Basilashvili N.,,,,,,
48272,1.62,1,0.954835562,1/15/2019,Harrison R.,,,,,,
32018,1.13,1,0.954833261,9/20/2012,Youzhny M.,,,,,,
55201,1.16,1,0.954831989,4/5/2022,Paul T.,,,,,,
51821,1.45,1,0.954831369,10/29/2020,Ruusuvuori E.,,,,,,
32396,1.37,1,0.954822983,10/25/2012,Anderson K.,,,,,,
33659,2.77,0,0.954810085,5/23/2013,Nieminen J.,,,,,,
46736,1.19,1,0.954801376,5/29/2018,Fucsovics M.,,,,,,
35627,1.78,1,0.95478908,3/6/2014,Monaco J.,,,,,,
35441,1.67,1,0.954787288,2/15/2014,Karlovic I.,,,,,,
53382,1.1,1,0.954786199,6/30/2021,Evans D.,,,,,,
49690,1.02,1,0.954779396,7/8/2019,Nadal R.,,,,,,
31064,1.81,1,0.954775846,5/28/2012,Jaziri M.,,,,,,
56361,1.76,1,0.954769162,8/16/2022,Korda S.,,,,,,
34070,1.42,1,0.954763145,7/9/2013,Volandri F.,,,,,,
51251,1.17,1,0.954755817,8/24/2020,Medvedev D.,,,,,,
37291,1.35,1,0.954745013,9/29/2014,Dimitrov G.,,,,,,
31405,1.56,1,0.954741345,6/30/2012,Baker B.,,,,,,
32798,1.15,1,0.954739664,2/8/2013,Llodra M.,,,,,,
50858,1.01,1,0.95473549,1/24/2020,Djokovic N.,,,,,,
49498,1.27,1,0.954717829,6/20/2019,Tsitsipas S.,,,,,,
56242,1.35,1,0.954705285,8/3/2022,Khachanov K.,,,,,,
48302,6.87,0,0.954701739,1/17/2019,Bolt A.,,,,,,
38838,1.04,1,0.95469276,5/24/2015,Kohlschreiber P.,,,,,,
36484,2.44,0,0.954691988,6/23/2014,Hernych J.,,,,,,
52765,1.02,1,0.954691085,4/21/2021,Nadal R.,,,,,,
56971,1.17,1,0.954685532,10/31/2022,Khachanov K.,,,,,,
53068,1.02,1,0.954673515,5/28/2021,Djokovic N.,,,,,,
42820,1.13,1,0.954673384,11/3/2016,Raonic M.,,,,,,
46390,1.21,1,0.954666623,4/24/2018,Carballes Baena R.,,,,,,
30852,3.18,0,0.954665196,5/1/2012,Rosol L.,,,,,,
46960,1.48,1,0.954653625,6/27/2018,Sousa J.,,,,,,
38335,1.64,1,0.954650507,3/26/2015,Youzhny M.,,,,,,
37590,1.14,1,0.954648476,11/10/2014,Djokovic N.,,,,,,
45237,3.36,0,0.95464837,10/11/2017,Simon G.,,,,,,
37919,2.6,0,0.954637669,2/5/2015,Berankis R.,,,,,,
30809,2.47,0,0.954610847,4/27/2012,Bachinger M.,,,,,,
39097,2.44,0,0.954603528,6/23/2015,Cuevas P.,,,,,,
41663,1.4,1,0.954598141,6/15/2016,Gabashvili T.,,,,,,
47829,3.88,0,0.95459517,10/8/2018,Cecchinato M.,,,,,,
31219,1.38,1,0.954570473,6/14/2012,Haas T.,,,,,,
47635,1.06,1,0.95455112,9/2/2018,Djokovic N.,,,,,,
48387,1.41,1,0.954544287,2/7/2019,Fucsovics M.,,,,,,
52300,1.46,1,0.954537498,2/27/2021,Bublik A.,,,,,,
55122,1.44,1,0.954528531,3/24/2022,Kokkinakis T.,,,,,,
44150,1.41,1,0.954527479,6/1/2017,Fognini F.,,,,,,
52609,1.1,1,0.954518291,3/31/2021,Rublev A.,,,,,,
38804,1.47,1,0.954516544,5/20/2015,Duckworth J.,,,,,,
56682,1.08,1,0.954497264,9/29/2022,Sinner J.,,,,,,
44861,1.1,1,0.954486248,8/20/2017,Lajovic D.,,,,,,
38758,1.43,1,0.95448543,5/14/2015,Wawrinka S.,,,,,,
57864,2.27,0,0.954481587,3/27/2023,Kopriva V.,,,,,,
38944,1.03,1,0.954471633,6/1/2015,Djokovic N.,,,,,,
57329,2.3,0,0.954467526,2/10/2023,Dellien H.,,,,,,
37190,1.57,1,0.954457675,9/2/2014,Cilic M.,,,,,,
44649,2.11,0,0.954455413,7/30/2017,Harrison R.,,,,,,
45719,1.03,1,0.954453495,1/22/2018,Federer R.,,,,,,
49675,1.35,1,0.954451632,7/5/2019,Raonic M.,,,,,,
36080,1.07,1,0.954440877,5/7/2014,Dimitrov G.,,,,,,
48603,1.33,1,0.95443146,2/25/2019,Garin C.,,,,,,
49294,1.14,1,0.954419836,5/27/2019,Simon G.,,,,,,
44725,1.49,1,0.954417513,8/3/2017,Mannarino A.,,,,,,
44158,1.04,1,0.954415697,6/1/2017,Cilic M.,,,,,,
41260,1.14,1,0.954414779,4/28/2016,Kohlschreiber P.,,,,,,
36226,1.39,1,0.954414058,5/26/2014,Gabashvili T.,,,,,,
56398,1.17,1,0.954405068,8/22/2022,Ymer M.,,,,,,
44874,1.26,1,0.954401379,8/21/2017,Edmund K.,,,,,,
30536,1.66,1,0.954391863,3/21/2012,Mahut N.,,,,,,
34919,1.65,1,0.954390342,10/22/2013,Baghdatis M.,,,,,,
45609,1.03,1,0.954383543,1/15/2018,Kyrgios N.,,,,,,
30192,1.3,1,0.954377013,2/14/2012,Troicki V.,,,,,,
42591,3.22,0,0.954362583,10/10/2016,Pospisil V.,,,,,,
50402,1.32,1,0.954361538,10/4/2019,Zverev A.,,,,,,
41376,1.16,1,0.95435676,5/11/2016,Gasquet R.,,,,,,
42483,1.29,1,0.954339882,9/27/2016,Anderson K.,,,,,,
41802,1.02,1,0.954336067,6/30/2016,Murray A.,,,,,,
55868,1.74,1,0.954333479,6/22/2022,Griekspoor T.,,,,,,
53366,1.48,1,0.954288258,6/29/2021,Hurkacz H.,,,,,,
33041,1.01,1,0.954283572,2/27/2013,Djokovic N.,,,,,,
32152,1.01,1,0.954283572,10/3/2012,Djokovic N.,,,,,,
45176,1.84,1,0.954244419,10/4/2017,Darcis S.,,,,,,
38380,1.14,1,0.95423945,3/30/2015,Raonic M.,,,,,,
50475,3,0,0.954238883,10/14/2019,Tipsarevic J.,,,,,,
48012,1.15,1,0.954228453,10/27/2018,Nishikori K.,,,,,,
49152,1.15,1,0.954228296,5/8/2019,Nishikori K.,,,,,,
42381,1.15,1,0.954227278,9/2/2016,Monfils G.,,,,,,
56075,1.13,1,0.9542246,7/18/2022,Kovalik J.,,,,,,
53395,1.03,1,0.954216028,6/30/2021,Sonego L.,,,,,,
53227,3.05,0,0.954189337,6/14/2021,Millman J.,,,,,,
54096,1.27,1,0.954188366,10/1/2021,Monfils G.,,,,,,
48912,2.07,1,0.954176961,4/11/2019,Andujar P.,,,,,,
57702,1.17,1,0.954167223,3/16/2023,Ruusuvuori E.,,,,,,
30464,1.43,1,0.95416082,3/9/2012,Sela D.,,,,,,
41460,1.68,1,0.954146419,5/23/2016,Bourgue M.,,,,,,
53086,2.41,0,0.954126979,5/30/2021,Laaksonen H.,,,,,,
43652,1.42,1,0.954111965,4/12/2017,Mayer L.,,,,,,
47644,16.59,0,0.954098854,9/4/2018,Millman J.,,,,,,
47982,1.21,1,0.954089093,10/24/2018,Zverev A.,,,,,,
31436,1.27,1,0.954078615,7/9/2012,Bolelli S.,,,,,,
54014,2.1,0,0.954075376,9/21/2021,Ymer M.,,,,,,
51185,2.68,0,0.954064869,2/26/2020,Humbert U.,,,,,,
39601,1.07,1,0.954060512,8/19/2015,Federer R.,,,,,,
52128,1.26,1,0.954058254,2/8/2021,Karatsev A.,,,,,,
47977,1.27,1,0.95405517,10/23/2018,Medvedev D.,,,,,,
46930,2.8,0,0.954045023,6/25/2018,Millman J.,,,,,,
35664,1.38,1,0.954041103,3/8/2014,Thiem D.,,,,,,
52724,1.14,1,0.954017101,4/17/2021,Tsitsipas S.,,,,,,
46909,1.05,1,0.954008514,6/21/2018,Federer R.,,,,,,
40831,1.42,1,0.953998598,2/27/2016,Carreno-Busta P.,,,,,,
50289,1.28,1,0.953998108,9/20/2019,Medvedev D.,,,,,,
51566,1.49,1,0.953987524,9/29/2020,Cuevas P.,,,,,,
40916,3.55,0,0.953985549,3/16/2016,Goffin D.,,,,,,
35920,1.15,1,0.953984402,4/21/2014,Bautista R.,,,,,,
36025,1.04,1,0.953973389,5/1/2014,Berdych T.,,,,,,
44540,1.68,1,0.953969645,7/20/2017,Ebden M.,,,,,,
57054,1.37,1,0.953969024,1/3/2023,Cobolli F.,,,,,,
34055,1.13,1,0.953965944,7/3/2013,Djokovic N.,,,,,,
36939,1.22,1,0.9539609,8/6/2014,Raonic M.,,,,,,
35077,1.4,1,0.953955972,1/1/2014,Nishikori K.,,,,,,
31142,1.02,1,0.953953742,6/3/2012,Djokovic N.,,,,,,
40926,1.13,1,0.953948673,3/18/2016,Djokovic N.,,,,,,
53349,1.29,1,0.953925896,6/28/2021,Anderson K.,,,,,,
33240,1.01,1,0.953913734,3/24/2013,Djokovic N.,,,,,,
29974,1.17,1,0.95391042,1/16/2012,Querrey S.,,,,,,
36056,1.31,1,0.953910066,5/5/2014,Youzhny M.,,,,,,
44100,1.21,1,0.953897064,5/29/2017,Troicki V.,,,,,,
45230,1.34,1,0.953892835,10/10/2017,Isner J.,,,,,,
50939,1.62,1,0.95388371,2/7/2020,Krajinovic F.,,,,,,
39525,1.21,1,0.953870204,8/11/2015,Isner J.,,,,,,
34072,1.68,1,0.953862795,7/9/2013,Garcia-Lopez G.,,,,,,
52178,2.95,0,0.953861449,2/10/2021,Fucsovics M.,,,,,,
55398,2.19,0,0.953850956,4/27/2022,Tabilo A.,,,,,,
31122,1.07,1,0.953848508,5/31/2012,Raonic M.,,,,,,
44458,1.41,1,0.953845894,7/7/2017,Muller G.,,,,,,
50830,1.39,1,0.953844023,1/22/2020,Cilic M.,,,,,,
50587,2.39,0,0.953831603,10/23/2019,Tiafoe F.,,,,,,
55283,4.6,0,0.953815424,4/13/2022,Korda S.,,,,,,
52228,1.41,1,0.953769706,2/22/2021,Korda S.,,,,,,
31561,1.27,1,0.953769475,7/17/2012,Monaco J.,,,,,,
53113,1.2,1,0.953764967,5/31/2021,Delbonis F.,,,,,,
42751,1.04,1,0.953761653,10/26/2016,Murray A.,,,,,,
41453,1.17,1,0.953758761,5/22/2016,Paire B.,,,,,,
33166,1.23,1,0.95374908,3/14/2013,Berdych T.,,,,,,
35954,1.14,1,0.953729442,4/22/2014,Robredo T.,,,,,,
42691,1.13,1,0.953725589,10/20/2016,Del Potro J.M.,,,,,,
33162,1.51,1,0.953717589,3/13/2013,Anderson K.,,,,,,
34726,1.03,1,0.95371088,9/24/2013,Matosevic M.,,,,,,
39582,3.56,0,0.953709122,8/18/2015,Lopez F.,,,,,,
46193,1.15,1,0.953686211,3/23/2018,Chung H.,,,,,,
55752,1.09,1,0.953683713,6/9/2022,Medvedev D.,,,,,,
41317,1.09,1,0.953677522,5/4/2016,Ferrer D.,,,,,,
49028,2.93,0,0.953676367,4/24/2019,Mcdonald M.,,,,,,
36766,1.57,1,0.953668346,7/21/2014,Monaco J.,,,,,,
40548,1.4,1,0.95366143,2/4/2016,Troicki V.,,,,,,
35770,1.34,1,0.953651125,3/22/2014,Dolgopolov O.,,,,,,
36391,1.78,1,0.95364853,6/11/2014,Nishikori K.,,,,,,
37863,1.15,1,0.953634694,1/28/2015,Djokovic N.,,,,,,
31262,5.83,0,0.953617752,6/19/2012,Matosevic M.,,,,,,
49466,2.62,0,0.953597858,6/17/2019,Herbert P.H.,,,,,,
46835,1.16,1,0.953592294,6/13/2018,Federer R.,,,,,,
33089,1.51,1,0.953583489,3/7/2013,Paire B.,,,,,,
38487,1.03,1,0.953572334,4/15/2015,Nadal R.,,,,,,
39789,1.05,1,0.953562284,9/9/2015,Djokovic N.,,,,,,
33768,1.05,1,0.95354965,5/31/2013,Ferrer D.,,,,,,
30573,1.21,1,0.953537785,3/23/2012,Dolgopolov O.,,,,,,
38713,1.53,1,0.953534685,5/8/2015,Nishikori K.,,,,,,
50756,1.01,1,0.953499991,1/20/2020,Djokovic N.,,,,,,
33714,1.01,1,0.953487943,5/28/2013,Djokovic N.,,,,,,
56238,1.18,1,0.953483399,8/3/2022,Fritz T.,,,,,,
39423,1.19,1,0.953481286,7/31/2015,Nadal R.,,,,,,
40907,2.32,0,0.953481072,3/15/2016,Zverev A.,,,,,,
50826,1.18,1,0.953448554,1/22/2020,Tsitsipas S.,,,,,,
33148,1.08,1,0.953443772,3/11/2013,Berdych T.,,,,,,
32639,1.17,1,0.953441994,1/14/2013,Wawrinka S.,,,,,,
51447,2.11,0,0.953436512,9/15/2020,Caruso S.,,,,,,
40898,2.17,0,0.953430577,3/14/2016,Verdasco F.,,,,,,
39457,1.49,1,0.953409942,8/4/2015,Gabashvili T.,,,,,,
