match,PSW,win0,confidence0,date,winner,,,correct pred?,
51418,3.26,0,1.086343958,9/10/2020,Huesler M.A.,-1,-50,,
47939,1.15,1,1.086319596,10/19/2018,Khachanov K.,0.15,7.5,,
42989,2.06,0,1.086274168,1/16/2017,Sela D.,-1,-50,,
54863,1.67,1,1.086271692,2/16/2022,Basilashvili N.,0.67,33.5,,
49709,3.05,0,1.086260307,7/15/2019,Ivashka I.,-1,-50,,
52485,4.33,0,1.086259644,3/17/2021,Musetti L.,-1,-50,,
57135,1.72,1,1.086259319,1/12/2023,Kokkinakis T.,0.72,36,,
46687,1.65,1,1.086207623,5/27/2018,Berrettini M.,0.65,32.5,,
50717,1.45,1,1.086203927,1/14/2020,Pospisil V.,0.45,22.5,,
43495,1.4,1,1.086160493,3/12/2017,Pouille L.,0.4,20,,
43046,1.66,1,1.086154382,1/17/2017,Baghdatis M.,0.66,33,,
52410,3.3,0,1.086108006,3/10/2021,Ebden M.,-1,-50,,
52481,1.83,1,1.086097103,3/16/2021,Korda S.,0.83,41.5,,
47436,1.4,1,1.086055768,8/14/2018,Coric B.,0.4,20,,
43682,1.65,1,1.086032442,4/14/2017,Paire B.,0.65,32.5,,
50598,1.55,1,1.086013395,10/24/2019,Rublev A.,0.55,27.5,,
56665,1.39,1,1.08599991,9/28/2022,Sonego L.,0.39,19.5,,
53304,1.29,1,1.085983128,6/22/2021,Millman J.,0.29,14.5,,
52606,1.56,1,1.085893989,3/30/2021,Bautista Agut R.,0.56,28,,
49038,2.73,0,1.085867077,4/25/2019,Carballes Baena R.,-1,-50,,
50610,2.24,0,1.085854014,10/26/2019,Schwartzman D.,-1,-50,,
47887,2.45,0,1.085847805,10/16/2018,Gerasimov E.,-1,-50,,
55508,1.15,1,1.085800188,5/10/2022,Norrie C.,0.15,7.5,,
54277,1.34,1,1.085797631,10/26/2021,Ivashka I.,0.34,17,,
55337,1.16,1,1.085751444,4/20/2022,Djokovic N.,0.16,8,,
52627,2.16,0,1.085750446,4/6/2021,Lopez F.,-1,-50,,
53579,2.92,0,1.085738293,7/21/2021,Rinderknech A.,-1,-50,,
57073,1.5,1,1.085713448,1/5/2023,Karatsev A.,0.5,25,,
45911,1.72,1,1.085713072,2/20/2018,Delbonis F.,0.72,36,,
54123,1.75,1,1.08565123,10/8/2021,Gomez E.,0.75,37.5,,
52838,1.78,1,1.085587727,4/29/2021,Norrie C.,0.78,39,,
56904,1.51,1,1.085533052,10/24/2022,Khachanov K.,0.51,25.5,,
43842,2.55,0,1.085526542,5/2/2017,Copil M.,-1,-50,,
55463,2.09,1,1.085453936,5/4/2022,Goffin D.,1.09,54.5,,
45139,2.04,1,1.085442824,10/1/2017,Istomin D.,1.04,52,,
52764,2.8,0,1.085403583,4/21/2021,Zapata Miralles B.,-1,-50,,
49077,2.08,0,1.085396227,4/30/2019,Mayer L.,-1,-50,,
55352,1.6,1,1.085377922,4/21/2022,Djokovic N.,0.6,30,,
55453,1.35,1,1.085357771,5/3/2022,Kecmanovic M.,0.35,17.5,,
56778,1.58,1,1.085349892,10/11/2022,Giron M.,0.58,29,,
57670,1.36,1,1.085337316,3/11/2023,Rune H.,0.36,18,,
46494,3.28,0,1.085307931,5/3/2018,Marterer M.,-1,-50,,
51447,2.11,0,1.085291202,9/15/2020,Caruso S.,-1,-50,,
45752,1.75,1,1.085245498,2/7/2018,Jarry N.,0.75,37.5,,
46831,1.32,1,1.085241249,6/13/2018,Lopez F.,0.32,16,,
49692,1.32,1,1.085239271,7/8/2019,Goffin D.,0.32,16,,
43773,1.61,1,1.085224718,4/25/2017,Dutra Silva R.,0.61,30.5,,
52125,1.18,1,1.085222681,2/8/2021,Fritz T.,0.18,9,,
52864,1.36,1,1.085164063,5/3/2021,Karatsev A.,0.36,18,,
43386,1.37,1,1.085153593,2/28/2017,Cilic M.,0.37,18.5,,
57333,1.27,1,1.08514519,2/10/2023,Isner J.,0.27,13.5,,
44113,1.32,1,1.085128222,5/30/2017,Lorenzi P.,0.32,16,,
45047,1.73,1,1.085036359,9/19/2017,Basilashvili N.,0.73,36.5,,
47287,1.47,1,1.084910483,7/31/2018,Donaldson J.,0.47,23.5,,
47122,1.53,1,1.084907392,7/17/2018,Ramanathan R.,0.53,26.5,,
43113,6.17,0,1.084898044,2/6/2017,Lapentti G.,-1,-50,,
43261,1.65,1,1.084894651,2/17/2017,Carreno Busta P.,0.65,32.5,,
49626,1.45,1,1.084820858,7/2/2019,Kyrgios N.,0.45,22.5,,
55973,2.36,0,1.08479924,6/30/2022,Nakashima B.,-1,-50,,
48031,3.81,0,1.084794949,10/30/2018,Dzumhur D.,-1,-50,,
57173,2.59,0,1.084765234,1/16/2023,Mcdonald M.,-1,-50,,
46513,2.09,0,1.084711578,5/4/2018,Djere L.,-1,-50,,
48335,1.15,1,1.084636298,1/21/2019,Djokovic N.,0.15,7.5,,
54557,1.21,1,1.084632698,1/18/2022,Dimitrov G.,0.21,10.5,,
53180,1.71,1,1.084570212,6/5/2021,Musetti L.,0.71,35.5,,
49023,1.23,1,1.084561712,4/24/2019,Auger-Aliassime F.,0.23,11.5,,
44120,1.27,1,1.084380025,5/30/2017,Klizan M.,0.27,13.5,,
56800,1.23,1,1.084369504,10/13/2022,Murray A.,0.23,11.5,,
46128,2.72,0,1.084324818,3/12/2018,Chardy J.,-1,-50,,
49647,1.31,1,1.084304727,7/3/2019,Goffin D.,0.31,15.5,,
50354,1.97,1,1.084271701,9/30/2019,Rublev A.,0.97,48.5,,
44248,1.28,1,1.084251208,6/19/2017,Tsonga J.W.,0.28,14,,
57194,1.4,1,1.084238559,1/17/2023,Bonzi B.,0.4,20,,
50730,2.62,0,1.084231935,1/15/2020,Millman J.,-1,-50,,
44496,2.95,0,1.084212197,7/18/2017,Monteiro T.,-1,-50,,
53402,6.51,0,1.084154855,6/30/2021,Nishioka Y.,-1,-50,,
49552,1.6,1,1.084149837,6/26/2019,Tomic B.,0.6,30,,
45457,2.84,0,1.084050864,11/16/2017,Sock J.,-1,-50,,
56824,1.53,1,1.084050282,10/17/2022,Karatsev A.,0.53,26.5,,
55834,1.16,1,1.084043434,6/18/2022,Medvedev D.,0.16,8,,
54167,1.29,1,1.083996455,10/10/2021,Karatsev A.,0.29,14.5,,
50668,3.27,0,1.0839558,11/14/2019,Berrettini M. ,-1,-50,,
56196,3.11,0,1.083911648,7/29/2022,Misolic F.,-1,-50,,
48246,1.14,1,1.083841694,1/14/2019,Schwartzman D.,0.14,7,,
53494,3.05,0,1.083834062,7/13/2021,Laaksonen H.,-1,-50,,
52753,1.42,1,1.083824724,4/20/2021,Goffin D.,0.42,21,,
55932,1.16,1,1.083791207,6/28/2022,Fritz T.,0.16,8,,
54384,2.34,0,1.083710601,11/12/2021,Shapovalov D.,-1,-50,,
54870,2.08,0,1.083710102,2/17/2022,Pouille L.,-1,-50,,
43290,1.25,1,1.083677869,2/21/2017,Benneteau J.,0.25,12.5,,
48926,2.1,1,1.083642451,4/13/2019,Garin C.,1.1,55,,
45636,1.25,1,1.083624884,1/16/2018,Struff J.L.,0.25,12.5,,
55013,2.49,0,1.083610455,3/11/2022,Thompson J.,-1,-50,,
53603,1.16,1,1.083604149,7/22/2021,Isner J.,0.16,8,,
55572,4.41,0,1.083590931,5/18/2022,Coria F.,-1,-50,,
57571,1.35,1,1.083488976,3/1/2023,Rublev A.,0.35,17.5,,
53451,1.88,1,1.083455069,7/5/2021,Khachanov K.,0.88,44,,
47730,2.76,0,1.083445226,9/26/2018,Nishioka Y.,-1,-50,,
52230,1.53,1,1.083426305,2/22/2021,Popyrin A.,0.53,26.5,,
43242,1.94,1,1.083399409,2/16/2017,Harrison R.,0.94,47,,
44100,1.21,1,1.083396647,5/29/2017,Troicki V.,0.21,10.5,,
43178,1.32,1,1.083365461,2/10/2017,Dimitrov G.,0.32,16,,
51636,3.41,0,1.083341704,10/6/2020,Schwartzman D.,-1,-50,,
47098,1.12,1,1.083288975,7/9/2018,Djokovic N.,0.12,6,,
55731,1.34,1,1.083285131,6/7/2022,Fucsovics M.,0.34,17,,
48134,1.24,1,1.083207878,1/2/2019,Bautista Agut R.,0.24,12,,
48329,1.18,1,1.083201367,1/20/2019,Nadal R.,0.18,9,,
52435,6.02,0,1.083147634,3/12/2021,Ebden M.,-1,-50,,
54336,1.41,1,1.083132413,11/2/2021,Khachanov K.,0.41,20.5,,
50279,3.16,0,1.083100765,9/19/2019,Sousa J.,-1,-50,,
49663,4.46,0,1.083063196,7/4/2019,Kukushkin M.,-1,-50,,
56050,1.17,1,1.083056537,7/13/2022,Murray A.,0.17,8.5,,
56826,2.37,0,1.08304805,10/17/2022,Garin C.,-1,-50,,
45736,1.41,1,1.083041527,2/6/2018,Carballes Baena R.,0.41,20.5,,
55931,1.18,1,1.083004664,6/28/2022,Novak D.,0.18,9,,
46254,1.41,1,1.082930531,3/31/2018,Zverev A.,0.41,20.5,,
53580,1.6,1,1.082880926,7/21/2021,Gomez E.,0.6,30,,
43775,1.36,1,1.082839091,4/25/2017,Thiem D.,0.36,18,,
45585,1.73,0,1.082820194,1/10/2018,Ferrer D.,-1,-50,,
46432,2.16,0,1.082805317,4/27/2018,Carreno Busta P.,-1,-50,,
43785,3.56,0,1.082773425,4/26/2017,Chung H.,-1,-50,,
52406,1.61,1,1.08275696,3/10/2021,Federer R.,0.61,30.5,,
46300,3.85,0,1.082695011,4/13/2018,Karlovic I.,-1,-50,,
51857,1.74,1,1.082670336,11/3/2020,Kecmanovic M.,0.74,37,,
42873,2.2,0,1.082650458,1/3/2017,Melzer G.,-1,-50,,
47079,1.13,1,1.082597707,7/6/2018,Zverev A.,0.13,6.5,,
47589,1.29,1,1.082596321,8/29/2018,Anderson K.,0.29,14.5,,
47816,2.56,0,1.082546751,10/6/2018,Basilashvili N.,-1,-50,,
43398,3.28,0,1.082544963,3/1/2017,Verdasco F.,-1,-50,,
55653,1.49,1,1.082532578,5/24/2022,Molcan A.,0.49,24.5,,
49177,1.73,1,1.082493541,5/13/2019,Shapovalov D.,0.73,36.5,,
46956,3.98,0,1.082485105,6/27/2018,Cecchinato M.,-1,-50,,
45806,1.98,1,1.082466577,2/12/2018,Sela D.,0.98,49,,
52052,1.16,1,1.082413367,2/3/2021,Sinner J.,0.16,8,,
56232,1.61,1,1.082392135,8/3/2022,Dimitrov G.,0.61,30.5,,
49418,1.33,1,1.082371489,6/11/2019,Fucsovics M.,0.33,16.5,,
51489,5.88,0,1.082365077,9/22/2020,Humbert U.,-1,-50,,
45765,1.71,1,1.082268436,2/8/2018,Muller G.,0.71,35.5,,
52362,1.76,1,1.082265399,3/6/2021,Cerundolo F.,0.76,38,,
44709,2.2,1,1.082220004,8/3/2017,Medvedev D.,1.2,60,,
54759,1.25,1,1.08220425,2/9/2022,Ruud C.,0.25,12.5,,
52976,1.47,1,1.082202491,5/18/2021,Monfils G.,0.47,23.5,,
53948,1.35,1,1.082082092,9/1/2021,Alcaraz C.,0.35,17.5,,
46775,1.32,1,1.082042792,5/31/2018,Edmund K.,0.32,16,,
54281,1.32,1,1.082030462,10/27/2021,Cilic M.,0.32,16,,
47351,1.65,1,1.082008328,8/3/2018,Rublev A.,0.65,32.5,,
52140,1.34,1,1.081976377,2/9/2021,Lopez F.,0.34,17,,
46420,1.4,1,1.081969148,4/26/2018,Seppi A.,0.4,20,,
55681,2.71,0,1.081968478,5/26/2022,Mcdonald M.,-1,-50,,
47407,1.43,1,1.081953232,8/9/2018,Cilic M.,0.43,21.5,,
51349,1.34,1,1.081910576,9/3/2020,Berrettini M.,0.34,17,,
46042,1.75,0,1.081843198,3/1/2018,Thiem D.,-1,-50,,
48441,1.16,1,1.081801683,2/12/2019,Shapovalov D.,0.16,8,,
56184,1.29,1,1.081789899,7/28/2022,Mannarino A.,0.29,14.5,,
47216,1.37,1,1.081764106,7/24/2018,Fritz T.,0.37,18.5,,
47080,3,0,1.081744193,7/6/2018,Monfils G.,-1,-50,,
52750,3.6,0,1.081656337,4/20/2021,Norrie C.,-1,-50,,
46741,1.71,1,1.081588781,5/29/2018,Marterer M.,0.71,35.5,,
44204,1.32,1,1.081566935,6/13/2017,Kohlschreiber P.,0.32,16,,
52372,1.14,1,1.081531767,3/8/2021,Sinner J.,0.14,7,,
48650,2.18,0,1.081531043,2/27/2019,Kyrgios N.,-1,-50,,
55032,1.24,1,1.081526294,3/12/2022,Bautista Agut R.,0.24,12,,
47660,1.37,1,1.081503438,9/18/2018,Dzumhur D.,0.37,18.5,,
52444,1.49,1,1.081491094,3/13/2021,Garin C.,0.49,24.5,,
43176,1.44,1,1.081418904,2/10/2017,Estrella Burgos V.,0.44,22,,
51263,2,0,1.081413891,8/25/2020,Fucsovics M.,-1,-50,,
43721,2.52,0,1.081413152,4/19/2017,Schwartzman D.,-1,-50,,
54279,1.63,1,1.081385294,10/26/2021,Van De Zandschulp B.,0.63,31.5,,
55316,1.15,1,1.081372943,4/19/2022,Djere L.,0.15,7.5,,
43853,1.24,1,1.081342301,5/2/2017,Kohlschreiber P.,0.24,12,,
44864,1.44,1,1.081340222,8/20/2017,Kyrgios N.,0.44,22,,
50367,2.2,0,1.081331179,10/1/2019,Albot R.,-1,-50,,
46511,1.36,1,1.081284119,5/4/2018,Chardy J.,0.36,18,,
53197,1.17,1,1.081272584,6/9/2021,Djokovic N.,0.17,8.5,,
47862,1.33,1,1.081266713,10/11/2018,Zverev A.,0.33,16.5,,
57607,2.61,0,1.081264999,3/4/2023,Etcheverry T.,-1,-50,,
56996,2.71,0,1.081254513,11/2/2022,Paul T.,-1,-50,,
48044,2.11,0,1.081171164,10/31/2018,Dimitrov G.,-1,-50,,
47965,1.26,1,1.081167662,10/23/2018,Nishikori K.,0.26,13,,
43603,1.32,1,1.081117492,3/25/2017,Sock J.,0.32,16,,
54029,1.43,1,1.081090956,9/22/2021,Gojowczyk P.,0.43,21.5,,
48358,1.5,1,1.080994836,2/5/2019,Krajinovic F.,0.5,25,,
49182,2.04,0,1.080990579,5/13/2019,Coric B.,-1,-50,,
45031,1.36,1,1.080986076,9/9/2017,Nadal R.,0.36,18,,
55749,3.02,0,1.080971045,6/9/2022,Fucsovics M.,-1,-50,,
46101,2.8,0,1.080921267,3/10/2018,Auger-Aliassime F.,-1,-50,,
43007,1.31,1,1.080906918,1/16/2017,Zverev M.,0.31,15.5,,
45980,1.47,1,1.080874997,2/26/2018,Haase R.,0.47,23.5,,
53284,1.23,1,1.080866062,6/20/2021,Thompson J.,0.23,11.5,,
55840,1.3,1,1.080851131,6/20/2022,Griekspoor T.,0.3,15,,
53063,1.41,1,1.080799524,5/27/2021,Cecchinato M.,0.41,20.5,,
44176,1.13,1,1.080796749,6/4/2017,Djokovic N.,0.13,6.5,,
55634,4.94,0,1.080792228,5/24/2022,Gaston H.,-1,-50,,
51671,2.34,0,1.080741559,10/13/2020,Harris L.,-1,-50,,
44099,2.95,0,1.080721534,5/29/2017,Basilashvili N.,-1,-50,,
57662,3.57,0,1.080707173,3/11/2023,Molcan A.,-1,-50,,
43613,1.34,1,1.080656648,3/26/2017,Bautista Agut R.,0.34,17,,
46783,4,0,1.080653054,6/1/2018,Cecchinato M.,-1,-50,,
52408,2.71,0,1.080647922,3/10/2021,Bagnis F.,-1,-50,,
47599,1.56,1,1.080583475,8/29/2018,Fritz T.,0.56,28,,
49711,1.31,1,1.080582554,7/16/2019,Balazs A.,0.31,15.5,,
52405,1.34,1,1.080569144,3/10/2021,Basilashvili N.,0.34,17,,
48687,1.74,1,1.080541075,3/7/2019,Kohlschreiber P.,0.74,37,,
55402,1.25,1,1.080424115,4/27/2022,Kecmanovic M.,0.25,12.5,,
46881,1.3,1,1.080405575,6/19/2018,Kyrgios N.,0.3,15,,
48470,1.35,1,1.080390634,2/14/2019,Isner J.,0.35,17.5,,
54522,1.24,1,1.080325271,1/17/2022,Paul T.,0.24,12,,
50128,3.78,0,1.080314312,8/26/2019,Londero J.I.,-1,-50,,
46205,1.29,1,1.080257503,3/23/2018,Tiafoe F.,0.29,14.5,,
57521,4.81,0,1.080249787,2/26/2023,Norrie C.,-1,-50,,
49514,4.84,0,1.080246215,6/22/2019,Simon G.,-1,-50,,
47919,1.61,1,1.080239569,10/17/2018,Struff J.L.,0.61,30.5,,
43192,1.93,1,1.080232861,2/13/2017,Istomin D.,0.93,46.5,,
48586,2.22,0,1.080225689,2/23/2019,Kukushkin M.,-1,-50,,
52516,1.23,1,1.08022176,3/19/2021,Zverev A.,0.23,11.5,,
54494,1.71,1,1.080191566,1/13/2022,Karatsev A.,0.71,35.5,,
43279,1.22,1,1.08017016,2/20/2017,Schwartzman D.,0.22,11,,
46228,1.65,1,1.080125035,3/25/2018,Krajinovic F.,0.65,32.5,,
48828,1.28,1,1.080121046,3/23/2019,Tsitsipas S.,0.28,14,,
48019,1.58,1,1.080083062,10/29/2018,Gasquet R.,0.58,29,,
48702,1.52,1,1.080056763,3/8/2019,Wawrinka S.,0.52,26,,
45622,1.77,1,1.080049508,1/15/2018,Cuevas P.,0.77,38.5,,
44260,2.1,1,1.080009589,6/20/2017,Troicki V.,1.1,55,,
53323,2.06,0,1.079993994,6/23/2021,Pospisil V.,-1,-50,,
44770,1.13,1,1.079986441,8/8/2017,Bautista Agut R.,0.13,6.5,,
48292,1.12,1,1.07997694,1/16/2019,Tsitsipas S.,0.12,6,,
55335,1.17,1,1.079927638,4/20/2022,Kecmanovic M.,0.17,8.5,,
53482,1.69,1,1.079922247,7/13/2021,Molcan A.,0.69,34.5,,
57123,1.48,1,1.07990798,1/11/2023,Gasquet R.,0.48,24,,
55286,2.33,0,1.079887583,4/13/2022,Ramos-Vinolas A.,-1,-50,,
51819,2.93,0,1.079868983,10/29/2020,Dimitrov G.,-1,-50,,
55769,2.32,0,1.079781097,6/11/2022,Murray A.,-1,-50,,
46989,1.77,1,1.07977358,7/2/2018,Lorenzi P.,0.77,38.5,,
48094,1.41,1,1.079750083,12/31/2018,Millman J.,0.41,20.5,,
47925,1.56,1,1.079722613,10/18/2018,Schwartzman D.,0.56,28,,
45065,1.28,1,1.07971453,9/21/2017,Tsonga J.W.,0.28,14,,
52227,1.41,1,1.07968901,2/22/2021,Korda S.,0.41,20.5,,
52742,1.45,1,1.079684319,4/20/2021,Delbonis F.,0.45,22.5,,
47417,1.49,1,1.079671661,8/10/2018,Khachanov K.,0.49,24.5,,
57613,3.23,0,1.079661265,3/8/2023,Wu T.L.,-1,-50,,
57374,1.57,1,1.079621936,2/14/2023,Zverev A.,0.57,28.5,,
43900,1.36,1,1.079585435,5/7/2017,Carreno Busta P.,0.36,18,,
43661,1.41,1,1.079574484,4/12/2017,Verdasco F.,0.41,20.5,,
52856,2.55,0,1.079532869,5/2/2021,Bublik A.,-1,-50,,
57529,1.47,1,1.079494907,2/27/2023,Sonego L.,0.47,23.5,,
46445,2.64,0,1.079459159,4/30/2018,Daniel T.,-1,-50,,
47987,5.05,0,1.079458404,10/24/2018,Copil M.,-1,-50,,
52794,1.42,1,1.079456018,4/24/2021,Tsitsipas S.,0.42,21,,
46965,1.88,0,1.079401895,6/27/2018,Millman J.,-1,-50,,
43165,1.31,1,1.079388501,2/9/2017,Carballes Baena R.,0.31,15.5,,
56986,1.24,1,1.079386723,11/1/2022,Carreno Busta P.,0.24,12,,
56077,1.13,1,1.079352455,7/18/2022,Kovalik J.,0.13,6.5,,
46122,1.45,1,1.079320895,3/11/2018,Bautista Agut R.,0.45,22.5,,
54517,3.87,0,1.079195409,1/17/2022,Hanfmann Y.,-1,-50,,
45719,4.4,0,1.079180446,1/22/2018,Chung H.,-1,-50,,
56696,1.27,1,1.079160698,10/1/2022,Nishioka Y.,0.27,13.5,,
44809,1.99,0,1.07915633,8/14/2017,Lopez F.,-1,-50,,
47340,1.54,1,1.079149095,8/2/2018,Mannarino A.,0.54,27,,
46560,1.33,1,1.079137307,5/9/2018,Goffin D.,0.33,16.5,,
50554,1.55,1,1.079134727,10/21/2019,Fucsovics M.,0.55,27.5,,
43507,1.13,1,1.07910548,3/12/2017,Monfils G.,0.13,6.5,,
45920,1.31,1,1.079081939,2/20/2018,Isner J.,0.31,15.5,,
44749,1.47,1,1.0790798,8/6/2017,Querrey S.,0.47,23.5,,
49254,1.24,1,1.079051098,5/22/2019,Bautista Agut R.,0.24,12,,
48721,3.11,0,1.079050563,3/9/2019,Jarry N.,-1,-50,,
49831,1.59,1,1.079034106,7/24/2019,Evans D.,0.59,29.5,,
46532,1.63,1,1.078999497,5/7/2018,Dzumhur D.,0.63,31.5,,
55326,1.28,1,1.078975612,4/19/2022,Fucsovics M.,0.28,14,,
57062,1.97,0,1.078935131,1/4/2023,Martinez P.,-1,-50,,
48273,1.2,1,1.078913856,1/15/2019,Medvedev D.,0.2,10,,
56948,1.3,1,1.078883694,10/27/2022,Bublik A.,0.3,15,,
42992,1.23,1,1.078862691,1/16/2017,Sock J.,0.23,11.5,,
43518,1.48,1,1.078861466,3/13/2017,Thiem D.,0.48,24,,
53134,2.76,0,1.078826433,6/2/2021,Giron M.,-1,-50,,
48821,1.52,1,1.078774657,3/22/2019,Mannarino A.,0.52,26,,
44472,2.26,0,1.07875577,7/10/2017,Querrey S.,-1,-50,,
45335,1.28,1,1.07872964,10/21/2017,Dzumhur D.,0.28,14,,
54312,1.27,1,1.078692258,10/30/2021,Zverev A.,0.27,13.5,,
46277,1.25,1,1.078658924,4/10/2018,Pella G.,0.25,12.5,,
47947,2.5,0,1.078594409,10/20/2018,Gulbis E.,-1,-50,,
51515,1.22,1,1.078589351,9/27/2020,Schwartzman D.,0.22,11,,
48408,2.84,0,1.078518778,2/8/2019,Pella G.,-1,-50,,
47504,1.18,1,1.078511882,8/22/2018,Edmund K.,0.18,9,,
52218,1.16,1,1.078501179,2/15/2021,Nadal R.,0.16,8,,
44758,1.3,1,1.078480955,8/7/2017,Zverev M.,0.3,15,,
51363,2.1,0,1.078477106,9/3/2020,Berankis R.,-1,-50,,
49872,1.81,1,1.078447347,7/29/2019,Paul T.,0.81,40.5,,
43663,1.35,1,1.078419084,4/13/2017,Lorenzi P.,0.35,17.5,,
53280,2.41,0,1.078408495,6/19/2021,Humbert U.,-1,-50,,
56017,1.28,1,1.078401653,7/10/2022,Djokovic N.,0.28,14,,
51615,2.85,0,1.078396256,10/2/2020,Korda S.,-1,-50,,
48495,5.68,0,1.078395178,2/15/2019,Jung J.,-1,-50,,
43852,1.28,1,1.078385304,5/2/2017,Klizan M.,0.28,14,,
56804,1.14,1,1.078382774,10/13/2022,Nakashima B.,0.14,7,,
57222,1.41,1,1.078381254,1/18/2023,Cressy M.,0.41,20.5,,
54171,2.27,1,1.078346812,10/11/2021,Karatsev A.,1.27,63.5,,
56819,1.25,1,1.078253889,10/16/2022,Auger-Aliassime F.,0.25,12.5,,
44784,4.76,0,1.078189116,8/9/2017,Schwartzman D.,-1,-50,,
54631,2.31,0,1.078179496,1/26/2022,Tsitsipas S.,-1,-50,,
55094,1.44,1,1.078149078,3/23/2022,Goffin D.,0.44,22,,
44710,6.47,0,1.078133549,8/3/2017,Bhambri Y.,-1,-50,,
51378,1.17,1,1.078127555,9/5/2020,Zverev A.,0.17,8.5,,
45669,1.29,1,1.078092764,1/17/2018,Schwartzman D.,0.29,14.5,,
56786,1.29,1,1.078062096,10/11/2022,Bublik A.,0.29,14.5,,
45260,1.41,1,1.078020228,10/16/2017,Bublik A.,0.41,20.5,,
53727,1.3,1,1.078005522,8/8/2021,Sinner J.,0.3,15,,
53149,1.83,1,1.077982188,6/2/2021,Fognini F.,0.83,41.5,,
49957,1.33,1,1.077978828,8/3/2019,Tsitsipas S.,0.33,16.5,,
51696,1.16,1,1.077960079,10/15/2020,Rublev A.,0.16,8,,
47499,1.56,1,1.077890177,8/21/2018,Gojowczyk P.,0.56,28,,
50628,1.88,1,1.07787938,10/29/2019,Edmund K.,0.88,44,,
53374,1.18,1,1.077844528,6/29/2021,Schwartzman D.,0.18,9,,
54246,1.22,1,1.077808903,10/22/2021,Sinner J.,0.22,11,,
47532,1.41,1,1.077789924,8/27/2018,Norrie C.,0.41,20.5,,
52958,1.15,1,1.077774586,5/15/2021,Djokovic N.,0.15,7.5,,
48602,1.11,1,1.077718346,2/25/2019,Johnson S.,0.11,5.5,,
51510,1.65,1,1.077714981,9/25/2020,Rublev A.,0.65,32.5,,
57295,2.61,0,1.077656559,2/8/2023,Otte O.,-1,-50,,
43090,1.19,1,1.077640992,1/21/2017,Raonic M.,0.19,9.5,,
52603,1.16,1,1.077636181,3/30/2021,Medvedev D.,0.16,8,,
46085,2.5,0,1.077555447,3/9/2018,Krueger M.,-1,-50,,
50834,5.03,0,1.077537826,1/22/2020,Sandgren T.,-1,-50,,
46790,1.21,1,1.077507937,6/2/2018,Cilic M.,0.21,10.5,,
54253,2.1,1,1.077476488,10/23/2021,Karatsev A.,1.1,55,,
53650,1.63,1,1.077474106,7/28/2021,Kyrgios N.,0.63,31.5,,
42908,1.59,1,1.077464123,1/5/2017,Bedene A.,0.59,29.5,,
53102,1.26,1,1.077453382,5/31/2021,Koepfer D.,0.26,13,,
53305,1.5,1,1.07744915,6/22/2021,Bublik A.,0.5,25,,
48509,2.76,0,1.077439427,2/18/2019,Hurkacz H.,-1,-50,,
46207,1.42,1,1.07742121,3/24/2018,Carreno Busta P.,0.42,21,,
55105,3.19,0,1.077417104,3/23/2022,Cerundolo F.,-1,-50,,
43233,3.62,0,1.077415223,2/15/2017,Robredo T.,-1,-50,,
45583,2.25,0,1.07740651,1/10/2018,Chung H.,-1,-50,,
48507,1.48,1,1.077402714,2/18/2019,Kukushkin M.,0.48,24,,
46465,1.38,1,1.077339083,5/1/2018,Kohlschreiber P.,0.38,19,,
57188,3.87,0,1.077322761,1/17/2023,Jarry N.,-1,-50,,
45056,1.7,1,1.077318648,9/20/2017,Zverev M.,0.7,35,,
43982,1.42,1,1.077304227,5/16/2017,Zverev A.,0.42,21,,
48874,2.35,1,1.07725216,4/8/2019,Harrison R.,1.35,67.5,,
57023,2.11,0,1.077239916,11/15/2022,Ruud C.,-1,-50,,
54339,3.72,0,1.077226128,11/2/2021,Duckworth J.,-1,-50,,
55651,2.16,0,1.077155607,5/24/2022,Rune H.,-1,-50,,
52345,1.23,1,1.077141023,3/4/2021,Tsitsipas S.,0.23,11.5,,
55346,1.27,1,1.077139229,4/20/2022,Carreno Busta P.,0.27,13.5,,
50372,1.52,1,1.077092374,10/1/2019,Thompson J.,0.52,26,,
43657,1.66,1,1.077088101,4/12/2017,Bellucci T.,0.66,33,,
52210,5.99,0,1.077086953,2/13/2021,Fognini F.,-1,-50,,
49812,3.72,0,1.077066491,7/23/2019,Tomic B.,-1,-50,,
47684,1.76,1,1.077063489,9/20/2018,Bachinger M.,0.76,38,,
44399,1.33,1,1.077023529,7/4/2017,Sela D.,0.33,16.5,,
44480,1.21,1,1.077015851,7/12/2017,Federer R.,0.21,10.5,,
46137,1.21,1,1.076997522,3/13/2018,Del Potro J.M.,0.21,10.5,,
44209,1.53,1,1.07695798,6/13/2017,Benneteau J.,0.53,26.5,,
47456,1.16,1,1.07693972,8/15/2018,Cilic M.,0.16,8,,
45702,1.25,1,1.076919777,1/19/2018,Edmund K.,0.25,12.5,,
54533,3.47,0,1.076910425,1/17/2022,Vukic A.,-1,-50,,
49377,1.32,1,1.076870728,5/31/2019,Nishikori K.,0.32,16,,
43874,2.27,0,1.076857863,5/4/2017,Troicki V.,-1,-50,,
57655,2.54,0,1.07683937,3/10/2023,Garin C.,-1,-50,,
48066,1.12,1,1.076794004,11/12/2018,Djokovic N.,0.12,6,,
44485,1.25,1,1.076778142,7/16/2017,Federer R.,0.25,12.5,,
51191,1.62,1,1.07674026,2/27/2020,Monteiro T.,0.62,31,,
