match,PSW,win0,confidence0,date,winner,,,correct pred?,
44618,1.88,0,1.131599085,7/27/2017,Khachanov K.,-1,-50,,
54273,1.71,1,1.131498779,10/26/2021,Novak D.,0.71,35.5,,
44218,1.6,1,1.131407944,6/14/2017,Pouille L.,0.6,30,,
57172,1.42,1,1.131381303,1/16/2023,Griekspoor T.,0.42,21,,
47245,1.24,1,1.131354396,7/26/2018,Bagnis F.,0.24,12,,
55830,1.42,1,1.131316093,6/17/2022,Cilic M.,0.42,21,,
46113,3.64,0,1.131283306,3/11/2018,Sela D.,-1,-50,,
48032,1.65,1,1.131253462,10/30/2018,Raonic M.,0.65,32.5,,
44508,1.35,1,1.131245604,7/18/2017,Vesely J.,0.35,17.5,,
55420,2.81,0,1.131188089,4/29/2022,Tiafoe F.,-1,-50,,
56613,2.85,0,1.131169705,9/23/2022,Sonego L.,-1,-50,,
47833,1.64,1,1.131162586,10/8/2018,Bautista Agut R.,0.64,32,,
44102,3.44,0,1.131152765,5/29/2017,Vesely J.,-1,-50,,
50791,1.3,1,1.13107892,1/21/2020,Munar J.,0.3,15,,
44575,2.46,0,1.131022866,7/24/2017,Lacko L.,-1,-50,,
45451,1.45,1,1.131008984,11/13/2017,Dimitrov G.,0.45,22.5,,
48092,1.23,1,1.131001875,12/31/2018,Raonic M.,0.23,11.5,,
51684,2.07,0,1.130966171,10/14/2020,Moutet C.,-1,-50,,
51154,1.23,1,1.130931745,2/25/2020,Krajinovic F.,0.23,11.5,,
52902,1.54,1,1.130834893,5/7/2021,Berrettini M.,0.54,27,,
43586,1.8,0,1.130798112,3/24/2017,Fognini F.,-1,-50,,
47157,1.24,1,1.130781679,7/19/2018,Fognini F.,0.24,12,,
51801,4.23,0,1.130774657,10/27/2020,Garin C.,-1,-50,,
50381,3.73,0,1.130737289,10/1/2019,Querrey S.,-1,-50,,
45721,4.18,0,1.13072634,1/23/2018,Cilic M.,-1,-50,,
50880,1.53,1,1.130716896,1/31/2020,Thiem D.,0.53,26.5,,
50871,1.34,1,1.130675113,1/27/2020,Thiem D.,0.34,17,,
48937,1.51,1,1.13065472,4/15/2019,Sonego L.,0.51,25.5,,
50432,1.81,1,1.130649569,10/8/2019,Fognini F.,0.81,40.5,,
49210,1.34,1,1.130639628,5/16/2019,Nishikori K.,0.34,17,,
44605,1.47,1,1.13060879,7/26/2017,Gulbis E.,0.47,23.5,,
57636,1.53,1,1.130595267,3/9/2023,Draper J.,0.53,26.5,,
49403,1.22,1,1.130567565,6/9/2019,Nadal R.,0.22,11,,
55462,2.4,0,1.130548883,5/4/2022,Dimitrov G.,-1,-50,,
54836,1.48,1,1.130450892,2/15/2022,Herbert P.H.,0.48,24,,
47778,1.51,1,1.130394199,10/2/2018,Berrettini M.,0.51,25.5,,
51485,1.66,1,1.130389823,9/21/2020,Paul T.,0.66,33,,
44026,1.26,1,1.130373226,5/23/2017,Berlocq C.,0.26,13,,
45222,1.39,1,1.130345274,10/10/2017,Querrey S.,0.39,19.5,,
54360,1.51,1,1.130335029,11/7/2021,Fucsovics M.,0.51,25.5,,
44332,1.44,1,1.13033244,6/28/2017,Young D.,0.44,22,,
55379,1.54,1,1.130252266,4/25/2022,Rune H.,0.54,27,,
56086,2.28,0,1.130245501,7/19/2022,Griekspoor T.,-1,-50,,
50785,2.39,0,1.130244335,1/21/2020,Martinez P.,-1,-50,,
47347,1.81,0,1.130233452,8/3/2018,Goffin D.,-1,-50,,
56314,1.36,1,1.130220849,8/10/2022,Ruud C.,0.36,18,,
49954,3.78,0,1.130143769,8/2/2019,Gojowczyk P.,-1,-50,,
57128,1.5,1,1.130105168,1/11/2023,Davidovich Fokina A.,0.5,25,,
47986,1.95,1,1.130072808,10/24/2018,Lajovic D.,0.95,47.5,,
47691,2.56,0,1.130050074,9/21/2018,Klizan M.,-1,-50,,
51866,1.72,1,1.130008749,11/3/2020,Sonego L.,0.72,36,,
50937,1.36,1,1.129997905,2/6/2020,Goffin D.,0.36,18,,
53306,3.08,0,1.129921732,6/22/2021,Purcell M.,-1,-50,,
57160,1.57,1,1.129894897,1/16/2023,Daniel T.,0.57,28.5,,
45257,2.23,0,1.129860662,10/15/2017,Federer R.,-1,-50,,
43614,1.29,1,1.129850164,3/26/2017,Nishikori K.,0.29,14.5,,
55863,1.74,1,1.129799405,6/22/2022,Griekspoor T.,0.74,37,,
52636,2.46,0,1.129784975,4/6/2021,Millman J.,-1,-50,,
52790,1.29,1,1.129762773,4/23/2021,Tsitsipas S.,0.29,14.5,,
52276,4.26,0,1.129739298,2/25/2021,Ebden M.,-1,-50,,
45876,1.56,1,1.129734482,2/16/2018,Monfils G.,0.56,28,,
49108,1.56,1,1.129646639,5/4/2019,Cuevas P.,0.56,28,,
53472,1.34,1,1.129631996,7/12/2021,Seyboth Wild T.,0.34,17,,
54356,1.43,1,1.129619569,11/5/2021,Zverev A.,0.43,21.5,,
56302,1.65,1,1.12948521,8/9/2022,Cressy M.,0.65,32.5,,
54978,1.31,1,1.12947663,2/24/2022,Paul T.,0.31,15.5,,
55856,2.62,0,1.129447035,6/21/2022,Peniston R.,-1,-50,,
53586,4.54,0,1.129415384,7/21/2021,Gaston H.,-1,-50,,
43427,3.37,0,1.129354433,3/2/2017,Verdasco F.,-1,-50,,
56648,1.47,1,1.129339487,9/27/2022,Mcdonald M.,0.47,23.5,,
57450,1.74,1,1.129307131,2/20/2023,Murray A.,0.74,37,,
43118,3.46,0,1.129274778,2/7/2017,Ebden M.,-1,-50,,
51479,2.03,1,1.129266085,9/19/2020,Shapovalov D.,1.03,51.5,,
51454,1.36,1,1.129248217,9/16/2020,Krajinovic F.,0.36,18,,
45400,3.24,0,1.129229091,10/29/2017,Pouille L.,-1,-50,,
50376,2.5,0,1.129214702,10/1/2019,Murray A.,-1,-50,,
53161,1.32,1,1.129179433,6/3/2021,Schwartzman D.,0.32,16,,
45763,1.39,1,1.129143942,2/7/2018,Goffin D.,0.39,19.5,,
46251,2.9,0,1.129138406,3/29/2018,Carreno Busta P.,-1,-50,,
53084,3.4,0,1.129060595,5/30/2021,Pella G.,-1,-50,,
56845,1.68,1,1.129060561,10/19/2022,Guinard M.,0.68,34,,
45225,2.23,0,1.129057379,10/10/2017,Bedene A.,-1,-50,,
51981,4.05,0,1.129052958,1/11/2021,Bublik A.,-1,-50,,
51198,1.41,1,1.129029382,2/27/2020,Tsitsipas S.,0.41,20.5,,
50728,1.39,1,1.128976915,1/15/2020,Humbert U.,0.39,19.5,,
56674,2.19,0,1.128945623,9/29/2022,Kovacevic A.,-1,-50,,
52184,1.49,1,1.12892569,2/11/2021,Fognini F.,0.49,24.5,,
53986,1.54,1,1.128921032,9/5/2021,Opelka R.,0.54,27,,
44270,1.76,1,1.128909713,6/20/2017,Haase R.,0.76,38,,
46878,1.38,1,1.128840942,6/19/2018,Edmund K.,0.38,19,,
54234,1.65,1,1.128824616,10/20/2021,Davidovich Fokina A.,0.65,32.5,,
56676,1.69,1,1.128798267,9/29/2022,Nishioka Y.,0.69,34.5,,
54644,3.03,0,1.128767125,2/1/2022,Dzumhur D.,-1,-50,,
44804,3.54,0,1.128743361,8/13/2017,Zverev A.,-1,-50,,
51410,1.28,1,1.128706251,9/9/2020,Medvedev D.,0.28,14,,
56938,2.76,0,1.128705782,10/27/2022,Coric B.,-1,-50,,
50743,2.33,0,1.128650938,1/16/2020,Paire B.,-1,-50,,
51991,1.22,1,1.128624975,1/13/2021,De Minaur A.,0.22,11,,
57447,1.84,1,1.128617719,2/20/2023,Kubler J.,0.84,42,,
49784,1.54,1,1.128605729,7/22/2019,Vesely J.,0.54,27,,
43583,3.64,0,1.128534938,3/24/2017,Chardy J.,-1,-50,,
52483,2.51,0,1.128519082,3/17/2021,Chardy J.,-1,-50,,
57156,3.61,0,1.128519016,1/16/2023,Harris L.,-1,-50,,
53561,2.31,0,1.128470736,7/20/2021,Zapata Miralles B.,-1,-50,,
56598,1.5,1,1.128436772,9/22/2022,Galan D.E.,0.5,25,,
46152,2.56,0,1.128320994,3/15/2018,Coric B.,-1,-50,,
47258,1.35,1,1.128303711,7/27/2018,Bautista Agut R.,0.35,17.5,,
54797,1.65,1,1.128227189,2/12/2022,Schwartzman D.,0.65,32.5,,
51854,1.96,1,1.128226582,11/3/2020,Carreno Busta P.,0.96,48,,
48783,2.3,0,1.12821144,3/20/2019,Delbonis F.,-1,-50,,
43229,1.43,1,1.128191548,2/15/2017,Tsonga J.W.,0.43,21.5,,
46109,3.41,0,1.128114116,3/11/2018,Bhambri Y.,-1,-50,,
51867,1.42,1,1.128096332,11/4/2020,Wawrinka S.,0.42,21,,
45579,1.74,1,1.128065633,1/10/2018,Haase R.,0.74,37,,
53587,1.29,1,1.127989734,7/21/2021,Djere L.,0.29,14.5,,
51659,2.02,0,1.127958019,10/13/2020,Carballes Baena R.,-1,-50,,
54697,1.65,1,1.127951442,2/4/2022,Ymer M.,0.65,32.5,,
54684,3.54,0,1.127902035,2/3/2022,Ymer E.,-1,-50,,
56391,3.69,0,1.127896339,8/20/2022,Norrie C.,-1,-50,,
44025,1.42,1,1.127893876,5/23/2017,Edmund K.,0.42,21,,
48640,1.76,1,1.127843823,2/27/2019,Ruud C.,0.76,38,,
51810,1.41,1,1.127807848,10/28/2020,Paul T.,0.41,20.5,,
50644,2.14,0,1.127803707,10/30/2019,Dimitrov G.,-1,-50,,
52442,2.32,0,1.127740123,3/13/2021,Herbert P.H.,-1,-50,,
50631,1.87,1,1.127690636,10/29/2019,Moutet C.,0.87,43.5,,
46745,1.31,1,1.127670535,5/29/2018,Fabbiano T.,0.31,15.5,,
50119,2.58,0,1.127560306,8/24/2019,Paire B.,-1,-50,,
56954,1.35,1,1.127536661,10/28/2022,Rune H.,0.35,17.5,,
52264,1.98,0,1.127510167,2/24/2021,Marcora R.,-1,-50,,
45676,1.58,1,1.127501166,1/17/2018,Seppi A.,0.58,29,,
44671,1.49,1,1.127479747,8/1/2017,Medvedev D.,0.49,24.5,,
43994,2.28,0,1.127468978,5/17/2017,Querrey S.,-1,-50,,
55213,2.05,1,1.127442921,4/6/2022,Kopriva V.,1.05,52.5,,
46719,1.5,1,1.127244128,5/28/2018,Gulbis E.,0.5,25,,
55313,1.44,1,1.127211342,4/18/2022,Coria F.,0.44,22,,
47485,1.59,1,1.127209292,8/20/2018,Struff J.L.,0.59,29.5,,
51010,1.71,1,1.127099695,2/13/2020,Cuevas P.,0.71,35.5,,
52394,1.76,1,1.126970715,3/9/2021,Fucsovics M.,0.76,38,,
49348,1.54,1,1.126950341,5/29/2019,Wawrinka S.,0.54,27,,
46114,1.77,1,1.126923394,3/11/2018,Monfils G.,0.77,38.5,,
45814,1.32,1,1.126872849,2/12/2018,Bellucci T.,0.32,16,,
44720,1.49,1,1.126864871,8/3/2017,Mannarino A.,0.49,24.5,,
46791,1.36,1,1.126840296,6/2/2018,Goffin D.,0.36,18,,
49924,2.64,0,1.126818787,7/31/2019,Londero J.I.,-1,-50,,
56357,2.2,0,1.126685157,8/16/2022,Shapovalov D.,-1,-50,,
45077,2.54,0,1.126670197,9/22/2017,Paire B.,-1,-50,,
52863,1.74,1,1.126640253,5/3/2021,Evans D.,0.74,37,,
54717,1.65,1,1.126538134,2/7/2022,Mcdonald M.,0.65,32.5,,
51822,1.31,1,1.126520565,10/29/2020,Evans D.,0.31,15.5,,
50234,3.04,0,1.126473272,9/1/2019,Dimitrov G.,-1,-50,,
50784,1.25,1,1.126452067,1/21/2020,Isner J.,0.25,12.5,,
48903,1.71,1,1.126428148,4/10/2019,Garin C.,0.71,35.5,,
45493,1.78,0,1.126418536,1/2/2018,Ivashka I.,-1,-50,,
54413,2.66,0,1.126390144,1/4/2022,Moutet C.,-1,-50,,
54874,2.49,1,1.126331867,2/17/2022,Millman J.,1.49,74.5,,
50101,1.45,1,1.126318568,8/20/2019,Popyrin A.,0.45,22.5,,
55385,4.07,0,1.126298746,4/26/2022,Cressy M.,-1,-50,,
46019,2.98,0,1.126276663,2/28/2018,Jaziri M.,-1,-50,,
56533,1.24,1,1.126267282,9/1/2022,Khachanov K.,0.24,12,,
53185,1.23,1,1.126244454,6/6/2021,Zverev A.,0.23,11.5,,
55585,1.6,1,1.126230812,5/19/2022,Guinard M.,0.6,30,,
43138,1.88,0,1.126200959,2/8/2017,Bellucci T.,-1,-50,,
52468,1.42,1,1.126156536,3/16/2021,Sinner J.,0.42,21,,
46089,1.58,1,1.126148465,3/9/2018,Verdasco F.,0.58,29,,
50192,1.26,1,1.126101047,8/29/2019,Schwartzman D.,0.26,13,,
47227,1.29,1,1.126092297,7/25/2018,Lopez F.,0.29,14.5,,
47941,2.37,0,1.126060955,10/19/2018,Fognini F.,-1,-50,,
55493,2.31,0,1.126032162,5/9/2022,Paul T.,-1,-50,,
47595,1.56,1,1.126030749,8/29/2018,Thiem D.,0.56,28,,
46984,1.22,1,1.125908409,7/2/2018,Tsitsipas S.,0.22,11,,
43086,1.81,0,1.125856093,1/20/2017,Seppi A.,-1,-50,,
48741,1.3,1,1.125849531,3/10/2019,Thiem D.,0.3,15,,
44873,1.36,1,1.125844515,8/21/2017,Young D.,0.36,18,,
54543,1.36,1,1.125822547,1/18/2022,Daniel T.,0.36,18,,
46001,1.29,1,1.125822139,2/27/2018,Kicker N.,0.29,14.5,,
57393,1.99,1,1.125790939,2/15/2023,Mcdonald M.,0.99,49.5,,
50309,1.53,1,1.125771893,9/23/2019,Norrie C.,0.53,26.5,,
47519,2.35,0,1.125699888,8/23/2018,Carreno Busta P.,-1,-50,,
47511,2.61,0,1.125694119,8/22/2018,Andreozzi G.,-1,-50,,
56228,1.95,0,1.12568888,8/2/2022,Korda S.,-1,-50,,
53377,1.22,1,1.125687171,6/30/2021,Bonzi B.,0.22,11,,
48934,1.68,1,1.125677066,4/14/2019,Garin C.,0.68,34,,
55981,1.79,1,1.12564123,6/30/2022,Van De Zandschulp B.,0.79,39.5,,
48410,1.42,1,1.125641184,2/8/2019,Berdych T.,0.42,21,,
55465,1.33,1,1.125623118,5/4/2022,Nadal R.,0.33,16.5,,
56361,1.76,1,1.125605772,8/16/2022,Korda S.,0.76,38,,
56031,1.69,1,1.125592269,7/12/2022,Eubanks C.,0.69,34.5,,
54168,1.66,1,1.125559089,10/10/2021,Paul T.,0.66,33,,
55760,3.6,0,1.12552281,6/9/2022,Gaston H.,-1,-50,,
57581,1.18,1,1.125518289,3/2/2023,Djere L.,0.18,9,,
44764,2.52,0,1.125425758,8/8/2017,Carreno Busta P.,-1,-50,,
47813,2.19,0,1.125413242,10/5/2018,Gasquet R.,-1,-50,,
47128,1.74,1,1.125404505,7/17/2018,Millman J.,0.74,37,,
51179,1.48,1,1.125382015,2/26/2020,Delbonis F.,0.48,24,,
47545,1.7,1,1.125378823,8/27/2018,Pella G.,0.7,35,,
50583,1.53,1,1.125307345,10/23/2019,Goffin D.,0.53,26.5,,
49273,1.46,1,1.12530316,5/24/2019,Zverev A.,0.46,23,,
45122,1.42,1,1.125298615,9/28/2017,Dolgopolov O.,0.42,21,,
48514,2.1,1,1.125290251,2/19/2019,Gojowczyk P.,1.1,55,,
47916,1.58,1,1.125289162,10/17/2018,Caruso S.,0.58,29,,
53881,1.25,1,1.12523427,8/30/2021,Popyrin A.,0.25,12.5,,
46590,1.74,1,1.125222018,5/14/2018,Kohlschreiber P.,0.74,37,,
45825,1.9,1,1.12506195,2/13/2018,Medvedev D.,0.9,45,,
54004,1.46,1,1.125056463,9/20/2021,Kecmanovic M.,0.46,23,,
54896,2.18,0,1.124956718,2/19/2022,Cerundolo F.,-1,-50,,
46939,1.24,1,1.124935175,6/25/2018,Lajovic D.,0.24,12,,
51456,3.2,0,1.124916184,9/16/2020,Travaglia S.,-1,-50,,
44878,2.24,0,1.124890794,8/22/2017,Fucsovics M.,-1,-50,,
52321,1.24,1,1.124880006,3/2/2021,De Minaur A.,0.24,12,,
51127,1.42,1,1.124812209,2/23/2020,Mager G.,0.42,21,,
45097,3.9,0,1.124555058,9/26/2017,Zhang Zh.,-1,-50,,
51513,1.31,1,1.124543984,9/26/2020,Tsitsipas S.,0.31,15.5,,
49797,2.04,0,1.124517141,7/23/2019,Moroni G.,-1,-50,,
45630,1.77,1,1.124508946,1/15/2018,Shapovalov D.,0.77,38.5,,
42946,1.68,1,1.124477935,1/10/2017,Granollers M.,0.68,34,,
55860,1.52,1,1.124466713,6/21/2022,Evans D.,0.52,26,,
48012,1.53,1,1.124434308,10/27/2018,Anderson K.,0.53,26.5,,
44582,1.31,1,1.12433933,7/25/2017,Haase R.,0.31,15.5,,
50449,1.52,1,1.124324809,10/9/2019,Rublev A.,0.52,26,,
55174,1.72,1,1.124322797,3/29/2022,Ruud C.,0.72,36,,
49370,1.6,1,1.124322685,5/30/2019,Cuevas P.,0.6,30,,
45185,1.25,1,1.124320201,10/5/2017,Zverev A.,0.25,12.5,,
46422,1.79,1,1.124301299,4/26/2018,Goffin D.,0.79,39.5,,
48316,1.26,1,1.124286747,1/18/2019,Berdych T.,0.26,13,,
50800,1.44,1,1.124241183,1/21/2020,Paire B.,0.44,22,,
48318,2.06,1,1.12423769,1/18/2019,Tiafoe F.,1.06,53,,
44065,1.56,1,1.124231209,5/28/2017,Bellucci T.,0.56,28,,
56864,1.37,1,1.124211534,10/20/2022,Thiem D.,0.37,18.5,,
50549,1.5,1,1.124203946,10/20/2019,Rublev A.,0.5,25,,
56431,1.35,1,1.124151583,8/24/2022,Sonego L.,0.35,17.5,,
53072,2.65,0,1.124020494,5/30/2021,Van De Zandschulp B.,-1,-50,,
52185,2.48,0,1.123994605,2/11/2021,Albot R.,-1,-50,,
46889,2.46,1,1.123985035,6/19/2018,Tsitsipas S.,1.46,73,,
47242,2.75,0,1.123950869,7/26/2018,Baghdatis M.,-1,-50,,
50619,2.09,1,1.123915401,10/28/2019,Verdasco F.,1.09,54.5,,
55148,1.25,1,1.123888844,3/26/2022,Bautista Agut R.,0.25,12.5,,
56901,1.35,1,1.123884182,10/24/2022,Fritz T.,0.35,17.5,,
55250,1.51,1,1.123859601,4/10/2022,Dimitrov G.,0.51,25.5,,
48224,2.43,0,1.123841996,1/14/2019,Ebden M.,-1,-50,,
43502,1.88,0,1.123767326,3/12/2017,Ramos-Vinolas A.,-1,-50,,
56486,1.38,1,1.123670242,8/30/2022,Kwon S.W.,0.38,19,,
45714,1.23,1,1.123611947,1/21/2018,Cilic M.,0.23,11.5,,
46970,4.28,0,1.123604027,6/28/2018,Kukushkin M.,-1,-50,,
52358,1.49,1,1.123589587,3/5/2021,Fucsovics M.,0.49,24.5,,
52012,1.45,1,1.123574112,2/1/2021,Travaglia S.,0.45,22.5,,
43541,3.19,0,1.123524034,3/17/2017,Sock J.,-1,-50,,
43033,1.38,1,1.123509893,1/17/2017,Muller G.,0.38,19,,
46157,1.26,1,1.123461732,3/16/2018,Del Potro J.M.,0.26,13,,
53787,1.61,1,1.123441353,8/17/2021,Bublik A.,0.61,30.5,,
54689,1.24,1,1.123439188,2/3/2022,Ruusuvuori E.,0.24,12,,
54122,1.56,1,1.123418728,10/8/2021,Anderson K.,0.56,28,,
51719,3.24,0,1.123362768,10/17/2020,Coric B.,-1,-50,,
53660,2.17,0,1.123359271,7/28/2021,Kovalik J.,-1,-50,,
57080,3.07,0,1.123341137,1/5/2023,Griekspoor T.,-1,-50,,
54393,1.67,0,1.12332255,11/17/2021,Ruud C.,-1,-50,,
43953,1.43,1,1.123312023,5/13/2017,Thiem D.,0.43,21.5,,
55590,2.2,0,1.123307064,5/20/2022,Molcan A.,-1,-50,,
43355,1.88,1,1.123296968,2/25/2017,Tsonga J.W.,0.88,44,,
55188,1.37,1,1.123252749,4/3/2022,Alcaraz C.,0.37,18.5,,
47104,2.15,1,1.12322134,7/13/2018,Anderson K.,1.15,57.5,,
48499,1.6,1,1.123114824,2/16/2019,Cecchinato M.,0.6,30,,
43407,2.32,0,1.123078158,3/1/2017,Pella G.,-1,-50,,
53970,1.43,1,1.123067144,9/3/2021,Van De Zandschulp B.,0.43,21.5,,
45948,1.41,1,1.122997252,2/22/2018,Cuevas P.,0.41,20.5,,
50295,1.66,1,1.122956707,9/20/2019,Coric B.,0.66,33,,
43037,1.9,0,1.122922685,1/17/2017,Berlocq C.,-1,-50,,
48867,1.81,0,1.122883385,3/27/2019,Isner J.,-1,-50,,
57101,1.23,1,1.122843923,1/9/2023,Giron M.,0.23,11.5,,
50047,2.64,0,1.122803199,8/14/2019,Pouille L.,-1,-50,,
45554,1.35,1,1.122791864,1/8/2018,Shapovalov D.,0.35,17.5,,
45517,3.85,0,1.122662785,1/3/2018,Simon G.,-1,-50,,
57434,1.67,1,1.12265188,2/19/2023,Medvedev D.,0.67,33.5,,
51863,1.53,1,1.12263951,11/3/2020,Wawrinka S.,0.53,26.5,,
48722,3.72,0,1.122626692,3/9/2019,Carballes Baena R.,-1,-50,,
44590,1.74,1,1.1226134,7/25/2017,Gojowczyk P.,0.74,37,,
49893,1.53,1,1.122595333,7/30/2019,Thompson J.,0.53,26.5,,
43855,4.22,0,1.122532664,5/3/2017,Hanfmann Y.,-1,-50,,
57490,1.39,1,1.122529777,2/23/2023,Murray A.,0.39,19.5,,
50173,1.47,1,1.122519525,8/27/2019,Zverev A.,0.47,23.5,,
49235,1.68,1,1.122517576,5/20/2019,Daniel T.,0.68,34,,
56550,1.51,1,1.122458299,9/3/2022,Ivashka I.,0.51,25.5,,
48272,1.89,1,1.122444855,1/15/2019,Mayer L.,0.89,44.5,,
53912,2.17,0,1.122426592,8/31/2021,Sock J.,-1,-50,,
46497,1.28,1,1.122359532,5/3/2018,Jarry N.,0.28,14,,
56463,1.29,1,1.122315274,8/29/2022,Wu Y.,0.29,14.5,,
49480,1.71,0,1.12231255,6/19/2019,Wawrinka S.,-1,-50,,
46237,1.54,1,1.122277175,3/26/2018,Anderson K.,0.54,27,,
45779,1.71,1,1.122275032,2/8/2018,Monteiro T.,0.71,35.5,,
56114,1.59,1,1.122229403,7/21/2022,Jarry N.,0.59,29.5,,
53617,2.45,0,1.122212335,7/23/2021,Kopriva V.,-1,-50,,
51648,1.61,1,1.122156328,10/12/2020,Musetti L.,0.61,30.5,,
53366,1.4,1,1.122078276,6/29/2021,Gerasimov E.,0.4,20,,
55574,1.61,1,1.12206575,5/18/2022,Kokkinakis T.,0.61,30.5,,
55414,1.38,1,1.122061393,4/28/2022,Auger-Aliassime F.,0.38,19,,
43453,2.46,0,1.12201807,3/9/2017,Kukushkin M.,-1,-50,,
48295,1.24,1,1.121931271,1/16/2019,Verdasco F.,0.24,12,,
44331,5,0,1.121913095,6/28/2017,Lajovic D.,-1,-50,,
45450,4.41,0,1.12191279,11/13/2017,Goffin D.,-1,-50,,
53848,1.4,1,1.121899998,8/24/2021,Struff J.L.,0.4,20,,
44340,2.5,0,1.121880039,6/29/2017,Gasquet R.,-1,-50,,
54789,2.07,0,1.121846287,2/11/2022,Lehecka J.,-1,-50,,
46746,2.52,0,1.121835328,5/29/2018,Hurkacz H.,-1,-50,,
57193,1.41,1,1.12182756,1/17/2023,Dimitrov G.,0.41,20.5,,
43847,1.53,1,1.121815863,5/2/2017,Daniel T.,0.53,26.5,,
52022,2.52,0,1.121758959,2/2/2021,Duckworth J.,-1,-50,,
46173,1.87,0,1.121722442,3/21/2018,Vesely J.,-1,-50,,
52702,1.27,1,1.121704658,4/14/2021,Bautista Agut R.,0.27,13.5,,
45934,2.69,0,1.121703445,2/21/2018,Benneteau J.,-1,-50,,
50621,2.56,0,1.121693911,10/28/2019,Albot R.,-1,-50,,
56058,1.51,1,1.121670417,7/14/2022,Cressy M.,0.51,25.5,,
50218,1.32,1,1.121653319,8/30/2019,Goffin D.,0.32,16,,
54867,1.46,1,1.121639824,2/17/2022,Schwartzman D.,0.46,23,,
55826,1.33,1,1.121605129,6/17/2022,Medvedev D.,0.33,16.5,,
51750,1.25,1,1.121589903,10/21/2020,Auger-Aliassime F.,0.25,12.5,,
51532,1.29,1,1.121561928,9/27/2020,Isner J.,0.29,14.5,,
47495,1.32,1,1.121466699,8/21/2018,Chung H.,0.32,16,,
46169,2.2,0,1.121426374,3/21/2018,Marterer M.,-1,-50,,
43154,1.43,1,1.121282111,2/9/2017,Chardy J.,0.43,21.5,,
54889,1.98,0,1.121250847,2/18/2022,Norrie C.,-1,-50,,
53380,1.71,1,1.121163587,6/30/2021,Johnson S.,0.71,35.5,,
44939,1.96,0,1.121160357,8/30/2017,Zverev M.,-1,-50,,
55253,1.53,1,1.121141039,4/11/2022,Ramos-Vinolas A.,0.53,26.5,,
50109,1.31,1,1.120980061,8/21/2019,Rublev A.,0.31,15.5,,
44592,2.53,0,1.120970909,7/25/2017,Millman J.,-1,-50,,
47087,1.27,1,1.120948664,7/7/2018,Djokovic N.,0.27,13.5,,
52630,2.58,0,1.120924559,4/6/2021,Ivashka I.,-1,-50,,
43937,1.71,1,1.120856934,5/10/2017,Nishikori K.,0.71,35.5,,
51338,1.6,1,1.120852852,9/2/2020,Tiafoe F.,0.6,30,,
49852,4.11,0,1.120834011,7/26/2019,Sousa J.,-1,-50,,
54828,2.24,0,1.120809437,2/15/2022,Safiullin R.,-1,-50,,
43968,1.35,1,1.120783759,5/15/2017,Struff J.L.,0.35,17.5,,
52691,1.3,1,1.120719314,4/13/2021,Hurkacz H.,0.3,15,,
49530,1.64,1,1.120650495,6/24/2019,Carballes Baena R.,0.64,32,,
47096,1.57,1,1.120553585,7/9/2018,Anderson K.,0.57,28.5,,
55851,4.11,0,1.120528356,6/21/2022,Baez S.,-1,-50,,
55763,1.4,1,1.120525789,6/10/2022,Auger-Aliassime F.,0.4,20,,
49786,1.78,1,1.120488218,7/22/2019,Fabbiano T.,0.78,39,,
51567,1.41,1,1.120470417,9/29/2020,Balazs A.,0.41,20.5,,
56317,3.18,0,1.120443031,8/10/2022,Ramos-Vinolas A.,-1,-50,,
49340,1.32,1,1.120332673,5/28/2019,Nishioka Y.,0.32,16,,
46123,2.11,0,1.120292634,3/11/2018,Herbert P.H.,-1,-50,,
47164,1.95,1,1.12025924,7/19/2018,Smyczek T.,0.95,47.5,,
49941,1.41,1,1.120254115,8/1/2019,Kwon S.W.,0.41,20.5,,
50796,1.81,1,1.120233411,1/21/2020,Davidovich Fokina A.,0.81,40.5,,
51124,1.69,1,1.120157098,2/22/2020,Auger-Aliassime F.,0.69,34.5,,
54771,1.9,0,1.120048157,2/10/2022,Sonego L.,-1,-50,,
45418,1.48,1,1.120012754,10/31/2017,Schwartzman D.,0.48,24,,
44014,1.67,1,1.119989702,5/22/2017,Istomin D.,0.67,33.5,,
50442,1.72,1,1.119876192,10/8/2019,Rublev A.,0.72,36,,
54435,1.46,1,1.119869283,1/6/2022,Ruusuvuori E.,0.46,23,,
54031,2.45,0,1.119833726,9/22/2021,Rune H.,-1,-50,,
54848,1.47,1,1.119830113,2/16/2022,Karatsev A.,0.47,23.5,,
45459,1.24,1,1.119822773,11/17/2017,Dimitrov G.,0.24,12,,
48299,5.03,0,1.119809812,1/17/2019,Popyrin A.,-1,-50,,
47688,3.23,0,1.119805598,9/20/2018,Albot R.,-1,-50,,
50341,2.17,0,1.11980448,9/26/2019,Dzumhur D.,-1,-50,,
56535,1.63,1,1.119789972,9/2/2022,Carreno Busta P.,0.63,31.5,,
48491,1.43,1,1.119788021,2/15/2019,Schwartzman D.,0.43,21.5,,
53058,1.48,1,1.119748008,5/27/2021,Delbonis F.,0.48,24,,
54182,2.98,0,1.119725055,10/12/2021,Fritz T.,-1,-50,,
53031,1.31,1,1.119685504,5/25/2021,Martinez P.,0.31,15.5,,
43070,1.24,1,1.119583443,1/19/2017,Raonic M.,0.24,12,,
46356,1.49,1,1.119506892,4/19/2018,Cilic M.,0.49,24.5,,
