match,PSW,win0,confidence0,date,winner,,,,,,,
57910,2.02,0,1.029294062,3/27/2023,Gaio F.,,,,,,,
46106,3.06,0,1.029273751,3/10/2018,Sela D.,,,,,,,
45855,1.26,1,1.0292696,2/15/2018,Haase R.,,,,,,,
39875,1.31,1,1.029263673,9/30/2015,Karlovic I.,,,,,,,
48048,3.74,0,1.029258252,10/31/2018,Sock J.,,,,,,,
53446,1.42,1,1.029246046,7/3/2021,Sonego L.,,,,,,,
29941,1.38,1,1.029214425,1/11/2012,Baghdatis M.,,,,,,,
33040,2.33,0,1.029214309,2/27/2013,Kuznetsov An.,,,,,,,
51843,1.16,1,1.029213079,11/2/2020,De Minaur A.,,,,,,,
44234,1.48,1,1.029212409,6/16/2017,Karlovic I.,,,,,,,
36224,1.09,1,1.029210722,5/25/2014,Raonic M.,,,,,,,
48077,1.12,1,1.029208736,11/17/2018,Djokovic N.,,,,,,,
48670,1.21,1,1.029199269,3/1/2019,Pella G.,,,,,,,
40949,2.35,0,1.029186562,3/24/2016,Giraldo S.,,,,,,,
33319,4.3,0,1.029168368,4/13/2013,Robredo T.,,,,,,,
52274,4.26,0,1.029153834,2/25/2021,Ebden M.,,,,,,,
48299,1.23,1,1.02913888,1/17/2019,Medvedev D.,,,,,,,
41468,1.69,1,1.029105607,5/23/2016,Pella G.,,,,,,,
34168,2.09,0,1.029083417,7/16/2013,Falla A.,,,,,,,
42723,6.02,0,1.029063487,10/24/2016,Basilashvili N.,,,,,,,
32429,1.59,1,1.029057316,10/30/2012,Querrey S.,,,,,,,
47808,1.46,1,1.02905257,10/5/2018,Nishikori K.,,,,,,,
52544,3.09,0,1.029012214,3/25/2021,Uchiyama Y.,,,,,,,
46277,1.25,1,1.028981954,4/10/2018,Pella G.,,,,,,,
56129,7.37,0,1.028967029,7/24/2022,Musetti L.,,,,,,,
46317,1.71,1,1.028951875,4/16/2018,Muller G.,,,,,,,
53375,1.69,1,1.028942326,6/30/2021,Kudla D.,,,,,,,
32518,1.18,1,1.028937147,1/2/2013,Gasquet R.,,,,,,,
55122,1.44,1,1.02891743,3/24/2022,Kokkinakis T.,,,,,,,
53702,1.65,1,1.028900696,8/4/2021,Sinner J.,,,,,,,
42533,1.34,1,1.02889166,10/4/2016,Karlovic I.,,,,,,,
37365,2.51,0,1.028866087,10/7/2014,Youzhny M.,,,,,,,
48640,6.35,0,1.028864127,2/27/2019,Hurkacz H.,,,,,,,
43506,1.24,1,1.028857862,3/12/2017,Bautista Agut R.,,,,,,,
49212,1.09,1,1.028848863,5/16/2019,Federer R.,,,,,,,
45166,2.62,0,1.028833873,10/3/2017,Rublev A.,,,,,,,
43175,1.32,1,1.028812585,2/10/2017,Dimitrov G.,,,,,,,
43796,8.05,0,1.028811982,4/27/2017,Sugita Y.,,,,,,,
34508,1.45,1,1.028803481,8/20/2013,Haase R.,,,,,,,
57870,1.66,1,1.028750238,3/27/2023,Lavagno E.,,,,,,,
43542,1.3,1,1.028750139,3/18/2017,Wawrinka S.,,,,,,,
38811,2.16,1,1.028741988,5/20/2015,Thiem D.,,,,,,,
33235,1.2,1,1.028729561,3/23/2013,Anderson K.,,,,,,,
42158,1.1,1,1.028714934,8/6/2016,Kyrgios N.,,,,,,,
41693,1.38,1,1.028693613,6/19/2016,Murray A.,,,,,,,
50717,1.45,1,1.028684965,1/14/2020,Pospisil V.,,,,,,,
33265,1.21,1,1.02863943,3/28/2013,Murray A.,,,,,,,
41972,2.22,0,1.028632401,7/19/2016,Fabbiano T.,,,,,,,
36232,1.4,1,1.02862584,5/26/2014,Mayer L.,,,,,,,
48967,3.69,0,1.028622181,4/17/2019,Lajovic D.,,,,,,,
38200,1.29,1,1.028608782,2/27/2015,Robredo T.,,,,,,,
34035,1.91,1,1.028563055,6/29/2013,Dodig I.,,,,,,,
35311,1.13,1,1.028559715,2/5/2014,Monfils G.,,,,,,,
54799,1.9,1,1.028531243,2/13/2022,Opelka R.,,,,,,,
41564,5.01,0,1.028507354,5/29/2016,Ramos-Vinolas A.,,,,,,,
35760,1.13,1,1.028507074,3/21/2014,Anderson K.,,,,,,,
52779,1.18,1,1.028470434,4/22/2021,Rublev A.,,,,,,,
42496,1.85,0,1.028463535,9/28/2016,Khachanov K.,,,,,,,
31590,3.05,0,1.028457298,7/19/2012,Kubot L.,,,,,,,
50473,2.34,0,1.028453765,10/14/2019,Rosol L.,,,,,,,
56860,1.38,1,1.028450175,10/20/2022,Kecmanovic M.,,,,,,,
51875,1.26,1,1.028402495,11/4/2020,Davidovich Fokina A.,,,,,,,
48289,5.45,0,1.028382654,1/16/2019,Tiafoe F.,,,,,,,
35441,1.77,1,1.028367073,2/15/2014,Karlovic I.,,,,,,,
30928,1.42,1,1.028365744,5/9/2012,Gasquet R.,,,,,,,
33358,1.93,1,1.028347319,4/17/2013,Fognini F.,,,,,,,
51562,1.13,1,1.028336275,9/29/2020,Shapovalov D.,,,,,,,
39316,1.57,1,1.028334103,7/23/2015,Thiem D.,,,,,,,
32800,1.42,1,1.028331229,2/8/2013,Nieminen J.,,,,,,,
42130,1.13,1,1.028327702,7/29/2016,Djokovic N.,,,,,,,
50188,1.48,1,1.028327355,8/28/2019,Kyrgios N.,,,,,,,
30678,1.39,1,1.028289892,4/14/2012,Andujar P.,,,,,,,
32271,1.32,1,1.028286746,10/15/2012,Istomin D.,,,,,,,
42967,1.45,1,1.028286031,1/11/2017,Sock J.,,,,,,,
34359,1.68,1,1.02827898,8/2/2013,Dimitrov G.,,,,,,,
37318,4.05,0,1.028270565,10/2/2014,Klizan M.,,,,,,,
53189,1.14,1,1.028269392,6/8/2021,Zverev A.,,,,,,,
32493,1.56,1,1.028269017,1/1/2013,Paire B.,,,,,,,
32897,1.27,1,1.028237143,2/16/2013,Querrey S.,,,,,,,
31341,1.58,1,1.028231682,6/26/2012,Soeda G.,,,,,,,
35252,1.09,1,1.028223647,1/16/2014,Nishikori K.,,,,,,,
40675,1.32,1,1.028220364,2/16/2016,Kyrgios N.,,,,,,,
40002,1.41,1,1.028218988,10/14/2015,Nishikori K.,,,,,,,
48298,1.12,1,1.028192396,1/17/2019,Zverev A.,,,,,,,
42648,1.11,1,1.028185408,10/17/2016,Bellucci T.,,,,,,,
57629,1.25,1,1.028171246,3/9/2023,Kokkinakis T.,,,,,,,
38123,1.5,1,1.028115705,2/23/2015,Golubev A.,,,,,,,
39045,2.99,0,1.028088843,6/17/2015,Garcia-Lopez G.,,,,,,,
53825,1.74,1,1.028083737,8/21/2021,Zverev A.,,,,,,,
52938,1.49,1,1.028078669,5/12/2021,Shapovalov D.,,,,,,,
44510,1.82,1,1.028051142,7/18/2017,Ferrer D.,,,,,,,
30324,1.65,1,1.028038457,2/24/2012,Wawrinka S.,,,,,,,
57868,1.55,1,1.028034312,3/27/2023,Shevchenko A.,,,,,,,
52772,1.42,1,1.028016452,4/21/2021,Krajinovic F.,,,,,,,
49389,1.1,1,1.028013959,6/2/2019,Federer R.,,,,,,,
51726,1.41,1,1.028011162,10/19/2020,Simon G.,,,,,,,
48937,2.2,0,1.028001897,4/15/2019,Schwartzman D.,,,,,,,
45727,1.53,1,1.027989269,2/5/2018,Travaglia S.,,,,,,,
47640,1.31,1,1.027982257,9/3/2018,Del Potro J.M.,,,,,,,
47958,5.39,0,1.027965193,10/22/2018,Melzer J.,,,,,,,
40459,1.13,1,1.027959973,1/21/2016,Isner J.,,,,,,,
43283,1.56,1,1.027946613,2/20/2017,Nishioka Y.,,,,,,,
30255,1.43,1,1.027935372,2/19/2012,Raonic M.,,,,,,,
35473,1.14,1,1.02793281,2/18/2014,Ferrer D.,,,,,,,
35797,1.11,1,1.027924837,3/25/2014,Raonic M.,,,,,,,
36351,1.79,1,1.027914458,6/9/2014,Brown D.,,,,,,,
47007,1.69,1,1.027887689,7/2/2018,Pella G.,,,,,,,
41281,1.42,1,1.027871805,4/30/2016,Kohlschreiber P.,,,,,,,
56980,1.35,1,1.027851665,11/1/2022,Rublev A.,,,,,,,
51560,1.17,1,1.027846397,9/29/2020,Bautista Agut R.,,,,,,,
34133,2.08,0,1.027803464,7/12/2013,Berlocq C.,,,,,,,
38627,1.45,1,1.027783731,4/29/2015,Almagro N.,,,,,,,
30200,1.41,1,1.027782867,2/15/2012,Chardy J.,,,,,,,
51271,1.47,1,1.02777989,8/27/2020,Tsitsipas S.,,,,,,,
42570,2.47,0,1.027772908,10/7/2016,Carreno Busta P.,,,,,,,
41220,1.24,1,1.027760808,4/25/2016,Mayer L.,,,,,,,
46945,2.12,0,1.027759685,6/26/2018,Mayer L.,,,,,,,
30129,1.21,1,1.027745008,2/1/2012,Simon G.,,,,,,,
54929,1.65,1,1.027741082,2/22/2022,Rublev A.,,,,,,,
36756,3.28,0,1.027721226,7/19/2014,Mayer L.,,,,,,,
52997,1.18,1,1.027702141,5/20/2021,Tsitsipas S.,,,,,,,
57457,2.23,0,1.027690859,2/21/2023,Muller A.,,,,,,,
40056,1.56,1,1.027687874,10/21/2015,Simon G.,,,,,,,
51564,1.44,1,1.027681499,9/29/2020,Monteiro T.,,,,,,,
39482,1.18,1,1.027670833,8/5/2015,Thiem D.,,,,,,,
47598,2.52,0,1.027649235,8/29/2018,Medvedev D.,,,,,,,
38607,1.2,1,1.027637386,4/28/2015,Carreno-Busta P.,,,,,,,
56502,1.12,1,1.027621098,8/31/2022,Berrettini M.,,,,,,,
50657,1.1,1,1.027607399,11/2/2019,Djokovic N.,,,,,,,
38058,1.09,1,1.027589781,2/17/2015,Ferrer D.,,,,,,,
33430,1.63,1,1.027574654,4/25/2013,Garcia-Lopez G.,,,,,,,
52154,1.2,1,1.027552659,2/9/2021,Coric B.,,,,,,,
36533,3.85,0,1.027546436,6/24/2014,Lajovic D.,,,,,,,
41246,1.48,1,1.027498337,4/27/2016,Ramos-Vinolas A.,,,,,,,
55837,2.69,0,1.027496946,6/19/2022,Hurkacz H.,,,,,,,
46039,1.28,1,1.027490496,3/1/2018,Zverev A.,,,,,,,
35048,1.36,1,1.027464241,12/31/2013,Hewitt L.,,,,,,,
35577,1.66,1,1.027455754,2/26/2014,Montanes A.,,,,,,,
38467,1.43,1,1.027454527,4/14/2015,Cilic M.,,,,,,,
39621,1.71,1,1.027453265,8/23/2015,Schwartzman D.,,,,,,,
39139,1.6,1,1.027447483,6/29/2015,Granollers M.,,,,,,,
33634,2.02,0,1.02744344,5/21/2013,Rufin G.,,,,,,,
35674,1.44,1,1.027442032,3/9/2014,Isner J.,,,,,,,
34327,1.53,1,1.027412499,7/30/2013,Haase R.,,,,,,,
35789,1.21,1,1.02738304,3/24/2014,Raonic M.,,,,,,,
35934,1.35,1,1.027367603,4/21/2014,Giraldo S.,,,,,,,
32152,1.24,1,1.027340125,10/3/2012,Berdych T.,,,,,,,
45160,2.64,0,1.027339634,10/3/2017,Ebden M.,,,,,,,
45733,1.37,1,1.027339401,2/5/2018,Rublev A.,,,,,,,
44407,1.31,1,1.02730611,7/4/2017,Simon G.,,,,,,,
37131,1.58,1,1.027301566,8/27/2014,Marchenko I.,,,,,,,
42919,2.65,0,1.027282372,1/6/2017,Sela D.,,,,,,,
50555,1.56,1,1.027278634,10/21/2019,Khachanov K.,,,,,,,
32116,1.29,1,1.027271204,10/2/2012,Del Potro J.M.,,,,,,,
34421,1.64,1,1.02724805,8/9/2013,Gasquet R.,,,,,,,
55092,1.66,1,1.027245227,3/19/2022,Nadal R.,,,,,,,
57939,2.22,1,1.560379932,3/28/2023,Cerundolo F.,1.22,61,,,,,
42095,1.26,1,1.027189429,7/26/2016,Monfils G.,,,,,,,
41457,1.18,1,1.027188466,5/23/2016,Gasquet R.,,,,,,,
44574,3.98,0,1.027186175,7/24/2017,Paul T.,,,,,,,
46143,4.35,0,1.027173631,3/13/2018,Kohlschreiber P.,,,,,,,
57635,1.91,1,1.027162109,3/9/2023,Tabilo A.,,,,,,,
56546,1.23,1,1.02715764,9/3/2022,Alcaraz C.,,,,,,,
55674,1.14,1,1.027150655,5/26/2022,Rublev A.,,,,,,,
51361,1.18,1,1.027110808,9/3/2020,Shapovalov D.,,,,,,,
46552,1.59,1,1.027101337,5/9/2018,Schwartzman D.,,,,,,,
36144,1.13,1,1.027091472,5/15/2014,Djokovic N.,,,,,,,
45594,1.29,1,1.02707888,1/12/2018,Del Potro J.M.,,,,,,,
46818,2.67,0,1.027075911,6/11/2018,Copil M.,,,,,,,
29895,1.16,1,1.027058732,1/5/2012,Nadal R.,,,,,,,
39854,1.51,1,1.027030599,9/29/2015,Bolelli S.,,,,,,,
32978,1.24,1,1.027027835,2/23/2013,Almagro N.,,,,,,,
30235,3.14,0,1.027015102,2/17/2012,Davydenko N.,,,,,,,
44332,1.54,1,1.026999861,6/28/2017,Fabbiano T.,,,,,,,
54779,1.46,1,1.026928785,2/11/2022,Auger-Aliassime F.,,,,,,,
38046,1.15,1,1.026924891,2/17/2015,Monfils G.,,,,,,,
45278,2.88,0,1.026876377,10/17/2017,Ymer E.,,,,,,,
54847,1.36,1,1.026871143,2/16/2022,Ivashka I.,,,,,,,
38111,1.42,1,1.026867314,2/21/2015,Monfils G.,,,,,,,
40991,1.13,1,1.026858314,3/26/2016,Monfils G.,,,,,,,
40306,1.48,1,1.026852604,1/9/2016,Raonic M.,,,,,,,
30976,1.98,0,1.026836754,5/15/2012,Querrey S.,,,,,,,
54667,2.57,0,1.026826448,2/1/2022,Ficovich J.P.,,,,,,,
57643,3.33,0,1.026823099,3/10/2023,Kubler J.,,,,,,,
38736,2.9,0,1.02680279,5/12/2015,Anderson K.,,,,,,,
31137,1.27,1,1.026784522,6/2/2012,Murray A.,,,,,,,
35134,1.24,1,1.026781536,1/7/2014,Stepanek R.,,,,,,,
48576,1.71,1,1.026775034,2/22/2019,Goffin D.,,,,,,,
51523,7.61,0,1.026744175,9/27/2020,Gombos N.,,,,,,,
34961,1.69,1,1.02673805,10/26/2013,Youzhny M.,,,,,,,
38092,1.72,1,1.026716397,2/19/2015,Dolgopolov O.,,,,,,,
32580,4.03,0,1.026714151,1/8/2013,Fognini F.,,,,,,,
47196,1.53,1,1.026713814,7/23/2018,Lacko L.,,,,,,,
41412,1.15,1,1.026712234,5/16/2016,Rosol L.,,,,,,,
41156,1.58,1,1.026706519,4/19/2016,Paire B.,,,,,,,
41869,1.18,1,1.026705888,7/11/2016,Almagro N.,,,,,,,
40005,1.53,1,1.026672881,10/15/2015,Wawrinka S.,,,,,,,
39885,1.31,1,1.026664889,10/1/2015,Kukushkin M.,,,,,,,
52931,1.45,1,1.026650331,5/11/2021,Norrie C.,,,,,,,
51779,2.8,0,1.026628554,10/25/2020,Humbert U.,,,,,,,
51996,2.31,0,1.026621069,2/1/2021,Chardy J.,,,,,,,
49458,1.52,1,1.026617707,6/17/2019,Simon G.,,,,,,,
30327,3.13,0,1.026606807,2/24/2012,Melzer J.,,,,,,,
41534,1.36,1,1.026606092,5/26/2016,Ferrer D.,,,,,,,
51074,1.28,1,1.02657765,2/18/2020,Tiafoe F.,,,,,,,
38803,1.47,1,1.026564041,5/20/2015,Duckworth J.,,,,,,,
42720,1.29,1,1.026560729,10/23/2016,Gasquet R.,,,,,,,
48285,3.37,0,1.026557488,1/16/2019,Fabbiano T.,,,,,,,
31707,1.5,1,1.026556849,8/6/2012,Ebden M.,,,,,,,
38841,1.58,1,1.026542835,5/24/2015,Granollers M.,,,,,,,
34831,1.49,1,1.026516698,10/14/2013,Roger-Vasselin E.,,,,,,,
43236,2.6,0,1.026514963,2/15/2017,Dzumhur D.,,,,,,,
45108,2.42,0,1.026502781,9/26/2017,Istomin D.,,,,,,,
34011,4.58,0,1.026495336,6/26/2013,Mannarino A.,,,,,,,
45818,1.24,1,1.026466807,2/13/2018,Gojowczyk P.,,,,,,,
54083,1.56,1,1.026454059,9/30/2021,Millman J.,,,,,,,
36713,1.53,1,1.026423423,7/15/2014,Gonzalez A.,,,,,,,
44027,1.42,1,1.026413579,5/23/2017,Edmund K.,,,,,,,
47972,2.31,0,1.026411617,10/23/2018,Popyrin A.,,,,,,,
34806,2.34,0,1.026370826,10/9/2013,Fognini F.,,,,,,,
37017,1.4,1,1.0263538,8/15/2014,Federer R.,,,,,,,
44007,1.36,1,1.026334812,5/20/2017,Zverev A.,,,,,,,
33828,1.43,1,1.026324912,6/11/2013,Istomin D.,,,,,,,
36393,2.26,0,1.026303714,6/11/2014,Roger-Vasselin E.,,,,,,,
45184,4.14,0,1.026282937,10/5/2017,Sugita Y.,,,,,,,
41660,2.37,0,1.026281684,6/15/2016,Johnson S.,,,,,,,
45030,1.44,1,1.02627585,9/8/2017,Anderson K.,,,,,,,
31079,1.25,1,1.026269261,5/29/2012,Istomin D.,,,,,,,
36381,2.32,1,1.026268784,6/11/2014,Lopez F.,,,,,,,
40783,1.45,1,1.0262492,2/24/2016,Kohlschreiber P.,,,,,,,
52311,1.6,1,1.026246725,3/1/2021,Fucsovics M.,,,,,,,
55902,2.17,0,1.026235172,6/27/2022,Kokkinakis T.,,,,,,,
52748,1.14,1,1.026212644,4/20/2021,Sinner J.,,,,,,,
56556,2.71,0,1.026209218,9/4/2022,Khachanov K.,,,,,,,
38268,5.2,0,1.026208275,3/15/2015,Berrer M.,,,,,,,
43318,1.2,1,1.026173973,2/22/2017,Thiem D.,,,,,,,
34334,1.63,1,1.026162232,7/31/2013,Tursunov D.,,,,,,,
35456,2.55,0,1.026159498,2/17/2014,Mannarino A.,,,,,,,
42634,1.12,1,1.026153669,10/14/2016,Murray A.,,,,,,,
43892,1.84,1,1.026146057,5/6/2017,Zverev A.,,,,,,,
56305,1.46,1,1.026142379,8/10/2022,Norrie C.,,,,,,,
53403,6.51,0,1.026132673,6/30/2021,Nishioka Y.,,,,,,,
48750,1.14,1,1.026117574,3/11/2019,Raonic M.,,,,,,,
31642,1.67,1,1.02608854,7/25/2012,Sijsling I.,,,,,,,
44816,1.83,0,1.026084206,8/15/2017,Mannarino A.,,,,,,,
54899,1.36,1,1.026043219,2/19/2022,Rublev A.,,,,,,,
39284,2.52,0,1.026040215,7/21/2015,Ito T.,,,,,,,
35450,1.47,1,1.026031732,2/16/2014,Berdych T.,,,,,,,
40672,1.57,1,1.026027738,2/16/2016,Gulbis E.,,,,,,,
35394,2.42,0,1.026020341,2/12/2014,Cilic M.,,,,,,,
45979,1.6,1,1.026011017,2/26/2018,Tsitsipas S.,,,,,,,
49793,1.57,1,1.026008077,7/22/2019,Klahn B.,,,,,,,
33022,1.27,1,1.026002227,2/26/2013,Granollers M.,,,,,,,
31374,1.22,1,1.02598376,6/28/2012,Cilic M.,,,,,,,
52934,2.17,0,1.025983079,5/11/2021,Millman J.,,,,,,,
55224,1.43,1,1.025957892,4/7/2022,Van De Zandschulp B.,,,,,,,
49089,1.53,1,1.025955866,5/1/2019,Monfils G.,,,,,,,
34800,1.48,1,1.025949076,10/9/2013,Berdych T.,,,,,,,
56791,1.53,1,1.025941978,10/12/2022,Thiem D.,,,,,,,
54014,1.34,1,1.025941185,9/21/2021,Kohlschreiber P.,,,,,,,
55839,1.47,1,1.025939144,6/19/2022,Mcdonald M.,,,,,,,
55205,1.5,1,1.025938183,4/5/2022,Kyrgios N.,,,,,,,
38166,1.14,1,1.025937469,2/25/2015,Berdych T.,,,,,,,
38238,1.63,1,1.025936924,3/14/2015,Lopez F.,,,,,,,
31827,1.16,1,1.025931678,8/21/2012,Berdych T.,,,,,,,
56612,2.11,0,1.025926477,9/23/2022,Wawrinka S.,,,,,,,
36291,1.21,1,1.025923154,5/29/2014,Monfils G.,,,,,,,
44285,1.33,1,1.025920665,6/22/2017,Querrey S.,,,,,,,
29877,1.37,1,1.025918091,1/4/2012,Raonic M.,,,,,,,
34471,1.14,1,1.02591327,8/15/2013,Berdych T.,,,,,,,
39167,1.18,1,1.025913169,6/30/2015,Querrey S.,,,,,,,
36492,1.43,1,1.025892736,6/23/2014,Bautista R.,,,,,,,
56642,1.74,1,1.025856641,9/27/2022,Leshem E.,,,,,,,
48637,1.75,1,1.025841674,2/27/2019,Mayer L.,,,,,,,
30624,2.88,0,1.025833656,3/29/2012,Monaco J.,,,,,,,
49472,1.28,1,1.025832073,6/18/2019,Goffin D.,,,,,,,
40864,1.31,1,1.025816326,3/12/2016,Monfils G.,,,,,,,
43634,1.43,1,1.025793998,3/30/2017,Nadal R.,,,,,,,
32556,1.24,1,1.025781484,1/6/2013,Tipsarevic J.,,,,,,,
49885,1.8,1,1.025766729,7/30/2019,Polmans M.,,,,,,,
36035,1.43,1,1.025756299,5/2/2014,Haas T.,,,,,,,
46848,1.52,1,1.0257477,6/14/2018,Tsitsipas S.,,,,,,,
38007,1.4,1,1.025742841,2/12/2015,Johnson S.,,,,,,,
39598,1.66,1,1.025728506,8/19/2015,Goffin D.,,,,,,,
44900,2.61,0,1.025716687,8/24/2017,Dzumhur D.,,,,,,,
37918,1.52,1,1.025682317,2/5/2015,Lajovic D.,,,,,,,
47527,1.12,1,1.025675316,8/27/2018,Tsitsipas S.,,,,,,,
33362,1.1,1,1.025674474,4/17/2013,Murray A.,,,,,,,
38012,7.14,0,1.025667652,2/13/2015,Simon G.,,,,,,,
32108,2.35,0,1.025646024,10/1/2012,Berlocq C.,,,,,,,
32498,1.28,1,1.025643005,1/1/2013,Youzhny M.,,,,,,,
49772,2.75,0,1.025626045,7/20/2019,Balazs A.,,,,,,,
40514,4.81,0,1.02559739,2/2/2016,Bemelmans R.,,,,,,,
45949,2.74,0,1.025595545,2/22/2018,Ivashka I.,,,,,,,
52454,3.29,0,1.0255944,3/15/2021,Chardy J.,,,,,,,
57108,1.78,1,1.025587869,1/10/2023,Djere L.,,,,,,,
49378,1.14,1,1.025585123,5/31/2019,Federer R.,,,,,,,
42930,1.34,1,1.025584074,1/8/2017,Johnson S.,,,,,,,
32055,1.52,1,1.025580532,9/26/2012,Istomin D.,,,,,,,
33899,4.67,0,1.025566209,6/18/2013,Malisse X.,,,,,,,
48997,1.5,1,1.025528133,4/22/2019,Verdasco F.,,,,,,,
46449,1.46,1,1.025510489,4/30/2018,Troicki V.,,,,,,,
34762,3.62,0,1.025504387,9/28/2013,Benneteau J.,,,,,,,
57443,2.74,0,1.025500213,2/20/2023,Monteiro T.,,,,,,,
48574,1.78,0,1.025494225,2/22/2019,Djere L.,,,,,,,
52435,6.02,0,1.025458368,3/12/2021,Ebden M.,,,,,,,
38266,1.24,1,1.025452818,3/15/2015,Ferrer D.,,,,,,,
53743,3.69,0,1.025448145,8/10/2021,Lajovic D.,,,,,,,
57937,2.25,0,1.025444152,3/28/2023,Celikbilek A.,,,,,,,
56626,6.06,0,1.025435806,9/26/2022,Kovacevic A.,,,,,,,
50568,1.14,1,1.025427063,10/22/2019,Tsitsipas S.,,,,,,,
38783,1.28,1,1.025419355,5/18/2015,Querrey S.,,,,,,,
43287,2.33,0,1.025414478,2/21/2017,Marchenko I.,,,,,,,
45133,1.43,1,1.025411379,9/29/2017,Dolgopolov O.,,,,,,,
54485,1.64,1,1.025386978,1/12/2022,Goffin D.,,,,,,,
43329,1.15,1,1.02538029,2/23/2017,Sock J.,,,,,,,
57312,2.82,0,1.025362513,2/9/2023,Cressy M.,,,,,,,
35736,1.52,1,1.025325366,3/20/2014,Hewitt L.,,,,,,,
48575,1.45,1,1.025316944,2/22/2019,Bedene A.,,,,,,,
31510,1.28,1,1.02531662,7/13/2012,Verdasco F.,,,,,,,
51302,1.17,1,1.025311381,9/1/2020,Evans D.,,,,,,,
38471,1.63,1,1.025309632,4/14/2015,Dimitrov G.,,,,,,,
48185,7.75,0,1.025302785,1/8/2019,Statham J.,,,,,,,
34604,1.31,1,1.025301029,8/29/2013,Sock J.,,,,,,,
32285,1.59,1,1.025294158,10/16/2012,Berankis R.,,,,,,,
53865,1.41,1,1.025281424,8/25/2021,Giron M.,,,,,,,
34412,1.54,1,1.025280703,8/8/2013,Davydenko N.,,,,,,,
40328,1.43,1,1.025277768,1/12/2016,Anderson K.,,,,,,,
45325,1.47,1,1.025265393,10/20/2017,Mannarino A.,,,,,,,
47776,1.36,1,1.025259902,10/2/2018,Zverev A.,,,,,,,
41996,2.17,0,1.025253748,7/19/2016,Basilashvili N.,,,,,,,
45708,1.5,1,1.025245058,1/20/2018,Fognini F.,,,,,,,
37471,1.11,1,1.025238193,10/18/2014,Berdych T.,,,,,,,
33444,2.24,0,1.025227787,4/26/2013,Mayer F.,,,,,,,
35993,1.33,1,1.02522526,4/27/2014,Dimitrov G.,,,,,,,
39948,1.22,1,1.025222323,10/8/2015,Isner J.,,,,,,,
57820,1.27,1,1.025218094,3/25/2023,Rublev A.,,,,,,,
54590,1.17,1,1.025209186,1/20/2022,Medvedev D.,,,,,,,
38941,1.36,1,1.025208443,6/1/2015,Federer R.,,,,,,,
53992,1.77,1,1.025190329,9/6/2021,Harris L.,,,,,,,
53474,2.16,0,1.025174873,7/12/2021,Hanfmann Y.,,,,,,,
44476,1.88,1,1.025161912,7/10/2017,Raonic M.,,,,,,,
45639,1.13,1,1.025152834,1/16/2018,Del Potro J.M.,,,,,,,
45275,3.9,0,1.025151567,10/17/2017,Dutra Silva R.,,,,,,,
42896,2.6,0,1.025151034,1/4/2017,Edmund K.,,,,,,,
34794,1.17,1,1.025142676,10/9/2013,Ferrer D.,,,,,,,
53346,1.2,1,1.025136413,6/28/2021,Bautista Agut R.,,,,,,,
40067,1.45,1,1.025130542,10/21/2015,Istomin D.,,,,,,,
31681,1.48,1,1.025114973,7/31/2012,Chardy J.,,,,,,,
31115,4.1,0,1.025101656,5/31/2012,Mayer L.,,,,,,,
33380,1.18,1,1.025096818,4/22/2013,Brands D.,,,,,,,
39019,1.36,1,1.025091478,6/16/2015,Dimitrov G.,,,,,,,
47051,3.8,0,1.025084418,7/4/2018,Novak D.,,,,,,,
41070,1.27,1,1.025061389,4/8/2016,Lopez F.,,,,,,,
35945,2.05,0,1.025054187,4/22/2014,Thiem D.,,,,,,,
38725,1.14,1,1.025042169,5/11/2015,Cuevas P.,,,,,,,
30145,1.13,1,1.025025815,2/2/2012,Berdych T.,,,,,,,
57706,1.36,1,1.025013392,3/16/2023,Ymer M.,,,,,,,
55584,3.12,0,1.025010392,5/19/2022,Sousa J.,,,,,,,
47849,2.47,0,1.025003879,10/10/2018,Tsitsipas S.,,,,,,,
39401,1.41,1,1.024994299,7/29/2015,Cuevas P.,,,,,,,
46900,1.6,1,1.024967225,6/20/2018,Basilashvili N.,,,,,,,
45236,3.28,0,1.024957457,10/11/2017,Troicki V.,,,,,,,
40464,1.1,1,1.02494924,1/22/2016,Tsonga J.W.,,,,,,,
44739,1.26,1,1.024943744,8/4/2017,Berdych T.,,,,,,,
30867,1.35,1,1.024941511,5/3/2012,Lopez F.,,,,,,,
47467,1.5,1,1.02493387,8/17/2018,Del Potro J.M.,,,,,,,
35408,1.26,1,1.024933391,2/12/2014,Robredo T.,,,,,,,
47879,3.07,0,1.024933346,10/15/2018,Rosol L.,,,,,,,
37488,1.33,1,1.024925627,10/21/2014,Lopez F.,,,,,,,
30138,1.4,1,1.024920807,2/1/2012,Zemlja G.,,,,,,,
47089,1.63,1,1.024915046,7/7/2018,Khachanov K.,,,,,,,
41149,3.5,0,1.024913529,4/19/2016,Cecchinato M.,,,,,,,
43844,1.24,1,1.0248848,5/2/2017,Kohlschreiber P.,,,,,,,
55329,3.38,0,1.024883704,4/19/2022,Ivashka I.,,,,,,,
50760,5.62,0,1.02488,1/20/2020,Fucsovics M.,,,,,,,
35179,1.45,1,1.024879423,1/13/2014,Querrey S.,,,,,,,
48864,1.35,1,1.02487823,3/27/2019,Federer R.,,,,,,,
54849,1.74,1,1.024871783,2/16/2022,Sock J.,,,,,,,
38979,1.33,1,1.024855627,6/10/2015,Troicki V.,,,,,,,
